sample_group,signal,lookback_L,n,in_top_n_next_rate,became_instavel_1_rate,became_instavel_3_rate,became_instavel_5_rate,log_ret_1_mean,log_ret_1_std,log_ret_3_mean,log_ret_3_std,log_ret_5_mean,log_ret_5_std
CANDIDATE_IGNITION,SUBINDO,5,3986,0.4721525338685399,0.09959859508278976,0.1537882589061716,0.19693928750627196,-0.0012470794350141598,0.03912713053357598,-0.0010638338088088991,0.07174455226791082,0.0002042921641944524,0.08844271676472035
CANDIDATE_IGNITION,CAINDO,10,149,0.35570469798657717,0.040268456375838924,0.06711409395973154,0.12080536912751678,0.002798721094756507,0.02531065406704095,0.00917574638959016,0.04749388697877574,0.005978711324578886,0.07965033894019859
CANDIDATE_IGNITION,ESTAVEL,10,229,0.4847161572052402,0.05240174672489083,0.11353711790393013,0.19213973799126638,0.0030181506393339224,0.030224123052614297,0.0019145732585054748,0.05779020326765341,0.004808378957777875,0.0751041526224662
CANDIDATE_IGNITION,SUBINDO,10,4297,0.4819641610425879,0.10053525715615545,0.1524319292529672,0.19339073772399348,-0.0012159674379632248,0.039361309701501014,-0.0006461163037276509,0.07148200203254151,0.0009655130544964402,0.08708562507160571
TOPN_ALL,CAINDO,1,1541,0.4717715768981181,0.07657365347177157,0.13303049967553537,0.16872160934458144,0.0006414103816093405,0.0350888178797591,0.003052508253384748,0.06675363769575779,0.004210582911712773,0.08555554612198969
TOPN_ALL,ESTAVEL,1,6138,0.6453242098403389,0.06663408276311503,0.12447051156728577,0.17970022808732486,-0.0002186114781199325,0.03837000877468516,0.00031133098121698664,0.06598482891721304,0.00041924072497015024,0.08702626403626292
TOPN_ALL,SUBINDO,1,3316,0.4752714113389626,0.10042219541616405,0.15681544028950542,0.2008443908323281,-0.0004170704658099565,0.03891472056203323,-0.0007260029048501037,0.07196393860556619,0.0007448755977441353,0.08667661536612656
TOPN_ALL,CAINDO,2,1745,0.47621776504297997,0.0664756446991404,0.11862464183381088,0.15816618911174785,0.0004367009850737609,0.0333225873158287,0.0012883417046163992,0.06266108003389166,0.0004885159840964498,0.0847881798167756
TOPN_ALL,ESTAVEL,2,4993,0.6659323052273183,0.06909673542960144,0.13158421790506708,0.1870618866412978,9.511865362085153e-05,0.03820114085491427,0.001370095608557783,0.06792789202772558,0.0016959018423144145,0.0866268196113649
TOPN_ALL,SUBINDO,2,4251,0.4947071277346507,0.09338979063749706,0.1465537520583392,0.19219007292401788,-0.0006786102558601505,0.039716325630218166,-0.001107952511732144,0.06994938728316771,0.0005420949488074173,0.08758231214917504
TOPN_ALL,CAINDO,3,1817,0.4826637314254265,0.05943863511282334,0.10731975784259769,0.15410016510731975,0.00043519374367634013,0.03410345659532909,0.0007126945426689941,0.06486382897746652,-0.00041751720222708415,0.08517407262712581
TOPN_ALL,ESTAVEL,3,4254,0.6810061118946874,0.06346967559943582,0.12834978843441466,0.18312176774800187,0.00037727252268094383,0.03725570699147667,0.0007622526193109345,0.06566081231707202,0.001917019853562268,0.08652540334820923
TOPN_ALL,SUBINDO,3,4912,0.504885993485342,0.09751628664495114,0.15166938110749187,0.19686482084690554,-0.0008064304559944375,0.040091544938147705,-2.8860730830019815e-05,0.07088320188975201,0.0008623493064109909,0.08744978237442606
TOPN_ALL,CAINDO,5,1781,0.46715328467153283,0.04997192588433464,0.10331274564851207,0.15721504772599662,0.00019688010589132384,0.034773139928040084,-0.0010590266621812274,0.06381268768408908,-0.0010167124986346996,0.08304442885911861
TOPN_ALL,ESTAVEL,5,3467,0.6939717334871647,0.07153158350158638,0.13441015286991637,0.1889241419094318,0.0003660447297916638,0.03775419407617219,0.0016444016959729993,0.06743942184341566,0.0021435863798664467,0.08764331331554401
TOPN_ALL,SUBINDO,5,5722,0.5256903180706047,0.0907025515554002,0.14592799720377492,0.1904928346731912,-0.0005520122891645178,0.03923563322408117,0.00010779153460770268,0.06945344631953508,0.0011170581344270678,0.08732787647744751
TOPN_ALL,CAINDO,10,1545,0.47831715210355985,0.05501618122977346,0.11132686084142394,0.17022653721682848,0.0001168564830645271,0.03355322988217242,-0.0011537450766065719,0.06460259167490709,-0.005600488167990571,0.08892930551419316
TOPN_ALL,ESTAVEL,10,2373,0.6721449641803624,0.06826801517067003,0.13611462284028655,0.19005478297513695,0.0005741663450901854,0.03841214683412807,0.0010514144157995683,0.06833854225345971,0.0014901647382782692,0.08551453676288785
TOPN_ALL,SUBINDO,10,7018,0.554573952693075,0.08677685950413223,0.14106583072100312,0.1866628669136506,-0.00039321839748122293,0.03889854325509493,0.0006809722293538909,0.06850258159291163,0.0025578996409192836,0.08658634743974333
