date,variant,ticker,event,score,z_prev,sell_pct,sold_shares,proceeds_net,trade_cost,settle_dt,is_rebalance_day,weight_before,weight_cap,value_sold_gross,split_factor,ratio_applied,shares_before,shares_after,buy_price_before,buy_price_after
2018-07-17,V4,C1GP34,rebalance_sell,,,1.0,1.0,1.648209916482,0.00041215551800000003,2018-07-18,1.0,,,,,,,,,
2018-07-17,V4,N1TA34,rebalance_sell,,,1.0,19.0,6055.021872998251,1.5141340017500002,2018-07-18,1.0,,,,,,,,,
2018-07-17,V4,O1KE34,rebalance_sell,,,1.0,44.0,5981.9132937135,1.4958522865000001,2018-07-18,1.0,,,,,,,,,
2018-07-17,V4,OXYP34,rebalance_sell,,,1.0,111.0,5914.275292942126,1.4789385578750003,2018-07-18,1.0,,,,,,,,,
2018-07-17,V4,VRSN34,rebalance_sell,,,1.0,42.0,6080.635005613875,1.5205388861250002,2018-07-18,1.0,,,,,,,,,
2018-07-17,V4,A1MD34,concentration_trim,,,,47.0,383.1772965962813,0.09581827871875001,2018-07-18,1.0,0.06376644930189458,0.06,390.15341110247664,,,,,,
2018-07-17,V4,A2XO34,concentration_trim,,,,19.0,288.2760760703333,0.07208704077777778,2018-07-18,1.0,0.06285184051216437,0.06,295.41198761586566,,,,,,
2018-07-17,V4,AMZO34,concentration_trim,,,,9.0,160.39977834542066,0.04010997207937501,2018-07-18,1.0,0.06160986963972642,0.06,166.76053835664607,,,,,,
2018-07-17,V4,G2DD34,concentration_trim,,,,5.0,151.16580909750002,0.037800902500000004,2018-07-18,1.0,0.06159879278131287,0.06,165.6130627699713,,,,,,
2018-07-17,V4,INTU34,concentration_trim,,,,1.0,19.021375467000002,0.004756533,2018-07-18,1.0,0.06024515103700304,0.06,25.394284824121314,,,,,,
2018-07-17,V4,M1TA34,concentration_trim,,,,2.0,57.98923685126786,0.014500934446428573,2018-07-18,1.0,0.06075520450102311,0.06,78.22882396610112,,,,,,
2018-07-27,V4,M1TA34,defensive_sell,6.0,-6.795474973015935,1.0,215.0,4989.525775918392,1.2476933673214285,2018-07-30,0.0,,,,,,,,,
2018-07-27,V4,A1LG34,defensive_sell,6.0,-3.0998434200374523,1.0,18.0,5914.8996313185,1.4790946815000001,2018-07-30,0.0,,,,,,,,,
2018-07-30,V4,D1EX34,defensive_sell,6.0,-2.820958641086021,1.0,2400.0,4162.845568365001,1.0409716350000002,2018-07-31,0.0,,,,,,,,,
2018-07-31,V4,INTU34,defensive_sell,6.0,-3.1721318474501348,1.0,326.0,5680.617058244455,1.420509391909091,2018-08-01,1.0,,,,,,,,,
2018-07-31,V4,G2DD34,defensive_sell,6.0,-2.768185499415579,1.0,206.0,5693.152558749301,1.4236440507000003,2018-08-01,1.0,,,,,,,,,
2018-07-31,V4,NFLX34,defensive_sell,6.0,-2.608827691318022,1.0,1928.0,4884.681439551179,1.2214757288199998,2018-08-01,1.0,,,,,,,,,
2018-07-31,V4,VRSN34,defensive_sell,6.0,-2.5946301703909347,1.0,1.0,136.29694899206248,0.0340827579375,2018-08-01,1.0,,,,,,,,,
2018-07-31,V4,AMZO34,rebalance_sell,,,1.0,349.0,5821.704710234911,1.4557901250900003,2018-08-01,1.0,,,,,,,,,
2018-07-31,V4,INTU34,rebalance_sell,,,1.0,1.0,17.425205700136363,0.004357390772727273,2018-08-01,1.0,,,,,,,,,
2018-07-31,V4,L1UL34,rebalance_sell,,,1.0,48.0,5403.4518592350005,1.351200765,2018-08-01,1.0,,,,,,,,,
2018-07-31,V4,L1YV34,rebalance_sell,,,1.0,155.0,5734.851560592001,1.4340714080000003,2018-08-01,1.0,,,,,,,,,
2018-07-31,V4,NFLX34,rebalance_sell,,,1.0,1.0,2.5335484644974997,0.0006335455025,2018-08-01,1.0,,,,,,,,,
2018-07-31,V4,A1MD34,concentration_trim,,,,85.0,731.1074205642187,0.18282256078125,2018-08-01,1.0,0.06761576551867315,0.06,739.3685718001252,,,,,,
2018-08-09,V4,A2XO34,defensive_sell,6.0,-3.8303798830831393,1.0,410.0,5138.110478945832,1.2848488319444444,2018-08-10,0.0,,,,,,,,,
2018-08-14,V4,A2XO34,rebalance_sell,,,1.0,1.0,13.4320618115,0.003358855166666667,2018-08-15,1.0,,,,,,,,,
2018-08-14,V4,D1VN34,rebalance_sell,,,1.0,34.0,5595.058413618,1.399114382,2018-08-15,1.0,,,,,,,,,
2018-08-14,V4,GOGL34,rebalance_sell,,,1.0,257.0,5227.671475220024,1.307244679975,2018-08-15,1.0,,,,,,,,,
2018-08-14,V4,I1QV34,rebalance_sell,,,1.0,49.0,5760.977035590001,1.4406044100000002,2018-08-15,1.0,,,,,,,,,
2018-08-14,V4,L1YV34,rebalance_sell,,,1.0,1.0,38.158178869800004,0.009541930200000001,2018-08-15,1.0,,,,,,,,,
2018-08-14,V4,ORLY34,rebalance_sell,,,1.0,67.0,18.073572968877002,0.004519523123000001,2018-08-15,1.0,,,,,,,,,
2018-08-14,V4,T2ER34,rebalance_sell,,,1.0,645.0,5823.060710790001,1.4561292100000003,2018-08-15,1.0,,,,,,,,,
2018-08-14,V4,A1MD34,concentration_trim,,,,44.0,427.25209226699997,0.10683973299999999,2018-08-15,1.0,0.06419557934118869,0.06,430.38449637946087,,,,,,
2018-08-14,V4,H1CA34,concentration_trim,,,,5.0,126.11716582425,0.03153717575,2018-08-15,1.0,0.061241794038645214,0.06,127.38368216344043,,,,,,
2018-08-14,V4,LILY34,concentration_trim,,,,5.0,66.248455078,0.016566255333333335,2018-08-15,1.0,0.06072228437855401,0.06,74.09217032731976,,,,,,
2018-08-14,V4,T2TD34,concentration_trim,,,,6473.0,3340.5246707973006,0.8353400027000002,2018-08-15,1.0,0.09257647660943698,0.06,3341.7052001693073,,,,,,
2018-08-28,V4,A1LG34,rebalance_sell,,,1.0,17.0,6690.2248755375,1.6729744625,2018-08-29,1.0,,,,,,,,,
2018-08-28,V4,AMZO34,rebalance_sell,,,1.0,141.0,2805.78780840231,0.70162235769,2018-08-29,1.0,,,,,,,,,
2018-08-28,V4,CEBR6,rebalance_sell,,,1.0,963.0,6140.4784965,1.5355035000000001,2018-08-30,1.0,,,,,,,,,
2018-08-28,V4,CHDC34,rebalance_sell,,,1.0,27.0,6276.709110330001,1.5695696700000004,2018-08-29,1.0,,,,,,,,,
2018-08-28,V4,D1EL34,rebalance_sell,,,1.0,58.0,6385.543288741561,1.59678501844,2018-08-29,1.0,,,,,,,,,
2018-08-28,V4,D1VN34,rebalance_sell,,,1.0,1.0,175.063415202,0.043776798,2018-08-29,1.0,,,,,,,,,
2018-08-28,V4,L1UL34,rebalance_sell,,,1.0,47.0,6710.517159198001,1.6780488020000004,2018-08-29,1.0,,,,,,,,,
2018-08-28,V4,A1MD34,concentration_trim,,,,121.0,1560.2974730887502,0.39017191125000006,2018-08-29,1.0,0.07422010260565004,0.06,1566.754892631352,,,,,,
2018-08-28,V4,LILY34,concentration_trim,,,,7.0,101.06813304840001,0.025273351600000004,2018-08-29,1.0,0.06095101636315149,0.06,104.78154094602723,,,,,,
2018-08-28,V4,T2TD34,concentration_trim,,,,468.0,269.995968832824,0.06751587117600001,2018-08-29,1.0,0.06245184735446669,0.06,270.1407620191221,,,,,,
