date,equity,cash_free,cash_pending,state_cash_effective,n_tickers,max_concentration,out_of_target_band,ret_cdi,variant,top_n_param,buffer_k_param,rebalance_cadence_param,target_pct_param,hard_max_pct_param,max_weight_cap_param,is_rebalance_day,n_rebalance_days_cum,n_non_rebalance_days_cum,n_rebalance_sells_cum,n_concentration_trims_cum,regime_defensive_used,def_sell_25_cum,def_sell_50_cum,def_sell_100_cum,quarantine_size,quarantine_entries_cum,cost_total_cum
2018-07-02,99975.00635923658,0.22354415081632256,0.0,0,18,0.060011821287028075,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,1,1,0,0,0,0,0,0,0,0,0,4993.72912961773
2018-07-03,98744.2157328635,0.22359910467491773,0.0,0,18,0.06114877388195647,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,1,1,0,0,0,0,0,0,0,0,4993.72912961773
2018-07-04,99094.3358010492,0.22365407204281992,0.0,0,18,0.06114877433726987,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,1,2,0,0,0,0,0,0,0,0,4993.72912961773
2018-07-05,100568.50560239982,0.2237090529233502,0.0,0,18,0.06115925123036957,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,1,3,0,0,0,0,0,0,0,0,4993.72912961773
2018-07-06,102481.9653354655,0.22376404731983032,0.0,0,18,0.0634637056257666,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,1,4,0,0,0,0,0,0,0,0,4993.72912961773
2018-07-10,101250.33546812907,0.22381905523558293,0.0,0,18,0.06363784915091168,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,1,5,0,0,0,0,0,0,0,0,4993.72912961773
2018-07-11,100707.8407658495,0.22387407667393147,0.0,0,18,0.06284095086959753,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,1,6,0,0,1,0,0,0,0,0,4993.72912961773
2018-07-12,102894.95024295672,0.2239291116382002,0.0,0,18,0.06284104190470326,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,1,7,0,0,1,0,0,0,0,0,4993.72912961773
2018-07-13,102921.33358950785,0.22398416013171418,0.0,0,18,0.06201444269277001,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,1,8,0,0,1,0,0,0,0,0,4993.72912961773
2018-07-16,102483.38476610513,0.22403922215779934,0.0,0,18,0.06319417720522008,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,1,9,0,0,1,0,0,0,0,0,4993.72912961773
2018-07-17,103586.2643172061,0.22409429771978237,25093.52324761204,0,14,0.06224709980615615,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,1,2,9,5,6,1,0,0,0,0,0,4993.72912961773
2018-07-18,103346.79595995277,25099.91613781882,0.0,0,14,0.062371693898452485,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,2,10,5,6,1,0,0,0,0,0,4993.72912961773
2018-07-19,103638.32730710703,25106.086450202976,0.0,0,14,0.062463565711717836,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,2,11,5,6,1,0,0,0,0,0,4993.72912961773
2018-07-20,101683.60110647125,25112.258279435027,0.0,0,14,0.06278329330916776,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,2,12,5,6,1,0,0,0,0,0,4993.72912961773
2018-07-23,102155.54874102138,25118.431625887857,0.0,0,14,0.06331174467909553,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,2,13,5,6,1,0,0,0,0,0,4993.72912961773
2018-07-24,100381.76465442128,25124.606489934446,0.0,0,14,0.06256696110216642,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,2,14,5,6,1,0,0,0,0,0,4993.72912961773
2018-07-25,100785.16089756819,25130.782871947864,0.0,0,14,0.06327405764109735,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,2,15,5,6,1,0,0,0,0,0,4993.72912961773
2018-07-26,99850.12917990988,25136.96077230127,0.0,0,14,0.06527797077388701,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,2,16,5,6,1,0,0,0,0,0,4993.72912961773
2018-07-27,98112.21516537774,25143.140191367922,10904.425407236893,0,12,0.06842485657554519,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,2,17,5,6,1,0,0,2,2,2,4993.72912961773
2018-07-30,96667.0500323032,36056.427171655916,4162.845568365001,0,11,0.07119058744888064,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,2,18,5,6,1,0,0,3,3,3,4993.72912961773
2018-07-31,97073.71136361576,0.08077821452304176,34105.82231032776,0,13,0.06093597980242784,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,1,3,18,10,7,1,0,0,7,6,7,4993.72912961773
2018-08-01,97026.4240135547,34114.28734269854,0.0,0,13,0.06173107248836929,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,3,19,10,7,1,0,0,7,5,7,4993.72912961773
2018-08-02,98129.50852580467,34122.67365795599,0.0,0,13,0.062452363842966124,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,3,20,10,7,0,0,0,7,0,7,4993.72912961773
2018-08-03,97290.23240314247,34131.06203482132,0.0,0,13,0.06196297552482035,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,3,21,10,7,0,0,0,7,0,7,4993.72912961773
2018-08-06,97715.87505499933,34139.452473801335,0.0,0,13,0.06271244530175735,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,3,22,10,7,1,0,0,7,0,7,4993.72912961773
2018-08-07,97758.40922928836,34147.844975402964,0.0,0,13,0.06295740530681714,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,3,23,10,7,1,0,0,7,0,7,4993.72912961773
2018-08-08,97682.77821013721,34156.23954013326,0.0,0,13,0.0645630271522776,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,3,24,10,7,1,0,0,7,0,7,4993.72912961773
2018-08-09,98237.40131139886,34164.63616849941,5138.110478945832,0,13,0.06644029641725321,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,3,25,10,7,1,0,0,8,1,8,4993.72912961773
2018-08-10,101268.34223894325,39312.408441653584,0.0,0,13,0.08941090107062154,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,3,26,10,7,0,0,0,8,1,8,4993.72912961773
2018-08-13,102034.75284870183,39322.07261102079,0.0,0,13,0.08835488686537943,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,3,27,10,7,0,0,0,8,1,8,4993.72912961773
2018-08-14,102569.65065848395,0.08563757320628419,26436.57383283475,0,17,0.06008255799290141,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,1,4,27,17,11,0,0,0,8,1,8,4993.72912961773
2018-08-15,102282.03777993601,26443.158394405564,0.0,0,17,0.06127918720670527,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,4,28,17,11,1,0,0,8,1,8,4993.72912961773
2018-08-16,101968.94433126687,26449.65891603366,0.0,0,17,0.061566077997289026,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,4,29,17,11,1,0,0,8,0,8,4993.72912961773
2018-08-17,103352.86057923814,26456.161035684985,0.0,0,17,0.062350851600855635,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,4,30,17,11,1,0,0,8,0,8,4993.72912961773
2018-08-20,103783.7882172801,26462.664753752386,0.0,0,17,0.06231559033536203,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,4,31,17,11,1,0,0,8,0,8,4993.72912961773
2018-08-21,104774.32955690268,26469.1700706288,0.0,0,17,0.06197755688785686,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,4,32,17,11,0,0,0,8,0,8,4993.72912961773
2018-08-22,106644.33950819306,26475.676986707258,0.0,0,17,0.06327450740582051,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,4,33,17,11,0,0,0,8,0,8,4993.72912961773
2018-08-23,107482.7573668951,26482.185502380897,0.0,0,17,0.06693495267517091,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,4,34,17,11,0,0,0,8,0,8,4993.72912961773
2018-08-24,108714.97443575418,26488.695618042944,0.0,0,17,0.07141569485984803,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,4,35,17,11,0,0,0,8,0,8,4993.72912961773
2018-08-27,109141.74906098096,26495.207334086725,0.0,0,17,0.07462723942557636,1,0.00024583,V4,20,10,10,0.15,0.2,0.06,0,4,36,17,11,1,0,0,8,0,8,4993.72912961773
