sample_group,signal,lookback_L,n,in_top_n_next_rate,became_instavel_1_rate,became_instavel_3_rate,became_instavel_5_rate,log_ret_1_mean,log_ret_1_std,log_ret_3_mean,log_ret_3_std,log_ret_5_mean,log_ret_5_std
CONSOLIDADO,CAINDO,1,1525,0.4762845849802372,0.0740983606557377,0.13534822601839686,0.17774851876234365,0.0020338947195608975,0.03637900856171135,0.0028755933287123807,0.06555709658386275,0.0017275833439555149,0.08498046875632359
CONSOLIDADO,ESTAVEL,1,7455,0.6967213114754098,0.059154929577464786,0.11646316919361331,0.16885906040268456,-0.0007802521536112384,0.041632938259818356,-0.0012732986302316997,0.07134368249564466,-0.0018961334228275947,0.09245579779942323
CONSOLIDADO,SUBINDO,1,1916,0.5277777777777778,0.0709812108559499,0.12545739675901724,0.17320774463631605,0.0019592513908305085,0.03632901143910031,0.0020144931746341726,0.062486486639493265,0.003695752497341993,0.08134301521931528
CONSOLIDADO,CAINDO,2,1918,0.47591623036649217,0.06569343065693431,0.12265135699373696,0.16779926816518556,0.0005902300274666763,0.034510206693376094,0.0011464175151101315,0.06482566788632162,-0.0015983134256572983,0.08701114138589289
CONSOLIDADO,ESTAVEL,2,6564,0.7119083969465649,0.061243144424131625,0.12044518981552066,0.17416501448833308,0.0001393946398858615,0.04236417154303244,-0.00029018953839504875,0.0720073495282137,-0.0004034603001988765,0.09241448519239466
CONSOLIDADO,SUBINDO,2,2414,0.5577242524916943,0.06710853355426678,0.11976792374637381,0.16431535269709543,-0.00041765215488899775,0.037644508274690944,-0.0006434724319765146,0.06409685373690197,0.0005243364703360305,0.08365441223410286
CONSOLIDADO,CAINDO,3,2174,0.48151571164510165,0.06991720331186753,0.12211981566820276,0.1702814951545916,0.0010867480646260762,0.03609218920569293,0.0010831799440702095,0.06696024865124575,-0.0005539432591279645,0.08657444607034083
CONSOLIDADO,ESTAVEL,3,6042,0.7173660640238846,0.05792783846408474,0.1185430463576159,0.17229953611663354,-0.00024133281969677934,0.04147526155382748,-0.0009872989279084352,0.07188119459502496,-0.0004879305052593453,0.09313424961155464
CONSOLIDADO,SUBINDO,3,2680,0.5786915887850468,0.07014925373134329,0.12434652725914862,0.16809861785580874,5.014101160473598e-05,0.03986272773613235,0.0008787411666143209,0.06417744997719094,-0.00010977523567460074,0.08370061864925293
CONSOLIDADO,CAINDO,5,2499,0.4712273641851107,0.06042416966786715,0.11422845691382766,0.16626506024096385,0.0004107586383015288,0.036261807646893136,2.7298490414464977e-05,0.06602037307619503,-0.0009251617360950854,0.08511038843929312
CONSOLIDADO,ESTAVEL,5,5490,0.7182481751824817,0.06302367941712204,0.12351976680633996,0.17371491068173534,-0.0002220948974903567,0.04221115914400629,-0.0004103622120844936,0.07327361257928443,-0.000634606096174869,0.09457618411178907
CONSOLIDADO,SUBINDO,5,2907,0.6228039958663452,0.06639146886824905,0.12086776859504132,0.16942148760330578,0.0004236843677662118,0.03898325678388404,0.00031847529159994913,0.06328766358703572,0.00046339183481938014,0.08348975894820615
