date,phase,arm,ticker,event_type,qty,price,gross,cost,net_settlement,settle_date,reason,score,split
2019-10-22,0,A2_ANY_RULE,C1PB34,rebalance_buy,48,194.770086,9348.964128,2.337241032,-9351.301369032,2019-10-22,TARGET_TOPN_ENTRY,,TRAIN
2019-10-22,0,A2_ANY_RULE,D1LR34,rebalance_buy,68,137.7016745,9363.713866,2.3409284665,-9366.0547944665,2019-10-22,TARGET_TOPN_ENTRY,,TRAIN
2019-10-22,0,A2_ANY_RULE,HBOR3,rebalance_buy,544,17.25,9384.0,2.346,-9386.346,2019-10-22,TARGET_TOPN_ENTRY,,TRAIN
2019-10-22,0,A2_ANY_RULE,M1LM34,rebalance_buy,42,218.76190359999998,9187.9999512,2.2969999878,-9190.2969511878,2019-10-22,TARGET_TOPN_ENTRY,,TRAIN
2019-10-22,0,A2_ANY_RULE,MGLU3,rebalance_buy,90,104.0952,9368.568000000001,2.3421420000000004,-9370.910142,2019-10-22,TARGET_TOPN_ENTRY,,TRAIN
2019-10-22,0,A2_ANY_RULE,E1WL34,rebalance_sell,89,75.6179435,6729.9969715,1.682499242875,6728.314472257125,2019-10-23,OUTSIDE_TARGET_TOPN,,TRAIN
2019-10-22,0,A2_ANY_RULE,K1LA34,rebalance_sell,55,166.312489,9147.186895,2.28679672375,9144.90009827625,2019-10-23,OUTSIDE_TARGET_TOPN,,TRAIN
2019-10-22,0,A2_ANY_RULE,L1RC34,rebalance_sell,3487,2.1813529045454545,7606.37757815,1.9015943945375,7604.475983755462,2019-10-23,OUTSIDE_TARGET_TOPN,,TRAIN
2019-10-22,0,A2_ANY_RULE,S1HW34,rebalance_sell,92,77.206625114,7103.009510488,1.7757523776220001,7101.233758110378,2019-10-23,OUTSIDE_TARGET_TOPN,,TRAIN
2019-10-22,0,A2_ANY_RULE,T2ER34,rebalance_sell,497,13.426392777777776,6672.917210555554,1.6682293026388886,6671.248981252916,2019-10-23,OUTSIDE_TARGET_TOPN,,TRAIN
2019-10-31,0,A2_ANY_RULE,J2BL34,rebalance_buy,255,18.428870250000003,4699.361913750001,1.1748404784375002,-4700.536754228438,2019-10-31,TARGET_TOPN_ENTRY,,TRAIN
2019-10-31,0,A2_ANY_RULE,K1LA34,rebalance_buy,27,169.213266,4568.7581820000005,1.1421895455000002,-4569.9003715455,2019-10-31,TARGET_TOPN_ENTRY,,TRAIN
2019-10-31,0,A2_ANY_RULE,L1RC34,rebalance_buy,1906,2.4665256,4701.1977936,1.1752994484000001,-4702.373093048401,2019-10-31,TARGET_TOPN_ENTRY,,TRAIN
2019-10-31,0,A2_ANY_RULE,LOGN3,rebalance_buy,211,22.25,4694.75,1.1736875,-4695.9236875,2019-10-31,TARGET_TOPN_ENTRY,,TRAIN
2019-10-31,0,A2_ANY_RULE,LUXM4,rebalance_buy,1393,3.375,4701.375,1.1753437500000001,-4702.55034375,2019-10-31,TARGET_TOPN_ENTRY,,TRAIN
2019-10-31,0,A2_ANY_RULE,S1TX34,rebalance_buy,20,232.35792300000003,4647.158460000001,1.1617896150000002,-4648.320249615001,2019-10-31,TARGET_TOPN_ENTRY,,TRAIN
2019-10-31,0,A2_ANY_RULE,TRIS3,rebalance_buy,509,9.2385,4702.3965,1.175599125,-4703.572099125,2019-10-31,TARGET_TOPN_ENTRY,,TRAIN
2019-10-31,0,A2_ANY_RULE,VLOE34,rebalance_buy,24,194.15880900000002,4659.8114160000005,1.164952854,-4660.976368854001,2019-10-31,TARGET_TOPN_ENTRY,,TRAIN
2019-10-31,0,A2_ANY_RULE,AMER3,rebalance_sell,687,12.7,8724.9,2.181225,8722.718775,2019-11-04,OUTSIDE_TARGET_TOPN,,TRAIN
