arm,phase,split,n_cycles,top_n,cagr_baseline,cagr_arm_cost_adj,mdd_baseline,mdd_arm_cost_adj,sharpe_baseline,sharpe_arm_cost_adj,cvar5_baseline,cvar5_arm,cvar10_baseline,cvar10_arm,gate_activation_rate_mean,n_bloqueados_mean,churn_evitado_rate_mean,n_reentrants_baseline_mean,arm_catches_reentry_mean,recidiva_avoidance_rate_mean
B,0,TRAIN,158,10,-0.02492387089496184,0.12768971405530039,-0.4397522082609039,-0.36504726045747804,-0.21587709664162463,1.0734664850854798,-0.13107751949581326,-0.11980123833765624,-0.10470427413867331,-0.09174220097971884,0.10316455696202532,1.0316455696202531,0.07542194092827004,0.7341772151898734,0.12658227848101267,0.12983193277310925
B,1,TRAIN,157,10,0.0367566478697543,0.10396695588478755,-0.42063240921577816,-0.46888286965253534,0.3147930614233435,0.9457158995000428,-0.11809199684423481,-0.0967922910718099,-0.0909142799832937,-0.0798058513897803,0.11273885350318473,1.127388535031847,0.078414720452937,0.802547770700637,0.17834394904458598,0.18115942028985507
B,2,TRAIN,157,10,0.15407727041809638,0.13885676971600236,-0.3869145526126415,-0.43331185626001734,1.3425516979888894,1.2442244236135076,-0.10807193545562443,-0.10240403555439898,-0.08456752332184317,-0.08194363334374194,0.10382165605095542,1.0382165605095541,0.07829087048832273,0.8598726114649682,0.20382165605095542,0.20634920634920637
B,3,TRAIN,157,10,0.10143498012232155,0.13605946005134717,-0.4872604094730629,-0.491091458697146,0.833418643779076,1.2071437312185869,-0.13398962950164722,-0.1116123077237658,-0.10015239660388774,-0.09163555082484015,0.09363057324840765,0.9363057324840764,0.09225053078556263,0.802547770700637,0.12101910828025478,0.16666666666666666
B,4,TRAIN,157,10,0.0776953904864699,0.1401270034704576,-0.4628776023254849,-0.428690643387461,0.5804530617215892,1.063373352021697,-0.1521780309707874,-0.13363639142843303,-0.11026825536858806,-0.10068884853446043,0.09681528662420381,0.9681528662420382,0.09235668789808917,0.7643312101910829,0.11464968152866242,0.16190476190476188
B,5,TRAIN,157,10,0.028419363745107118,0.06966551696380407,-0.4403819562301903,-0.45871526772825244,0.21435219772100023,0.5285456498242244,-0.15122116784962675,-0.14397647057253568,-0.11381889980621021,-0.10639161102909878,0.09808917197452229,0.9808917197452229,0.0727176220806794,0.8152866242038217,0.1337579617834395,0.1353333333333333
B,6,TRAIN,157,10,0.13398785982665418,0.11268428096416838,-0.45231647362751903,-0.45723236409715606,0.9249738794617894,0.7915327781215727,-0.15024377224477314,-0.1513683760538475,-0.10433896065204447,-0.10664892464232598,0.10191082802547771,1.019108280254777,0.08704883227176219,0.7707006369426752,0.17834394904458598,0.18661971830985916
B_plus_C,0,TRAIN,158,10,-0.02492387089496184,0.12812427114707292,-0.4397522082609039,-0.36498376200865434,-0.21587709664162463,1.072034392810079,-0.13107751949581326,-0.12134743005044368,-0.10470427413867331,-0.09251529683611256,0.10632911392405063,1.0632911392405062,0.08227848101265822,0.7341772151898734,0.13291139240506328,0.13350840336134454
B_plus_C,1,TRAIN,157,10,0.0367566478697543,0.11092964630867086,-0.42063240921577816,-0.47628872911571807,0.3147930614233435,0.998700444148705,-0.11809199684423481,-0.0967922910718099,-0.0909142799832937,-0.0798058513897803,0.11656050955414013,1.1656050955414012,0.0908704883227176,0.802547770700637,0.17834394904458598,0.18115942028985507
B_plus_C,2,TRAIN,157,10,0.15407727041809638,0.14123429152435185,-0.3869145526126415,-0.437897203912916,1.3425516979888894,1.2635837286591607,-0.10807193545562443,-0.10240403555439898,-0.08456752332184317,-0.08194363334374194,0.10636942675159235,1.0636942675159236,0.0855095541401274,0.8598726114649682,0.21656050955414013,0.22258297258297258
