label,sharpe_excess_holdout,cagr_holdout_pct,mdd_holdout_pct,cvar5_holdout,cvar10_holdout,sharpe_subperiod_early,sharpe_subperiod_mid,sharpe_subperiod_late,sharpe_subperiod_min,n_tickers_median_when_invested_holdout,pct_invested_days_holdout
V_ADTV50000_PCT80,0.5793,21.714,-11.787,-0.023551565872596315,-0.01411241808804621,-0.9520897122273702,0.3000562680875183,1.0212942132546574,-0.9520897122273702,9.0,0.2275449101796407
V_ADTV100000_PCT80,0.8853,27.504,-11.035,-0.02267234663815935,-0.013745104943678796,-0.9520897122273702,0.731231264055591,1.3606000817535435,-0.9520897122273702,8.0,0.22634730538922157
