phase,arm,split,n_days,equity_final,cagr,mdd,sharpe_cost_adj,cvar5,cvar10,churn_rate,sell_trigger_rate,n_defensive_sells,n_turnover_sells,cost_total
4,V0_BASELINE,TRAIN,1240,235521.05638543042,0.1901619020245151,-0.32539709163647246,0.7684791216776563,-0.03345287185673523,-0.025463289294588784,0.7137096774193549,0.22096774193548388,274,611,5787.226768704214
4,V1_NW_MOVING,TRAIN,1240,220925.78486061597,0.17478868130063474,-0.32729431126498265,0.9369813565688585,-0.02466280040043603,-0.018038284623152295,1.136290322580645,1.0225806451612902,1268,141,12145.151122660653
4,V2_NW_ENTRY_FIXED,TRAIN,1240,220834.81264332932,0.1746903544251257,-0.30673315524898037,0.9170787025271974,-0.02582668726739219,-0.0185951227950316,1.1217741935483871,1.0032258064516129,1244,147,11758.879559723886
