date,variant,ticker,event,score,z_prev,sell_pct,sold_shares,proceeds_net,trade_cost,settle_dt,is_rebalance_day,weight_before,weight_cap,value_sold_gross,phase_offset,cadence
2018-07-18,C10_P7,FHER3,defensive_sell,5.0,-1.5757410198384585,0.5,82,5509.022400000001,1.3776000000000002,2018-07-20,0,,,,7,10
2018-07-26,C10_P7,FHER3,rebalance_sell,,,1.0,81,5417.545275,1.3547250000000002,2018-07-30,1,,,,7,10
2018-07-26,C10_P7,L1UL34,rebalance_sell,,,1.0,84,9733.96614693825,2.43410006175,2018-07-27,1,,,,7,10
2018-07-26,C10_P7,NFLX34,rebalance_sell,,,1.0,4710,12735.067776455113,3.1845630848849997,2018-07-27,1,,,,7,10
2018-07-26,C10_P7,A1MD34,concentration_trim,,,,243,2075.3360256276565,0.5189637473437501,2018-07-27,1,0.17233069381602817,0.2,2083.291001751384,7,10
2018-07-26,C10_P7,A2XO34,concentration_trim,,,,84,1259.739819625,0.31501370833333336,2018-07-27,1,0.1635256206336716,0.2,1261.8348200634828,7,10
2018-07-26,C10_P7,D1EX34,concentration_trim,,,,77,146.18802774402752,0.0365561459725,2018-07-27,1,0.15156846837474933,0.2,146.32536133973554,7,10
2018-07-27,C10_P7,A1LG34,defensive_sell,6.0,-3.0998434200374523,1.0,42,13801.4324730765,3.4512209235,2018-07-30,0,,,,7,10
2018-07-30,C10_P7,D1EX34,defensive_sell,6.0,-2.820958641086021,1.0,7369,12781.67041386737,3.19621665763125,2018-07-31,0,,,,7,10
2018-08-09,C10_P7,A2XO34,defensive_sell,6.0,-3.8303798830831393,1.0,932,11679.802357018334,2.9206807594444446,2018-08-10,1,,,,7,10
2018-08-09,C10_P7,A2XO34,rebalance_sell,,,1.0,1,12.531976777916666,0.0031337776388888888,2018-08-10,1,,,,7,10
2018-08-09,C10_P7,AMZO34,rebalance_sell,,,1.0,2,36.091332710550006,0.00902508945,2018-08-10,1,,,,7,10
2018-08-09,C10_P7,FHER3,rebalance_sell,,,1.0,1,62.484375,0.015625,2018-08-13,1,,,,7,10
2018-08-09,C10_P7,A1MD34,concentration_trim,,,,143,1298.067139565625,0.324597934375,2018-08-10,1,0.1643846391273549,0.2,1302.226106669279,7,10
2018-08-23,C10_P7,A1LG34,rebalance_sell,,,1.0,38,14064.016550141625,3.5168833583750003,2018-08-24,1,,,,7,10
2018-08-23,C10_P7,CEBR6,rebalance_sell,,,1.0,3,19.129216500000002,0.0047835,2018-08-27,1,,,,7,10
2018-08-23,C10_P7,L1UL34,rebalance_sell,,,1.0,1,138.64076614125,0.034668858749999996,2018-08-24,1,,,,7,10
2018-08-23,C10_P7,A1MD34,concentration_trim,,,,94,1066.4040075811874,0.2666676688125,2018-08-24,1,0.1601655953583638,0.2,1077.4513802471301,7,10
2018-08-23,C10_P7,T2TD34,concentration_trim,,,,9718,5409.028163430346,1.3525951896550004,2018-08-24,1,0.20104920679131924,0.2,5410.691454147454,7,10
2018-09-06,C10_P7,A1MD34,concentration_trim,,,,228,3288.7798394399997,0.82240056,2018-09-10,1,0.1791975207322595,0.2,3295.87349654056,7,10
2018-09-10,C10_P7,INBR32,defensive_sell,4.0,-1.8525632143135482,0.25,358,3987.1229700000004,0.9970300000000001,2018-09-12,0,,,,7,10
2018-09-21,C10_P7,D1EX34,rebalance_sell,,,1.0,5295,15038.1590301225,3.7604798775000003,2018-09-24,1,,,,7,10
2018-09-21,C10_P7,H1CA34,rebalance_sell,,,1.0,399,10833.918096386702,2.709156813300001,2018-09-24,1,,,,7,10
2018-09-21,C10_P7,ORLY34,rebalance_sell,,,1.0,12,3.620045192328,0.0009052376074838711,2018-09-24,1,,,,7,10
2018-09-21,C10_P7,REGN34,rebalance_sell,,,1.0,614,16262.148175917599,4.0665536823999995,2018-09-24,1,,,,7,10
2018-09-21,C10_P7,T2TD34,rebalance_sell,,,1.0,29326,16939.371105256247,4.235901751752001,2018-09-24,1,,,,7,10
2018-09-21,C10_P7,A1MD34,concentration_trim,,,,105,1657.7750625975,0.4145474025,2018-09-24,1,0.16482632116390145,0.2,1667.707283063275,7,10
2018-10-03,C10_P7,A1MD34,defensive_sell,6.0,-2.7221354885926874,1.0,1068,14624.59288851225,3.65706248775,2018-10-04,0,,,,7,10
2018-10-05,C10_P7,D1EX34,rebalance_sell,,,1.0,1,2.445939142305,0.000611637695,2018-10-08,1,,,,7,10
2018-10-05,C10_P7,ORLY34,rebalance_sell,,,1.0,1,0.28357153735574997,7.091061199193548e-05,2018-10-08,1,,,,7,10
2018-10-05,C10_P7,REGN34,rebalance_sell,,,1.0,1,25.262194921987494,0.006317128012499998,2018-10-08,1,,,,7,10
2018-10-05,C10_P7,T2TD34,rebalance_sell,,,1.0,15,7.741733982525001,0.0019359174750000002,2018-10-08,1,,,,7,10
2018-10-05,C10_P7,INBR32,concentration_trim,,,,45,529.967475,0.132525,2018-10-09,1,0.1547803925762643,0.2,531.9126054625121,7,10
2018-10-15,C10_P7,LILY34,defensive_sell,6.0,-3.307889298748635,1.0,1123,15454.8511154514,3.8646789486000004,2018-10-16,0,,,,7,10
2018-10-22,C10_P7,A1MD34,rebalance_sell,,,1.0,1261,14555.899058889096,3.6398847359062505,2018-10-23,1,,,,7,10
2018-10-22,C10_P7,H1CA34,rebalance_sell,,,1.0,395,9644.438420466751,2.4117125332500007,2018-10-23,1,,,,7,10
2018-10-22,C10_P7,ORLY34,rebalance_sell,,,1.0,3,0.8207555636700001,0.000205240200967742,2018-10-23,1,,,,7,10
2018-10-22,C10_P7,PSSA3,rebalance_sell,,,1.0,565,15251.186249999999,3.8137499999999998,2018-10-24,1,,,,7,10
2018-10-22,C10_P7,T1CH34,rebalance_sell,,,1.0,3,16.661228451299998,0.004166348699999999,2018-10-23,1,,,,7,10
2018-10-22,C10_P7,INBR32,concentration_trim,,,,459,8493.048207,2.123793,2018-10-24,1,0.22206283677188615,0.2,8510.690786210493,7,10
2018-10-22,C10_P7,PRIO3,concentration_trim,,,,259,767.95016445,0.19203555,2018-10-24,1,0.1565284699417459,0.2,771.0047551604948,7,10
2018-10-25,C10_P7,IRBR3,defensive_sell,6.0,-2.016670761890834,1.0,77,17923.682058975002,4.482041025000001,2018-10-29,0,,,,7,10
2018-10-25,C10_P7,LOGN3,defensive_sell,4.0,-1.757278539374533,0.25,718,4055.6858250000005,1.014175,2018-10-29,0,,,,7,10
2018-11-06,C10_P7,IRBR3,rebalance_sell,,,1.0,1,227.276466675,0.056833325000000004,2018-11-08,1,,,,7,10
2018-11-06,C10_P7,LILY34,rebalance_sell,,,1.0,1,13.231367331000001,0.0033086690000000006,2018-11-07,1,,,,7,10
2018-11-06,C10_P7,MNDL3,rebalance_sell,,,1.0,4,6.498375,0.0016250000000000001,2018-11-08,1,,,,7,10
2018-11-06,C10_P7,PRIO3,rebalance_sell,,,1.0,5974,17798.06937,4.45063,2018-11-08,1,,,,7,10
2018-11-08,C10_P7,RSUL3,defensive_sell,5.0,-1.143543749772288,0.5,1,0.09997500000000001,2.5e-05,2018-11-12,0,,,,7,10
2018-11-22,C10_P7,RANI3,rebalance_sell,,,1.0,4677,13232.601022499999,3.3089775,2018-11-26,1,,,,7,10
2018-11-22,C10_P7,RSUL3,rebalance_sell,,,1.0,1,0.09997500000000001,2.5e-05,2018-11-26,1,,,,7,10
2018-11-22,C10_P7,JSLG3,concentration_trim,,,,482,1116.37023765,0.27916235,2018-11-26,1,0.16007825671161613,0.2,1118.4201249857506,7,10
2018-11-22,C10_P7,LOGN3,concentration_trim,,,,365,2404.7486624999997,0.6013375,2018-11-26,1,0.1716781568320675,0.2,2405.6963993382487,7,10
2018-12-06,C10_P7,INBR32,rebalance_sell,,,1.0,1084,16971.19614,4.24386,2018-12-10,1,,,,7,10
2018-12-06,C10_P7,LOGN3,rebalance_sell,,,1.0,2525,18251.1860625,4.563937500000001,2018-12-10,1,,,,7,10
2018-12-06,C10_P7,RANI3,rebalance_sell,,,1.0,1,2.7992999999999997,0.0007,2018-12-10,1,,,,7,10
2018-12-06,C10_P7,RCSL4,rebalance_sell,,,1.0,2759,15474.120502500002,3.8694975000000005,2018-12-10,1,,,,7,10
2018-12-20,C10_P7,CLSC3,rebalance_sell,,,1.0,369,16969.7565,4.2435,2018-12-26,1,,,,7,10
2018-12-20,C10_P7,CPLE3,rebalance_sell,,,1.0,5261,16026.259433250001,4.0075667500000005,2018-12-26,1,,,,7,10
2018-12-20,C10_P7,INBR32,rebalance_sell,,,1.0,1,15.452136,0.003864,2018-12-26,1,,,,7,10
2018-12-20,C10_P7,JSLG3,rebalance_sell,,,1.0,7185,15252.096522375,3.813977625,2018-12-26,1,,,,7,10
2018-12-20,C10_P7,LOGN3,rebalance_sell,,,1.0,1,7.79805,0.00195,2018-12-26,1,,,,7,10
2018-12-20,C10_P7,RCSL4,rebalance_sell,,,1.0,1,4.2889275,0.0010725,2018-12-26,1,,,,7,10
2019-01-09,C10_P7,CMIG3,concentration_trim,,,,82,959.1601499999999,0.23985,2019-01-11,1,0.15846521350186515,0.2,970.6469480030682,7,10
2019-01-23,C10_P7,EVEN3,rebalance_sell,,,1.0,1889,12728.677035,3.1829650000000003,2019-01-28,1,,,,7,10
2019-01-23,C10_P7,GOLL54,rebalance_sell,,,1.0,172,15688.462503600002,3.9230964000000004,2019-01-28,1,,,,7,10
2019-01-23,C10_P7,RSUL3,rebalance_sell,,,1.0,7,0.699825,0.00017500000000000003,2019-01-28,1,,,,7,10
2019-01-23,C10_P7,CMIG3,concentration_trim,,,,66,843.5726541,0.2109459,2019-01-28,1,0.15713066283494426,0.2,853.4317122431894,7,10
