date,variant,ticker,event,score,z_prev,sell_pct,sold_shares,proceeds_net,trade_cost,settle_dt,is_rebalance_day,weight_before,weight_cap,value_sold_gross,split_factor,ratio_applied,shares_before,shares_after,buy_price_before,buy_price_after,phase_offset,cadence
2018-07-20,C10_P3,C1MG34,rebalance_sell,,,1.0,1.0,1.7047560714082501,0.00042629559175000006,2018-07-23,1.0,,,,,,,,,,3,10
2018-07-20,C10_P3,D1VN34,rebalance_sell,,,1.0,86.0,14342.787378507,3.5865934930000005,2018-07-23,1.0,,,,,,,,,,3,10
2018-07-20,C10_P3,NFLX34,rebalance_sell,,,1.0,4805.0,13109.723056323337,3.2782503266625,2018-07-23,1.0,,,,,,,,,,3,10
2018-07-20,C10_P3,OXYP34,rebalance_sell,,,1.0,182.0,9521.807687483,2.3810471836666665,2018-07-23,1.0,,,,,,,,,,3,10
2018-07-20,C10_P3,A1MD34,concentration_trim,,,,97.0,755.9071821984376,0.18902405156250002,2018-07-23,1.0,0.15781703573564707,0.2,762.9226005921337,,,,,,,3,10
2018-07-20,C10_P3,D1EX34,concentration_trim,,,,275.0,531.1092181178437,0.13281050715625,2018-07-23,1.0,0.15545800408500637,0.2,532.686141729866,,,,,,,3,10
2018-07-20,C10_P3,T2TD34,concentration_trim,,,,1472.0,541.1571869524801,0.13532312752000003,2018-07-23,1.0,0.155549645649232,0.2,541.6293685359396,,,,,,,3,10
2018-07-23,C10_P3,ORLY34,defensive_sell,5.0,-1.7914777335092882,0.5,1.0,0.24416902651124997,6.105752100806451e-05,2018-07-24,0.0,,,,,,,,,,3,10
2018-08-03,C10_P3,D1VN34,rebalance_sell,,,1.0,1.0,160.11026742374997,0.04003757624999999,2018-08-06,1.0,,,,,,,,,,3,10
2018-08-03,C10_P3,L1UL34,rebalance_sell,,,1.0,123.0,14419.073226276001,3.605669724,2018-08-06,1.0,,,,,,,,,,3,10
2018-08-03,C10_P3,NFLX34,rebalance_sell,,,1.0,1.0,2.5520200534454998,0.0006381645545,2018-08-06,1.0,,,,,,,,,,3,10
2018-08-03,C10_P3,ORLY34,rebalance_sell,,,1.0,1.0,0.24944832942000003,6.237767677419356e-05,2018-08-06,1.0,,,,,,,,,,3,10
2018-08-03,C10_P3,A1MD34,concentration_trim,,,,136.0,1169.0466982417497,0.29233475824999994,2018-08-06,1.0,0.16175138592150254,0.2,1173.7332213837271,,,,,,,3,10
2018-08-03,C10_P3,D1EX34,concentration_trim,,,,1048.0,2403.51062100777,0.6010279122300001,2018-08-06,1.0,0.1740709182277171,0.2,2404.2060987574696,,,,,,,3,10
2018-08-06,C10_P3,A1LG34,defensive_sell,5.0,-1.5274062675890219,0.5,22.0,7561.947575366251,1.8909596337500003,2018-08-07,0.0,,,,,,,,,,3,10
2018-08-06,C10_P3,REGN34,defensive_sell,4.0,-1.177892967539572,0.25,70.0,1693.0307181462501,0.4233635204166667,2018-08-07,0.0,,,,,,,,,,3,10
2018-08-06,C10_P3,D1EX34,defensive_sell,4.0,-0.7265123274321114,0.25,1632.0,3698.9445007929603,0.9249673670400002,2018-08-07,0.0,,,,,,,,,,3,10
2018-08-09,C10_P3,A2XO34,defensive_sell,6.0,-3.8303798830831393,1.0,1049.0,13146.043640034582,3.2873327431944444,2018-08-10,0.0,,,,,,,,,,3,10
2018-08-17,C10_P3,A1LG34,rebalance_sell,,,1.0,22.0,7738.594202666251,1.9351323337500002,2018-08-20,1.0,,,,,,,,,,3,10
2018-08-17,C10_P3,ORLY34,rebalance_sell,,,1.0,28.0,7.824058396790999,0.001956503725129032,2018-08-20,1.0,,,,,,,,,,3,10
2018-08-17,C10_P3,T2TD34,rebalance_sell,,,1.0,46357.0,22930.097762822814,5.733957930188251,2018-08-20,1.0,,,,,,,,,,3,10
2018-08-17,C10_P3,A1MD34,concentration_trim,,,,50.0,486.5786561671875,0.1216750828125,2018-08-20,1.0,0.1544865759329682,0.2,492.73487206053323,,,,,,,3,10
2018-08-28,C10_P3,EMAE4,defensive_sell,6.0,-3.003512469018035,1.0,1136.0,16342.95324,4.08676,2018-08-30,0.0,,,,,,,,,,3,10
2018-08-31,C10_P3,D1RI34,rebalance_sell,,,1.0,66.0,7915.714074625501,1.9794233745000003,2018-09-03,1.0,,,,,,,,,,3,10
2018-08-31,C10_P3,M1NS34,rebalance_sell,,,1.0,2.0,31.46693342446875,0.00786870053125,2018-09-03,1.0,,,,,,,,,,3,10
2018-08-31,C10_P3,ORLY34,rebalance_sell,,,1.0,2.0,0.5964359110905,0.00014914626433870968,2018-09-03,1.0,,,,,,,,,,3,10
2018-08-31,C10_P3,A1MD34,concentration_trim,,,,309.0,4019.297400505969,1.0050756190312502,2018-09-03,1.0,0.18356391821736054,0.2,4027.564860060891,,,,,,,3,10
2018-08-31,C10_P3,D1EX34,concentration_trim,,,,356.0,1062.49152361677,0.26568930323,2018-09-03,1.0,0.15887176711956333,0.2,1064.5752972987466,,,,,,,3,10
2018-09-17,C10_P3,D1EX34,rebalance_sell,,,1.0,6030.0,17334.90411051994,4.334809730062501,2018-09-18,1.0,,,,,,,,,,3,10
2018-09-17,C10_P3,D1RI34,rebalance_sell,,,1.0,1.0,122.94865764937501,0.030744850625000004,2018-09-18,1.0,,,,,,,,,,3,10
2018-09-17,C10_P3,ORLY34,rebalance_sell,,,1.0,20.0,6.0359266410000005,0.001509359,2018-09-18,1.0,,,,,,,,,,3,10
2018-09-17,C10_P3,REGN34,rebalance_sell,,,1.0,641.0,17211.56778631144,4.303967938562501,2018-09-18,1.0,,,,,,,,,,3,10
2018-09-17,C10_P3,T1CH34,rebalance_sell,,,1.0,2.0,13.6760147246875,0.003419858645833333,2018-09-18,1.0,,,,,,,,,,3,10
2018-09-17,C10_P3,W1BD34,rebalance_sell,,,1.0,146.0,19487.205920265,4.873019735000001,2018-09-18,1.0,,,,,,,,,,3,10
2018-09-17,C10_P3,A1MD34,concentration_trim,,,,256.0,4325.858584920001,1.08173508,2018-09-18,1.0,0.18409483276248892,0.2,4332.35459681234,,,,,,,3,10
2018-10-01,C10_P3,REGN34,rebalance_sell,,,1.0,1.0,26.454759306337504,0.006615343662500001,2018-10-02,1.0,,,,,,,,,,3,10
