date,variant,ticker,event,score,z_prev,sell_pct,sold_shares,proceeds_net,trade_cost,settle_dt,is_rebalance_day,weight_before,weight_cap,value_sold_gross,split_factor,ratio_applied,shares_before,shares_after,buy_price_before,buy_price_after,phase_offset,cadence
2018-07-27,C15_P5,A1LG34,defensive_sell,6.0,-3.0998434200374523,1.0,44.0,14458.643543223001,3.6155647770000003,2018-07-30,0.0,,,,,,,,,,5,15
2018-07-31,C15_P5,C1MG34,rebalance_sell,,,1.0,2.0,3.255885693033,0.000814174967,2018-08-01,1.0,,,,,,,,,,5,15
2018-07-31,C15_P5,D1EX34,rebalance_sell,,,1.0,7810.0,13945.31482434379,3.4872005062125004,2018-08-01,1.0,,,,,,,,,,5,15
2018-07-31,C15_P5,L1UL34,rebalance_sell,,,1.0,121.0,13621.201561821563,3.4061519284375,2018-08-01,1.0,,,,,,,,,,5,15
2018-07-31,C15_P5,NFLX34,rebalance_sell,,,1.0,4697.0,11900.077137744756,2.9757632252424995,2018-08-01,1.0,,,,,,,,,,5,15
2018-07-31,C15_P5,ORLY34,rebalance_sell,,,1.0,1.0,0.247034871,6.177416129032258e-05,2018-08-01,1.0,,,,,,,,,,5,15
2018-07-31,C15_P5,A1MD34,concentration_trim,,,,253.0,2176.1197341499683,0.5441659750312499,2018-08-01,1.0,0.1732652517377771,0.2,2179.9123697612104,,,,,,,5,15
2018-08-09,C15_P5,A2XO34,defensive_sell,6.0,-3.8303798830831393,1.0,989.0,12394.125033359584,3.099306084861111,2018-08-10,0.0,,,,,,,,,,5,15
2018-08-21,C15_P5,A2XO34,rebalance_sell,,,1.0,2.0,28.262889510749996,0.00706748925,2018-08-22,1.0,,,,,,,,,,5,15
2018-08-21,C15_P5,NFLX34,rebalance_sell,,,1.0,1.0,2.694900398427,0.0006738935729999999,2018-08-22,1.0,,,,,,,,,,5,15
2018-08-21,C15_P5,T2ER34,rebalance_sell,,,1.0,1161.0,10253.8082049255,2.5640930745,2018-08-22,1.0,,,,,,,,,,5,15
2018-08-21,C15_P5,T2TD34,rebalance_sell,,,1.0,42157.0,21683.56671784173,5.4222472412707505,2018-08-22,1.0,,,,,,,,,,5,15
