date,equity,cash_free,cash_pending,state_cash_effective,n_tickers,max_concentration,out_of_target_band,ret_cdi,variant,top_n_param,buffer_k_param,rebalance_cadence_param,target_pct_param,hard_max_pct_param,max_weight_cap_param,is_rebalance_day,n_rebalance_days_cum,n_non_rebalance_days_cum,n_rebalance_sells_cum,n_concentration_trims_cum,regime_defensive_used,def_sell_25_cum,def_sell_50_cum,def_sell_100_cum,quarantine_size,quarantine_entries_cum,cost_total_cum,phase_offset,cadence
2018-07-02,100024.58299999998,100024.58299999998,0.0,0,0,0.0,1,0.00024583,C05_P1,10,15,5,0.15,0.2,0.2,0,0,1,0,0,0,0,0,0,0,0,6673.754227538501,1,5
2018-07-03,99999.58367437503,1.1503199750313569,0.0,0,10,0.15003722464341318,0,0.00024583,C05_P1,10,15,5,0.15,0.2,0.2,1,1,1,0,0,0,0,0,0,0,0,6673.754227538501,1,5
2018-07-04,100354.15188631821,1.1506027581908187,0.0,0,10,0.1500372303186469,0,0.00024583,C05_P1,10,15,5,0.15,0.2,0.2,0,1,2,0,0,0,0,0,0,0,0,6673.754227538501,1,5
2018-07-05,101927.35023481488,1.1508856108668646,0.0,0,10,0.15316922459019672,0,0.00024583,C05_P1,10,15,5,0.15,0.2,0.2,0,1,3,0,0,0,0,0,0,0,0,6673.754227538501,1,5
2018-07-06,104638.59204637309,1.151168533076584,0.0,0,10,0.15776805674797126,0,0.00024583,C05_P1,10,15,5,0.15,0.2,0.2,0,1,4,0,0,0,0,0,0,0,0,6673.754227538501,1,5
2018-07-10,103106.86091182285,1.15145152483707,0.0,0,10,0.15862165985236235,0,0.00024583,C05_P1,10,15,5,0.15,0.2,0.2,0,1,5,0,0,0,0,0,0,0,0,6673.754227538501,1,5
2018-07-11,102082.44452695428,0.09505068136234142,16287.962787390914,0,9,0.15002086282295382,0,0.00024583,C05_P1,10,15,5,0.15,0.2,0.2,1,2,5,1,2,1,0,0,0,0,0,6673.754227538501,1,5
2018-07-12,103590.7557094386,16292.061931330609,0.0,0,9,0.1519514379656735,0,0.00024583,C05_P1,10,15,5,0.15,0.2,0.2,0,2,6,1,2,1,0,0,0,0,0,6673.754227538501,1,5
2018-07-13,103142.77580897267,16296.067008915186,0.0,0,9,0.15359392751452255,0,0.00024583,C05_P1,10,15,5,0.15,0.2,0.2,0,2,7,1,2,1,0,0,0,0,0,6673.754227538501,1,5
2018-07-16,103150.46005376749,16300.073071067985,0.0,0,9,0.15243218621423602,0,0.00024583,C05_P1,10,15,5,0.15,0.2,0.2,0,2,8,1,2,1,0,0,0,0,0,6673.754227538501,1,5
2018-07-17,103710.44679680455,16304.080118031045,0.0,0,9,0.1554314134364203,0,0.00024583,C05_P1,10,15,5,0.15,0.2,0.2,0,2,9,1,2,1,0,0,0,0,0,6673.754227538501,1,5
2018-07-18,103049.7516525085,0.011243191209070413,14653.603715055984,0,10,0.152903623553919,0,0.00024583,C05_P1,10,15,5,0.15,0.2,0.2,1,3,9,3,4,1,0,0,0,0,0,6673.754227538501,1,5
2018-07-19,103861.60259582412,14657.217256412378,0.0,0,10,0.15335235229951139,0,0.00024583,C05_P1,10,15,5,0.15,0.2,0.2,0,3,10,3,4,1,0,0,0,0,0,6673.754227538501,1,5
2018-07-20,101867.34003233784,14660.82044013052,0.0,0,10,0.1536944335318515,0,0.00024583,C05_P1,10,15,5,0.15,0.2,0.2,0,3,11,3,4,1,0,0,0,0,0,6673.754227538501,1,5
2018-07-23,102187.82271708376,14664.424509619315,0.7325070795337499,0,10,0.1559138205428677,0,0.00024583,C05_P1,10,15,5,0.15,0.2,0.2,0,3,12,3,4,1,0,1,0,1,1,6673.754227538501,1,5
2018-07-24,99054.72765513152,14668.762152248262,0.0,0,10,0.1549904184730214,0,0.00024583,C05_P1,10,15,5,0.15,0.2,0.2,0,3,13,3,4,1,0,1,0,0,1,6673.754227538501,1,5
