date,variant,ticker,event,score,z_prev,sell_pct,sold_shares,proceeds_net,trade_cost,settle_dt,is_rebalance_day,weight_before,weight_cap,value_sold_gross,phase_offset,cadence
2018-07-27,C15_P14,A1LG34,defensive_sell,6.0,-3.0998434200374523,1.0,42,13801.4324730765,3.4512209235,2018-07-30,0,,,,14,15
2018-07-30,C15_P14,D1EX34,defensive_sell,6.0,-2.820958641086021,1.0,7609,13197.95497070387,3.30031382113125,2018-07-31,0,,,,14,15
2018-08-01,C15_P14,C1MG34,defensive_sell,6.0,-3.109414037367503,1.0,3,4.9771478009002506,0.0012445980997500001,2018-08-02,0,,,,14,15
2018-08-09,C15_P14,A2XO34,defensive_sell,6.0,-3.8303798830831393,1.0,954,11955.5058461325,2.9896238675,2018-08-10,0,,,,14,15
2018-08-13,C15_P14,L1YV34,rebalance_sell,,,1.0,2,76.2882367716,0.0190768284,2018-08-14,1,,,,14,15
2018-08-13,C15_P14,ORLY34,rebalance_sell,,,1.0,61616,16236.391246914385,4.060112839938581,2018-08-14,1,,,,14,15
2018-08-13,C15_P14,A1MD34,concentration_trim,,,,276,2653.1912143305003,0.6634636695,2018-08-14,1,0.17545723529198665,0.2,2659.0769582031025,14,15
2018-08-13,C15_P14,T2TD34,concentration_trim,,,,9863,4832.057899881892,1.2083165541090002,2018-08-14,1,0.19627497304520714,0.2,4833.515170545532,14,15
2018-09-03,C15_P14,A1LG34,rebalance_sell,,,1.0,21,8373.714420656814,2.0939520931875006,2018-09-04,1,,,,14,15
2018-09-03,C15_P14,D1EL34,rebalance_sell,,,1.0,100,11138.210456073752,2.7852489262500004,2018-09-04,1,,,,14,15
2018-09-03,C15_P14,M1NS34,rebalance_sell,,,1.0,19,298.40093042517185,0.074618887328125,2018-09-04,1,,,,14,15
2018-09-03,C15_P14,ORLY34,rebalance_sell,,,1.0,4,1.1907372124830002,0.0002977587428064517,2018-09-04,1,,,,14,15
2018-09-03,C15_P14,A1MD34,concentration_trim,,,,267,3466.7703258162196,0.8669093087812502,2018-09-04,1,0.1794477926078143,0.2,3473.9585008822905,14,15
2018-09-03,C15_P14,T2TD34,concentration_trim,,,,1758,1029.3442222103463,0.2574004056540001,2018-09-04,1,0.1587322039681272,0.2,1030.1312458246066,14,15
2018-09-10,C15_P14,INBR32,defensive_sell,4.0,-1.8525632143135482,0.25,394,4388.06271,1.0972899999999999,2018-09-12,0,,,,14,15
2018-09-25,C15_P14,D1EX34,rebalance_sell,,,1.0,3,8.9644582350225,0.0022416749774999997,2018-09-26,1,,,,14,15
2018-09-25,C15_P14,M1NS34,rebalance_sell,,,1.0,1,14.944375346906249,0.00373702809375,2018-09-26,1,,,,14,15
2018-09-25,C15_P14,ORLY34,rebalance_sell,,,1.0,2,0.61125285438,0.0001528514264516129,2018-09-26,1,,,,14,15
2018-09-25,C15_P14,REGN34,rebalance_sell,,,1.0,206,5527.52191696425,1.38222603575,2018-09-26,1,,,,14,15
2018-09-25,C15_P14,T2TD34,rebalance_sell,,,1.0,30215,19290.83307307317,4.823914246829999,2018-09-26,1,,,,14,15
2018-09-25,C15_P14,A1MD34,concentration_trim,,,,240,4033.0465462350003,1.008513765,2018-09-26,1,0.18207675884632735,0.2,4036.104487918994,14,15
2018-10-03,C15_P14,A1MD34,defensive_sell,6.0,-2.7221354885926874,1.0,1122,15364.038596358376,3.841970141625,2018-10-04,0,,,,14,15
2018-10-09,C15_P14,I1QV34,defensive_sell,6.0,-2.6188919507552404,1.0,39,4642.632992014875,1.160948485125,2018-10-10,0,,,,14,15
2018-10-11,C15_P14,PRIO3,defensive_sell,5.0,-1.4231143106287547,0.5,2,5.79855,0.00145,2018-10-16,0,,,,14,15
2018-10-11,C15_P14,INBR32,defensive_sell,4.0,-1.0379485691632124,0.25,387,5571.4068,1.3932,2018-10-16,0,,,,14,15
2018-10-15,C15_P14,LILY34,defensive_sell,6.0,-3.307889298748635,1.0,1175,16170.480908865,4.043631135,2018-10-16,0,,,,14,15
2018-10-17,C15_P14,F1TN34,rebalance_sell,,,1.0,2,60.4263552336,0.0151103664,2018-10-18,1,,,,14,15
2018-10-17,C15_P14,H1CA34,rebalance_sell,,,1.0,637,16081.762959498601,4.0214461014000005,2018-10-18,1,,,,14,15
2018-10-17,C15_P14,I1QV34,rebalance_sell,,,1.0,1,119.672450406,0.029925594,2018-10-18,1,,,,14,15
2018-10-17,C15_P14,LILY34,rebalance_sell,,,1.0,1,14.008959284400001,0.0035031156,2018-10-18,1,,,,14,15
2018-10-17,C15_P14,ORLY34,rebalance_sell,,,1.0,1,0.26637546999600004,6.661052012903227e-05,2018-10-18,1,,,,14,15
2018-10-17,C15_P14,P1YC34,rebalance_sell,,,1.0,861,14495.506386807598,3.6247827923999996,2018-10-18,1,,,,14,15
2018-10-26,C15_P14,A1MD34,defensive_sell,6.0,-3.419251064527268,1.0,1,8.09741751440625,0.0020248605937499995,2018-10-29,0,,,,14,15
2018-10-30,C15_P14,CMIG3,defensive_sell,4.0,-1.8168435876207956,0.25,533,4549.882744875001,1.1377551250000002,2018-11-01,0,,,,14,15
2018-11-08,C15_P14,F1TN34,rebalance_sell,,,1.0,1,29.124045267975003,0.007282832025000001,2018-11-09,1,,,,14,15
2018-11-08,C15_P14,H1CA34,rebalance_sell,,,1.0,2,52.943634081675,0.013239218325,2018-11-09,1,,,,14,15
2018-11-08,C15_P14,P1YC34,rebalance_sell,,,1.0,1,15.866019269975,0.003967496691666667,2018-11-09,1,,,,14,15
2018-11-08,C15_P14,PETR3,rebalance_sell,,,1.0,605,17080.9287,4.2713,2018-11-12,1,,,,14,15
2018-11-08,C15_P14,PETR4,rebalance_sell,,,1.0,676,17132.315850000003,4.28415,2018-11-12,1,,,,14,15
2018-11-08,C15_P14,INBR32,concentration_trim,,,,47,760.6457909999999,0.190209,2018-11-12,1,0.1563704781340935,0.2,772.2667845082906,14,15
2018-11-08,C15_P14,PRIO3,concentration_trim,,,,117,343.601578125,0.08592187500000001,2018-11-12,1,0.15285333357457262,0.2,345.89731585829213,14,15
2018-12-03,C15_P14,LOGN3,rebalance_sell,,,1.0,2823,20320.518600000003,5.0814,2018-12-05,1,,,,14,15
2018-12-03,C15_P14,PETR4,rebalance_sell,,,1.0,1,25.933515,0.006485,2018-12-05,1,,,,14,15
2018-12-03,C15_P14,PRIO3,rebalance_sell,,,1.0,6190,15703.19821875,3.92678125,2018-12-05,1,,,,14,15
2018-12-03,C15_P14,RANI3,rebalance_sell,,,1.0,4791,14177.81466,3.5453400000000004,2018-12-05,1,,,,14,15
2018-12-10,C15_P14,RSUL3,defensive_sell,4.0,-0.5516772843532457,0.25,1,0.09997500000000001,2.5e-05,2018-12-12,0,,,,14,15
2018-12-26,C15_P14,CPLE3,rebalance_sell,,,1.0,5537,16163.99799,4.042009999999999,2018-12-28,1,,,,14,15
2018-12-26,C15_P14,INBR32,rebalance_sell,,,1.0,1123,17343.766974000002,4.337026,2018-12-28,1,,,,14,15
2018-12-26,C15_P14,JSLG3,rebalance_sell,,,1.0,1,2.182754175,0.000545825,2018-12-28,1,,,,14,15
2018-12-26,C15_P14,PRIO3,rebalance_sell,,,1.0,1,2.48117955,0.0006204499999999999,2018-12-28,1,,,,14,15
2018-12-26,C15_P14,RANI3,rebalance_sell,,,1.0,1,2.9492625,0.0007375000000000001,2018-12-28,1,,,,14,15
2018-12-26,C15_P14,RSUL3,rebalance_sell,,,1.0,3,0.29992500000000005,7.500000000000001e-05,2018-12-28,1,,,,14,15
2018-12-26,C15_P14,CMIG3,concentration_trim,,,,217,2399.745413625,0.600086375,2018-12-28,1,0.17025972491179706,0.2,2411.354765911816,14,15
2019-01-08,C15_P14,SAPR3,defensive_sell,4.0,-2.1917183607120676,0.25,811,3975.582155925,0.9941440749999999,2019-01-10,0,,,,14,15
2019-01-18,C15_P14,CPLE3,rebalance_sell,,,1.0,1,3.10622325,0.0007767500000000001,2019-01-22,1,,,,14,15
2019-01-18,C15_P14,INBR32,rebalance_sell,,,1.0,1,16.931766,0.004234,2019-01-22,1,,,,14,15
2019-01-18,C15_P14,TGMA3,rebalance_sell,,,1.0,677,19364.127757500002,4.8422425,2019-01-22,1,,,,14,15
2019-01-18,C15_P14,CMIG3,concentration_trim,,,,97,1211.4501617249998,0.302938275,2019-01-22,1,0.15963979725574398,0.2,1218.26471058463,14,15
2019-02-11,C15_P14,E2NP34,rebalance_sell,,,1.0,1,1.1558406875700002,0.00028903243000000006,2019-02-12,1,,,,14,15
2019-02-11,C15_P14,LPSB3,rebalance_sell,,,1.0,2001,10442.608694999999,2.6113049999999998,2019-02-13,1,,,,14,15
2019-02-11,C15_P14,MGEL4,rebalance_sell,,,1.0,2319,18083.67795,4.52205,2019-02-13,1,,,,14,15
2019-02-11,C15_P14,TGMA3,rebalance_sell,,,1.0,1,27.573104999999998,0.006895,2019-02-13,1,,,,14,15
2019-02-11,C15_P14,KEPL3,concentration_trim,,,,646,1824.4937625,0.4562375,2019-02-13,1,0.16470207789415295,0.2,1824.9739341608401,14,15
2019-02-11,C15_P14,SAPR3,concentration_trim,,,,18,114.33081014999999,0.02858985,2019-02-13,1,0.15093771995788663,0.2,116.39906978583531,14,15
2019-03-06,C15_P14,BPAC5,rebalance_sell,,,1.0,1,2.2244437500000003,0.00055625,2019-03-08,1,,,,14,15
2019-03-06,C15_P14,KEPL3,rebalance_sell,,,1.0,6589,18982.774419675,4.746880324999999,2019-03-08,1,,,,14,15
2019-03-06,C15_P14,LPSB3,rebalance_sell,,,1.0,1,5.5486125,0.0013875,2019-03-08,1,,,,14,15
2019-03-06,C15_P14,MILS3,rebalance_sell,,,1.0,3213,16028.8617825,4.008217500000001,2019-03-08,1,,,,14,15
2019-03-06,C15_P14,SAPR3,rebalance_sell,,,1.0,2930,23121.58715775,5.78184225,2019-03-08,1,,,,14,15
2019-03-06,C15_P14,TRIS3,concentration_trim,,,,66,245.66316884999998,0.061431150000000004,2019-03-08,1,0.151894362516179,0.2,245.90882454120947,14,15
2019-03-07,C15_P14,PRIO3,defensive_sell,6.0,-4.945179040378645,1.0,3263,11822.155722000001,2.956278,2019-03-11,0,,,,14,15
2019-03-27,C15_P14,CMIG3,rebalance_sell,,,1.0,1516,18863.7220902,4.7171098,2019-03-29,1,,,,14,15
2019-03-27,C15_P14,KEPL3,rebalance_sell,,,1.0,2,5.71517085,0.00142915,2019-03-29,1,,,,14,15
2019-03-27,C15_P14,MILS3,rebalance_sell,,,1.0,1,4.99875,0.00125,2019-03-29,1,,,,14,15
2019-03-27,C15_P14,SAPR3,rebalance_sell,,,1.0,1,6.195150825,0.001549175,2019-03-29,1,,,,14,15
2019-03-27,C15_P14,TRIS3,rebalance_sell,,,1.0,5229,18417.684327525,4.605572475,2019-03-29,1,,,,14,15
2019-03-28,C15_P14,PPLA11,defensive_sell,6.0,-3.7604470567166626,1.0,878,20382.06321,5.09679,2019-04-01,0,,,,14,15
2019-03-28,C15_P14,BPAC11,defensive_sell,6.0,-3.134604026624138,1.0,1644,14188.282042500003,3.5479575000000003,2019-04-01,0,,,,14,15
2019-03-28,C15_P14,JSLG3,defensive_sell,6.0,-2.144267050162438,1.0,1,3.259185,0.000815,2019-04-01,0,,,,14,15
2019-03-28,C15_P14,CMIG3,defensive_sell,5.0,-2.7938754024562296,0.5,1,12.612246149999999,0.0031538499999999997,2019-04-01,0,,,,14,15
2019-04-17,C15_P14,ENGI3,defensive_sell,6.0,-2.8350884796892073,1.0,1441,16501.808016375,4.126483625,2019-04-22,1,,,,14,15
2019-04-17,C15_P14,BPAC11,rebalance_sell,,,1.0,1,9.4876275,0.0023725,2019-04-22,1,,,,14,15
2019-04-17,C15_P14,BPAC3,rebalance_sell,,,1.0,4045,17874.430275,4.469725,2019-04-22,1,,,,14,15
2019-04-17,C15_P14,C1MG34,rebalance_sell,,,1.0,6987,18856.717168443356,4.71535813164375,2019-04-18,1,,,,14,15
2019-04-17,C15_P14,CMIG3,rebalance_sell,,,1.0,1,12.289226925,0.0030730749999999998,2019-04-22,1,,,,14,15
2019-04-17,C15_P14,ENGI3,rebalance_sell,,,1.0,1,11.451636375,0.002863625,2019-04-22,1,,,,14,15
2019-04-17,C15_P14,T2TD34,rebalance_sell,,,1.0,1,0.7795588365562501,0.00019493844375000004,2019-04-18,1,,,,14,15
2019-04-17,C15_P14,TRIS3,rebalance_sell,,,1.0,1,3.537615375,0.000884625,2019-04-22,1,,,,14,15
2019-05-08,C15_P14,M1SC34,defensive_sell,6.0,-3.0435711809427692,1.0,963,19269.117701771735,4.818484046454547,2019-05-09,0,,,,14,15
