date,variant,ticker,event,score,z_prev,sell_pct,sold_shares,proceeds_net,trade_cost,settle_dt,is_rebalance_day,weight_before,weight_cap,value_sold_gross,split_factor,ratio_applied,shares_before,shares_after,buy_price_before,buy_price_after,phase_offset,cadence
2018-07-13,C05_P3,C1MG34,rebalance_sell,,,1.0,1.0,1.77101727996375,0.00044286503625000004,2018-07-16,1.0,,,,,,,,,,3,5
2018-07-13,C05_P3,OXYP34,rebalance_sell,,,1.0,181.0,9773.461953517499,2.4439764824999997,2018-07-16,1.0,,,,,,,,,,3,5
2018-07-13,C05_P3,A1MD34,concentration_trim,,,,62.0,488.42325490218747,0.12213634781249999,2018-07-16,1.0,0.15492507517649082,0.2,494.98418113646585,,,,,,,3,5
2018-07-13,C05_P3,D1EX34,concentration_trim,,,,106.0,206.22100010793753,0.05156814206250001,2018-07-16,1.0,0.1520717625296678,0.2,208.2178233386403,,,,,,,3,5
2018-07-20,C05_P3,D1VN34,rebalance_sell,,,1.0,86.0,14342.787378507,3.5865934930000005,2018-07-23,1.0,,,,,,,,,,3,5
2018-07-20,C05_P3,NFLX34,rebalance_sell,,,1.0,4805.0,13109.723056323337,3.2782503266625,2018-07-23,1.0,,,,,,,,,,3,5
2018-07-20,C05_P3,OXYP34,rebalance_sell,,,1.0,1.0,52.317624656499994,0.013082676833333333,2018-07-23,1.0,,,,,,,,,,3,5
2018-07-20,C05_P3,A1MD34,concentration_trim,,,,29.0,225.9928689046875,0.056512345312500004,2018-07-23,1.0,0.15236425226238745,0.2,231.50372678849817,,,,,,,3,5
2018-07-20,C05_P3,D1EX34,concentration_trim,,,,144.0,278.10809966898,0.06954441102,2018-07-23,1.0,0.15285703169571094,0.2,279.75572400029523,,,,,,,3,5
2018-07-20,C05_P3,T2TD34,concentration_trim,,,,1342.0,493.36477234390503,0.12337203609500001,2018-07-23,1.0,0.15504325673875113,0.2,493.8268414519516,,,,,,,3,5
