date,equity,cash_free,cash_pending,state_cash_effective,n_tickers,max_concentration,out_of_target_band,ret_cdi,variant,top_n_param,buffer_k_param,rebalance_cadence_param,target_pct_param,hard_max_pct_param,max_weight_cap_param,is_rebalance_day,n_rebalance_days_cum,n_non_rebalance_days_cum,n_rebalance_sells_cum,n_concentration_trims_cum,regime_defensive_used,def_sell_25_cum,def_sell_50_cum,def_sell_100_cum,quarantine_size,quarantine_entries_cum,cost_total_cum,phase_offset,cadence
2018-07-02,100024.58299999998,100024.58299999998,0.0,0,0,0.0,1,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,0,1,0,0,0,0,0,0,0,0,5281.682093285863,1,8
2018-07-03,99999.58367437503,1.1503199750313569,0.0,0,10,0.15003722464341318,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,1,1,1,0,0,0,0,0,0,0,0,5281.682093285863,1,8
2018-07-04,100354.15188631821,1.1506027581908187,0.0,0,10,0.1500372303186469,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,1,2,0,0,0,0,0,0,0,0,5281.682093285863,1,8
2018-07-05,101927.35023481488,1.1508856108668646,0.0,0,10,0.15316922459019672,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,1,3,0,0,0,0,0,0,0,0,5281.682093285863,1,8
2018-07-06,104638.59204637309,1.151168533076584,0.0,0,10,0.15776805674797126,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,1,4,0,0,0,0,0,0,0,0,5281.682093285863,1,8
2018-07-10,103106.86091182285,1.15145152483707,0.0,0,10,0.15862165985236235,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,1,5,0,0,0,0,0,0,0,0,5281.682093285863,1,8
2018-07-11,102086.51805964418,1.1517345861654207,0.0,0,10,0.1573532555358073,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,1,6,0,0,1,0,0,0,0,0,5281.682093285863,1,8
2018-07-12,104086.69140378907,1.1520177170787376,0.0,0,10,0.15768134875504874,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,1,7,0,0,1,0,0,0,0,0,5281.682093285863,1,8
2018-07-13,103837.52802548508,1.152300917594127,0.0,0,10,0.1560206205123046,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,1,8,0,0,1,0,0,0,0,0,5281.682093285863,1,8
2018-07-16,103617.9943666406,0.07187511795660664,41521.67215766313,0,9,0.15174439759337882,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,1,2,8,3,1,1,0,0,0,0,0,5281.682093285863,1,8
2018-07-17,104928.42375273016,41531.951323116664,0.0,0,9,0.15362721326813578,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,2,9,3,1,1,0,0,0,0,0,5281.682093285863,1,8
2018-07-18,104642.88174966243,41542.16112271042,0.0,0,9,0.15399792645286153,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,2,10,3,1,1,0,0,0,0,0,5281.682093285863,1,8
2018-07-19,104845.38258040871,41552.373432179214,0.0,0,9,0.1543611008104055,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,2,11,3,1,1,0,0,0,0,0,5281.682093285863,1,8
2018-07-20,103418.97960018505,41562.58825214004,0.0,0,9,0.15432446195274047,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,2,12,3,1,1,0,0,0,0,0,5281.682093285863,1,8
2018-07-23,103350.22027892005,41572.80558321006,0.0,0,9,0.15580060225361966,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,2,13,3,1,1,0,0,0,0,0,5281.682093285863,1,8
2018-07-24,100962.68101042257,41583.02542600658,0.0,0,9,0.15551741251432405,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,2,14,3,1,1,0,0,0,0,0,5281.682093285863,1,8
2018-07-25,101392.90544898705,41593.247781147045,302.15548224,0,8,0.15723698940673045,1,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,2,15,3,1,1,0,0,1,1,1,5281.682093285863,1,8
2018-07-26,102754.96769914839,0.1610408832463165,14272.850344311708,0,9,0.16161593241528152,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,1,3,15,6,1,1,0,0,1,1,1,5281.682093285863,1,8
2018-07-27,100578.7484877548,14276.520119583774,29682.49893393214,0,9,0.1700601165273241,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,3,16,6,1,1,0,0,3,2,3,5281.682093285863,1,8
2018-07-30,99719.75731413683,43969.825499169834,9414.969060452177,0,8,0.17582942339867016,1,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,3,17,6,1,1,1,0,4,3,4,5281.682093285863,1,8
2018-07-31,99287.30572404276,53397.9181436686,0.0,0,8,0.1684509203773265,1,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,3,18,6,1,1,1,0,4,2,4,5281.682093285863,1,8
2018-08-01,99890.26450337321,53411.04495388585,0.0,0,8,0.16854353632662036,1,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,3,19,6,1,1,1,0,4,2,4,5281.682093285863,1,8
2018-08-02,100965.07366685849,53424.17499106686,0.0,0,8,0.1702429705713384,1,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,3,20,6,1,0,1,0,4,0,4,5281.682093285863,1,8
2018-08-03,99728.60444569413,53437.30825600491,0.0,0,8,0.16760156025347517,1,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,3,21,6,1,0,1,0,4,0,4,5281.682093285863,1,8
2018-08-06,100518.39959557564,53450.44474949348,0.0,0,8,0.17479936963474474,1,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,3,22,6,1,1,1,0,4,0,4,5281.682093285863,1,8
2018-08-07,100820.59233727209,4.6793464246731794e-05,2672.8971995218644,0,9,0.15005476328080591,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,1,4,22,10,2,1,1,0,4,0,4,5281.682093285863,1,8
2018-08-08,99761.36331721242,2673.55432464539,0.0,0,9,0.15535219888933707,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,4,23,10,2,1,1,0,4,0,4,5281.682093285863,1,8
2018-08-09,100857.05001230488,2674.211564505017,12870.340150920418,0,8,0.15903036583831423,1,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,4,24,10,2,1,1,0,5,1,5,5281.682093285863,1,8
2018-08-10,107618.95915369698,15548.373032573636,0.0,0,8,0.20675369381789485,1,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,4,25,10,2,1,1,0,5,1,5,5281.682093285863,1,8
2018-08-13,108878.52310514232,15552.195289116233,0.0,0,8,0.20347654894761943,1,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,4,26,10,2,1,1,0,5,1,5,5281.682093285863,1,8
2018-08-14,110334.32608673748,15556.018485284154,0.0,0,8,0.21151049309943776,1,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,4,27,10,2,1,1,0,5,1,5,5281.682093285863,1,8
2018-08-15,108898.86166562024,15559.84262130839,0.0,0,8,0.2058250063792009,1,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,4,28,10,2,1,1,0,5,0,5,5281.682093285863,1,8
2018-08-16,108477.73739462889,15563.667697419984,0.0,0,8,0.2058029452876973,1,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,4,29,10,2,1,1,0,5,0,5,5281.682093285863,1,8
2018-08-17,110650.63783976261,0.15323679389230288,37489.70363532022,0,9,0.15016793180077145,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,1,5,29,13,2,1,1,0,5,0,5,5281.682093285863,1,8
2018-08-20,110938.4780046634,37499.07300362898,0.0,0,9,0.1513472220323251,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,5,30,13,2,1,1,0,5,0,5,5281.682093285863,1,8
2018-08-21,111710.02405106137,37508.29140074546,0.0,0,9,0.15518556837008657,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,5,31,13,2,0,1,0,5,0,5,5281.682093285863,1,8
2018-08-22,113545.0894051663,37517.5120640205,0.0,0,9,0.15982081849657087,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,5,32,13,2,0,1,0,5,0,5,5281.682093285863,1,8
2018-08-23,114760.48113319039,37526.734994011196,0.0,0,9,0.1685910537175275,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,5,33,13,2,0,1,0,5,0,5,5281.682093285863,1,8
2018-08-24,117371.75378340599,37535.96019127477,0.0,0,9,0.17789124137166917,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,5,34,13,2,0,1,0,5,0,5,5281.682093285863,1,8
2018-08-27,117281.47646306819,37545.18765636859,0.0,0,9,0.1867643526226202,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,5,35,13,2,1,1,0,5,0,5,5281.682093285863,1,8
2018-08-28,118432.1165124602,37554.41738985015,15048.177015000001,0,9,0.18568871664711223,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,5,36,13,2,1,1,0,6,1,6,5281.682093285863,1,8
2018-08-29,119686.58956731022,0.23439413356644662,29251.87868562065,0,7,0.15008467506627188,1,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,1,6,36,16,3,1,1,0,6,1,6,5281.682093285863,1,8
2018-08-30,120733.7518210046,29259.30412671261,0.0,0,7,0.1526494032863614,1,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,6,37,16,3,1,1,0,6,1,6,5281.682093285863,1,8
2018-08-31,120050.85050161241,29266.496941446076,0.0,0,7,0.1518114367053586,1,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,6,38,16,3,1,1,0,6,0,6,5281.682093285863,1,8
2018-09-03,119895.86460397486,29273.69152438919,0.0,0,7,0.1517356655806365,1,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,6,39,16,3,1,1,0,6,0,6,5281.682093285863,1,8
2018-09-04,123342.56282141263,29280.887875976627,0.0,0,7,0.16333709889075307,1,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,6,40,16,3,1,1,0,6,0,6,5281.682093285863,1,8
2018-09-05,122675.17422199016,29288.085996643174,0.0,0,7,0.16668713861471346,1,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,6,41,16,3,1,1,0,6,0,6,5281.682093285863,1,8
2018-09-06,121228.77962232372,29295.285886823727,0.0,0,7,0.1641221035300778,1,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,6,42,16,3,1,1,0,6,0,6,5281.682093285863,1,8
2018-09-10,122477.57843577929,29302.48754695328,0.0,0,7,0.17250496578198918,1,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,6,43,16,3,1,1,0,6,0,6,5281.682093285863,1,8
2018-09-11,124789.66269306352,0.15600072184304162,2896.3421633925004,0,9,0.15106707033588188,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,1,7,43,17,4,1,1,0,6,0,6,5281.682093285863,1,8
2018-09-12,126396.9454624446,2882.9502705986115,14.256435,0,9,0.16027475921891784,0,0.00024583,C08_P1,10,15,8,0.15,0.2,0.2,0,7,44,17,4,1,1,0,6,0,6,5281.682093285863,1,8
