date,variant,ticker,event,score,z_prev,sell_pct,sold_shares,proceeds_net,trade_cost,settle_dt,is_rebalance_day,weight_before,weight_cap,value_sold_gross,split_factor,ratio_applied,shares_before,shares_after,buy_price_before,buy_price_after,phase_offset,cadence
2018-07-25,C10_P9,C1NC34,defensive_sell,6.0,-3.736445630376309,1.0,39.0,9543.61541952,2.38650048,2018-07-26,0.0,,,,,,,,,,9,10
2018-07-27,C10_P9,A1LG34,defensive_sell,6.0,-3.0998434200374523,1.0,42.0,13801.4324730765,3.4512209235,2018-07-30,0.0,,,,,,,,,,9,10
2018-07-30,C10_P9,AMZO34,rebalance_sell,,,1.0,854.0,14110.29877104304,3.5284568069625006,2018-07-31,1.0,,,,,,,,,,9,10
2018-07-30,C10_P9,D1EX34,rebalance_sell,,,1.0,7834.0,13588.22174273809,3.3979049119125,2018-07-31,1.0,,,,,,,,,,9,10
2018-07-30,C10_P9,ORLY34,rebalance_sell,,,1.0,1.0,0.243316391175,6.0844308870967745e-05,2018-07-31,1.0,,,,,,,,,,9,10
2018-07-30,C10_P9,A1MD34,concentration_trim,,,,282.0,2542.828236474375,0.635866025625,2018-07-31,1.0,0.17649106257337918,0.2,2545.1361185105234,,,,,,,9,10
2018-08-09,C10_P9,A2XO34,defensive_sell,6.0,-3.8303798830831393,1.0,1050.0,13158.575616812499,3.2904665208333332,2018-08-10,0.0,,,,,,,,,,9,10
2018-08-13,C10_P9,A2XO34,rebalance_sell,,,1.0,1.0,13.204965932999999,0.0033020669999999997,2018-08-14,1.0,,,,,,,,,,9,10
2018-08-13,C10_P9,D1EX34,rebalance_sell,,,1.0,1.0,2.41392320829,0.0006036317100000001,2018-08-14,1.0,,,,,,,,,,9,10
2018-08-13,C10_P9,L1YV34,rebalance_sell,,,1.0,380.0,14494.764986604001,3.624597396,2018-08-14,1.0,,,,,,,,,,9,10
2018-08-13,C10_P9,ORLY34,rebalance_sell,,,1.0,1.0,0.26350933599900006,6.589380745161291e-05,2018-08-14,1.0,,,,,,,,,,9,10
2018-08-13,C10_P9,T2ER34,rebalance_sell,,,1.0,947.0,8534.968448319,2.134275681,2018-08-14,1.0,,,,,,,,,,9,10
2018-08-13,C10_P9,T2TD34,concentration_trim,,,,13172.0,6453.195443297605,1.6137022863960002,2018-08-14,1.0,0.2118466457680477,0.2,6455.129488293436,,,,,,,9,10
2018-08-27,C10_P9,A1LG34,rebalance_sell,,,1.0,33.0,12814.939833157689,3.2045360923125,2018-08-28,1.0,,,,,,,,,,9,10
2018-08-27,C10_P9,AMZO34,rebalance_sell,,,1.0,1.0,19.60297707024,0.00490196976,2018-08-28,1.0,,,,,,,,,,9,10
