date,variant,ticker,event,score,z_prev,sell_pct,sold_shares,proceeds_net,trade_cost,settle_dt,is_rebalance_day,weight_before,weight_cap,value_sold_gross,phase_offset,cadence
2018-07-18,C15_P6,FHER3,defensive_sell,5.0,-1.5757410198384585,0.5,89,5979.3048,1.4952,2018-07-20,0,,,,6,15
2018-07-27,C15_P6,A1LG34,defensive_sell,6.0,-3.0998434200374523,1.0,29,9529.56051712425,2.38298587575,2018-07-30,0,,,,6,15
2018-07-30,C15_P6,D1EX34,defensive_sell,6.0,-2.820958641086021,1.0,7612,13203.158527664325,3.301615035675,2018-07-31,0,,,,6,15
2018-07-31,C15_P6,INTU34,defensive_sell,6.0,-3.1721318474501348,1.0,1,17.425205700136363,0.004357390772727273,2018-08-01,0,,,,6,15
2018-07-31,C15_P6,NFLX34,defensive_sell,6.0,-2.608827691318022,1.0,4669,11829.137780738827,2.9580239511725,2018-08-01,0,,,,6,15
2018-08-01,C15_P6,AMZO34,rebalance_sell,,,1.0,1,16.840214011220628,0.004211106279375001,2018-08-02,1,,,,6,15
2018-08-01,C15_P6,D1EX34,rebalance_sell,,,1.0,1,1.7886232523699999,0.00044726763,2018-08-02,1,,,,6,15
2018-08-01,C15_P6,E2NP34,rebalance_sell,,,1.0,1,0.83808918531,0.00020957469,2018-08-02,1,,,,6,15
2018-08-01,C15_P6,FHER3,rebalance_sell,,,1.0,91,6941.564175,1.7358250000000002,2018-08-03,1,,,,6,15
2018-08-01,C15_P6,A1MD34,concentration_trim,,,,304,2632.109792004,0.658191996,2018-08-02,1,0.17824712832828088,0.2,2637.8138784909133,6,15
2018-08-01,C15_P6,A2XO34,concentration_trim,,,,68,968.8084426569999,0.24226267633333332,2018-08-02,1,0.1603886088184205,0.2,970.1171409569779,6,15
2018-08-09,C15_P6,A2XO34,defensive_sell,6.0,-3.8303798830831393,1.0,982,12306.401195914166,3.0773696413888887,2018-08-10,0,,,,6,15
2018-08-22,C15_P6,A1LG34,rebalance_sell,,,1.0,1,367.95314871,0.09201129000000001,2018-08-23,1,,,,6,15
2018-08-22,C15_P6,A2XO34,rebalance_sell,,,1.0,1,14.560908862499996,0.0036411374999999993,2018-08-23,1,,,,6,15
2018-08-22,C15_P6,D1EL34,rebalance_sell,,,1.0,126,13787.514843354002,3.447740646,2018-08-23,1,,,,6,15
2018-08-22,C15_P6,T2ER34,rebalance_sell,,,1.0,8,72.28184501999999,0.018074979999999997,2018-08-23,1,,,,6,15
2018-08-22,C15_P6,A1MD34,concentration_trim,,,,75,798.0498126562499,0.19956234374999998,2018-08-23,1,0.15738817328137342,0.2,808.3897887646126,6,15
2018-08-22,C15_P6,T2TD34,concentration_trim,,,,11957,6315.498968680439,1.57926955956,2018-08-23,1,0.20773599900476114,0.2,6317.272908476178,6,15
2018-08-28,C15_P6,EMAE4,defensive_sell,6.0,-3.003512469018035,1.0,441,6344.4035025,1.5864975000000001,2018-08-30,0,,,,6,15
2018-09-13,C15_P6,D1EL34,rebalance_sell,,,1.0,1,113.7267597903525,0.028438799647500002,2018-09-14,1,,,,6,15
2018-09-13,C15_P6,A1MD34,concentration_trim,,,,384,6090.136733088001,1.5229149120000003,2018-09-14,1,0.19976430751753632,0.2,6097.761068879314,6,15
2018-09-13,C15_P6,T2TD34,concentration_trim,,,,752,455.837143705128,0.11398778287200001,2018-09-14,1,0.15372296578581704,0.2,456.17983672010814,6,15
