date,variant,ticker,event,score,z_prev,sell_pct,sold_shares,proceeds_net,trade_cost,settle_dt,is_rebalance_day,weight_before,weight_cap,value_sold_gross,phase_offset,cadence
2018-07-20,C08_P5,C1MG34,rebalance_sell,,,1.0,2,3.4095121428165003,0.0008525911835000001,2018-07-23,1,,,,5,8
2018-07-20,C08_P5,NFLX34,rebalance_sell,,,1.0,4698,12817.789577233516,3.2052487064850004,2018-07-23,1,,,,5,8
2018-07-20,C08_P5,A1LG34,concentration_trim,,,,1,354.579741397875,0.08866710212500001,2018-07-23,1,0.1571309151538546,0.2,708.204711700113,5,8
2018-07-20,C08_P5,D1EX34,concentration_trim,,,,98,189.2680122747225,0.04732883527750001,2018-07-23,1,0.15191393436290512,0.2,190.08165071543044,5,8
2018-07-20,C08_P5,T2TD34,concentration_trim,,,,1624,597.0375486486602,0.14929671134000003,2018-07-23,1,0.15601435684286133,0.2,597.3132381307241,5,8
2018-07-27,C08_P5,A1LG34,defensive_sell,6.0,-3.0998434200374523,1.0,42,13801.4324730765,3.4512209235,2018-07-30,0,,,,5,8
2018-08-01,C08_P5,D1EX34,rebalance_sell,,,1.0,7712,13793.862522277439,3.44932796256,2018-08-02,1,,,,5,8
2018-08-01,C08_P5,L1UL34,rebalance_sell,,,1.0,122,13781.151003211875,3.446149288125,2018-08-02,1,,,,5,8
2018-08-01,C08_P5,ORLY34,rebalance_sell,,,1.0,1,0.24399330254999996,6.1013579032258054e-05,2018-08-02,1,,,,5,8
2018-08-01,C08_P5,A1MD34,concentration_trim,,,,235,2034.6901352662499,0.50879973375,2018-08-02,1,0.1713645065388999,0.2,2037.4309361809992,5,8
2018-08-09,C08_P5,A2XO34,defensive_sell,6.0,-3.8303798830831393,1.0,1002,12557.0407314725,3.1400451941666665,2018-08-10,0,,,,5,8
2018-08-13,C08_P5,A2XO34,rebalance_sell,,,1.0,1,13.204965932999999,0.0033020669999999997,2018-08-14,1,,,,5,8
2018-08-13,C08_P5,ORLY34,rebalance_sell,,,1.0,3,0.7905280079970001,0.00019768142235483875,2018-08-14,1,,,,5,8
2018-08-13,C08_P5,T2ER34,rebalance_sell,,,1.0,2,18.025276553999998,0.004507446,2018-08-14,1,,,,5,8
