date,equity,cash_free,cash_pending,state_cash_effective,n_tickers,max_concentration,out_of_target_band,ret_cdi,variant,top_n_param,buffer_k_param,rebalance_cadence_param,target_pct_param,hard_max_pct_param,max_weight_cap_param,is_rebalance_day,n_rebalance_days_cum,n_non_rebalance_days_cum,n_rebalance_sells_cum,n_concentration_trims_cum,regime_defensive_used,def_sell_25_cum,def_sell_50_cum,def_sell_100_cum,quarantine_size,quarantine_entries_cum,cost_total_cum,phase_offset,cadence
2018-07-02,100024.58299999998,100024.58299999998,0.0,0,0,0.0,1,0.00024583,C15_P10,10,15,15,0.15,0.2,0.2,0,0,1,0,0,0,0,0,0,0,0,3415.5946164688958,10,15
2018-07-03,100049.17204323887,100049.17204323887,0.0,0,0,0.0,1,0.00024583,C15_P10,10,15,15,0.15,0.2,0.2,0,0,2,0,0,0,0,0,0,0,0,3415.5946164688958,10,15
2018-07-04,100073.76713120224,100073.76713120224,0.0,0,0,0.0,1,0.00024583,C15_P10,10,15,15,0.15,0.2,0.2,0,0,3,0,0,0,0,0,0,0,0,3415.5946164688958,10,15
2018-07-05,100098.36826537609,100098.36826537609,0.0,0,0,0.0,1,0.00024583,C15_P10,10,15,15,0.15,0.2,0.2,0,0,4,0,0,0,0,0,0,0,0,3415.5946164688958,10,15
2018-07-06,100122.97544724676,100122.97544724676,0.0,0,0,0.0,1,0.00024583,C15_P10,10,15,15,0.15,0.2,0.2,0,0,5,0,0,0,0,0,0,0,0,3415.5946164688958,10,15
2018-07-10,100147.58867830095,100147.58867830095,0.0,0,0,0.0,1,0.00024583,C15_P10,10,15,15,0.15,0.2,0.2,0,0,6,0,0,0,0,0,0,0,0,3415.5946164688958,10,15
2018-07-11,100172.20796002573,100172.20796002573,0.0,0,0,0.0,1,0.00024583,C15_P10,10,15,15,0.15,0.2,0.2,0,0,7,0,0,0,0,0,0,0,0,3415.5946164688958,10,15
2018-07-12,100196.83329390852,100196.83329390852,0.0,0,0,0.0,1,0.00024583,C15_P10,10,15,15,0.15,0.2,0.2,0,0,8,0,0,0,0,0,0,0,0,3415.5946164688958,10,15
2018-07-13,100221.46468143715,100221.46468143715,0.0,0,0,0.0,1,0.00024583,C15_P10,10,15,15,0.15,0.2,0.2,0,0,9,0,0,0,0,0,0,0,0,3415.5946164688958,10,15
2018-07-16,100246.10212409978,100246.10212409978,0.0,0,0,0.0,1,0.00024583,C15_P10,10,15,15,0.15,0.2,0.2,0,0,10,0,0,0,0,0,0,0,0,3415.5946164688958,10,15
2018-07-17,100221.04689586734,0.06755470586500066,0.0,0,8,0.15000862863427078,1,0.00024583,C15_P10,10,15,15,0.15,0.2,0.2,1,1,10,0,0,0,0,0,0,0,0,3415.5946164688958,10,15
2018-07-18,98242.29006770684,0.06757131283834344,0.0,0,8,0.15411367995967365,1,0.00024583,C15_P10,10,15,15,0.15,0.2,0.2,0,1,11,0,0,0,0,0,0,0,0,3415.5946164688958,10,15
2018-07-19,98013.92523626241,0.06758792389417849,0.0,0,8,0.15928376052042845,1,0.00024583,C15_P10,10,15,15,0.15,0.2,0.2,0,1,12,0,0,1,0,0,0,0,0,3415.5946164688958,10,15
2018-07-20,95578.27740083603,0.06760453903350938,0.0,0,8,0.16056383272780936,1,0.00024583,C15_P10,10,15,15,0.15,0.2,0.2,0,1,13,0,0,1,0,0,0,0,0,3415.5946164688958,10,15
2018-07-23,97269.80930203827,0.06762115825733998,0.0,0,8,0.1605534033330602,1,0.00024583,C15_P10,10,15,15,0.15,0.2,0.2,0,1,14,0,0,1,0,0,0,0,0,3415.5946164688958,10,15
2018-07-24,94651.35112973356,0.06763778156667438,0.0,0,8,0.15724244506135338,1,0.00024583,C15_P10,10,15,15,0.15,0.2,0.2,0,1,15,0,0,1,0,0,0,0,0,3415.5946164688958,10,15
2018-07-25,95408.46378944897,0.06765440896251691,0.0,0,8,0.15597381834844806,1,0.00024583,C15_P10,10,15,15,0.15,0.2,0.2,0,1,16,0,0,1,0,0,0,0,0,3415.5946164688958,10,15
