date,equity,cash_free,cash_pending,state_cash_effective,n_tickers,max_concentration,out_of_target_band,ret_cdi,variant,top_n_param,buffer_k_param,rebalance_cadence_param,target_pct_param,hard_max_pct_param,max_weight_cap_param,is_rebalance_day,n_rebalance_days_cum,n_non_rebalance_days_cum,n_rebalance_sells_cum,n_concentration_trims_cum,regime_defensive_used,def_sell_25_cum,def_sell_50_cum,def_sell_100_cum,quarantine_size,quarantine_entries_cum,cost_total_cum,phase_offset,cadence
2018-07-02,100024.58299999998,100024.58299999998,0.0,0,0,0.0,1,0.00024583,C05_P2,10,15,5,0.15,0.2,0.2,0,0,1,0,0,0,0,0,0,0,0,6378.7769789650365,2,5
2018-07-03,100049.17204323887,100049.17204323887,0.0,0,0,0.0,1,0.00024583,C05_P2,10,15,5,0.15,0.2,0.2,0,0,2,0,0,0,0,0,0,0,0,6378.7769789650365,2,5
2018-07-04,100024.1664668717,0.9384390556845679,0.0,0,7,0.15002536133075486,1,0.00024583,C05_P2,10,15,5,0.15,0.2,0.2,1,1,2,0,0,0,0,0,0,0,0,6378.7769789650365,2,5
2018-07-05,101433.31781956014,0.9386697521576267,0.0,0,7,0.15339120699648107,1,0.00024583,C05_P2,10,15,5,0.15,0.2,0.2,0,1,3,0,0,0,0,0,0,0,0,6378.7769789650365,2,5
2018-07-06,104149.64732242534,0.9389005053427996,0.0,0,7,0.15796905063986225,1,0.00024583,C05_P2,10,15,5,0.15,0.2,0.2,0,1,4,0,0,0,0,0,0,0,0,6378.7769789650365,2,5
2018-07-10,102759.48611311127,0.9391313152540279,0.0,0,7,0.15861599482464075,1,0.00024583,C05_P2,10,15,5,0.15,0.2,0.2,0,1,5,0,0,0,0,0,0,0,0,6378.7769789650365,2,5
2018-07-11,101801.8656814019,0.9393621819052568,0.0,0,7,0.1572560036520005,1,0.00024583,C05_P2,10,15,5,0.15,0.2,0.2,0,1,6,0,0,1,0,0,0,0,0,6378.7769789650365,2,5
2018-07-12,103545.72535900601,0.20782558390623865,15537.634147718101,0,7,0.15201751917256648,1,0.00024583,C05_P2,10,15,5,0.15,0.2,0.2,1,2,6,1,2,1,0,0,0,0,0,6378.7769789650365,2,5
2018-07-13,102472.4307987793,15541.661640994302,0.0,0,7,0.15459869457335756,1,0.00024583,C05_P2,10,15,5,0.15,0.2,0.2,0,2,7,1,2,1,0,0,0,0,0,6378.7769789650365,2,5
2018-07-16,102495.64133356852,15545.482247675505,0.0,0,7,0.15340603688530105,1,0.00024583,C05_P2,10,15,5,0.15,0.2,0.2,0,2,8,1,2,1,0,0,0,0,0,6378.7769789650365,2,5
2018-07-17,103298.55182440246,15549.30379357645,0.0,0,7,0.15605118415553595,1,0.00024583,C05_P2,10,15,5,0.15,0.2,0.2,0,2,9,1,2,1,0,0,0,0,0,6378.7769789650365,2,5
2018-07-18,102903.05010295604,15553.126278928023,0.0,0,7,0.15660164389079737,1,0.00024583,C05_P2,10,15,5,0.15,0.2,0.2,0,2,10,1,2,1,0,0,0,0,0,6378.7769789650365,2,5
2018-07-19,102810.48846034452,0.05918050784893715,15146.66828915122,0,7,0.1504200383598506,1,0.00024583,C05_P2,10,15,5,0.15,0.2,0.2,1,3,10,3,5,1,0,0,0,0,0,6378.7769789650365,2,5
2018-07-20,100834.29032061991,15150.450989672932,0.0,0,7,0.15288256317927967,1,0.00024583,C05_P2,10,15,5,0.15,0.2,0.2,0,3,11,3,5,1,0,0,0,0,0,6378.7769789650365,2,5
