date,variant,ticker,event,score,z_prev,sell_pct,sold_shares,proceeds_net,trade_cost,settle_dt,is_rebalance_day,weight_before,weight_cap,value_sold_gross,split_factor,ratio_applied,shares_before,shares_after,buy_price_before,buy_price_after,phase_offset,cadence
2018-07-18,C10_P1,N1TA34,rebalance_sell,,,1.0,49.0,15498.337844650501,3.8755533495000005,2018-07-19,1.0,,,,,,,,,,1,10
2018-07-18,C10_P1,NFLX34,rebalance_sell,,,1.0,4934.0,14238.678738791345,3.560559824654,2018-07-19,1.0,,,,,,,,,,1,10
2018-07-18,C10_P1,O1KE34,rebalance_sell,,,1.0,1.0,134.87535372974997,0.03372727025,2018-07-19,1.0,,,,,,,,,,1,10
2018-07-18,C10_P1,A1LG34,concentration_trim,,,,1.0,358.016846906625,0.089526593375,2018-07-19,1.0,0.15565569280738134,0.2,585.524899191736,,,,,,,1,10
2018-07-18,C10_P1,A1MD34,concentration_trim,,,,139.0,1126.1168891278126,0.2815996221875,2018-07-19,1.0,0.1609315481575418,0.2,1131.724850680741,,,,,,,1,10
2018-07-27,C10_P1,A1LG34,defensive_sell,6.0,-3.0998434200374523,1.0,44.0,14458.643543223001,3.6155647770000003,2018-07-30,0.0,,,,,,,,,,1,10
2018-08-01,C10_P1,AMZO34,rebalance_sell,,,1.0,1.0,16.840214011220628,0.004211106279375001,2018-08-02,1.0,,,,,,,,,,1,10
2018-08-01,C10_P1,D1EX34,rebalance_sell,,,1.0,4.0,7.154493009479999,0.00178907052,2018-08-02,1.0,,,,,,,,,,1,10
2018-08-01,C10_P1,D1VN34,rebalance_sell,,,1.0,60.0,9775.958019345,2.4446006550000003,2018-08-02,1.0,,,,,,,,,,1,10
2018-08-01,C10_P1,L1UL34,rebalance_sell,,,1.0,123.0,13894.111257336563,3.4743964134375003,2018-08-02,1.0,,,,,,,,,,1,10
2018-08-01,C10_P1,NFLX34,rebalance_sell,,,1.0,1.0,2.536606605771,0.000634310229,2018-08-02,1.0,,,,,,,,,,1,10
2018-08-01,C10_P1,A1MD34,concentration_trim,,,,185.0,1601.7773405287498,0.40054447125,2018-08-02,1.0,0.16604944755850823,0.2,1604.6627467542185,,,,,,,1,10
2018-08-09,C10_P1,A2XO34,defensive_sell,6.0,-3.8303798830831393,1.0,1051.0,13171.107593590417,3.293600298472222,2018-08-10,0.0,,,,,,,,,,1,10
2018-08-15,C10_P1,A2XO34,rebalance_sell,,,1.0,1.0,13.2631093935,0.0033166065000000003,2018-08-16,1.0,,,,,,,,,,1,10
2018-08-15,C10_P1,ORLY34,rebalance_sell,,,1.0,4.0,1.0929539190000002,0.0002733068064516129,2018-08-16,1.0,,,,,,,,,,1,10
2018-08-15,C10_P1,A1MD34,concentration_trim,,,,13.0,125.246398070625,0.031319429375000006,2018-08-16,1.0,0.1511592528941687,0.2,128.00349259380528,,,,,,,1,10
2018-08-15,C10_P1,T2TD34,concentration_trim,,,,12654.0,6272.1410991023795,1.5684273816210001,2018-08-16,1.0,0.20682158411732032,0.2,6274.178132560217,,,,,,,1,10
