date,variant,ticker,event,score,z_prev,sell_pct,sold_shares,proceeds_net,trade_cost,settle_dt,is_rebalance_day,weight_before,weight_cap,value_sold_gross,split_factor,ratio_applied,shares_before,shares_after,buy_price_before,buy_price_after,phase_offset,cadence
2018-07-12,C05_P2,D1VN34,rebalance_sell,,,1.0,86.0,14565.759721482002,3.642350518,2018-07-13,1.0,,,,,,,,,,2,5
2018-07-12,C05_P2,A1MD34,concentration_trim,,,,103.0,822.0174882389999,0.205555761,2018-07-13,1.0,0.15796511332855961,0.2,824.7553739784125,,,,,,,2,5
2018-07-12,C05_P2,NFLX34,concentration_trim,,,,47.0,149.8569379971,0.03747360290000001,2018-07-13,1.0,0.1514759816468312,0.2,152.83164574256443,,,,,,,2,5
2018-07-19,C05_P2,D1VN34,rebalance_sell,,,1.0,1.0,171.42779033550002,0.042867664500000006,2018-07-20,1.0,,,,,,,,,,2,5
2018-07-19,C05_P2,NFLX34,rebalance_sell,,,1.0,4871.0,13780.746297415626,3.4460480863755008,2018-07-20,1.0,,,,,,,,,,2,5
2018-07-19,C05_P2,A1LG34,concentration_trim,,,,2.0,719.1112292370001,0.17982276300000002,2018-07-20,1.0,0.15740991019336725,0.2,761.8475041531274,,,,,,,2,5
2018-07-19,C05_P2,A1MD34,concentration_trim,,,,45.0,365.0462362448437,0.09128438015625,2018-07-20,1.0,0.15357921355535734,0.2,367.99503281757643,,,,,,,2,5
2018-07-19,C05_P2,T2TD34,concentration_trim,,,,300.0,110.33673591825001,0.027591081750000006,2018-07-20,1.0,0.15107489688821044,0.2,110.51488220460305,,,,,,,2,5
2018-07-23,C05_P2,ORLY34,defensive_sell,5.0,-1.7914777335092882,0.5,1.0,0.24416902651124997,6.105752100806451e-05,2018-07-24,0.0,,,,,,,,,,2,5
2018-07-26,C05_P2,L1UL34,rebalance_sell,,,1.0,121.0,14021.546473565812,3.5062631841875,2018-07-27,1.0,,,,,,,,,,2,5
2018-07-26,C05_P2,ORLY34,rebalance_sell,,,1.0,2.0,0.4864569489644999,0.0001216446484032258,2018-07-27,1.0,,,,,,,,,,2,5
2018-07-27,C05_P2,M1TA34,defensive_sell,6.0,-6.795474973015935,1.0,601.0,13947.46507593932,3.4877382035357143,2018-07-30,0.0,,,,,,,,,,2,5
2018-07-27,C05_P2,A1LG34,defensive_sell,6.0,-3.0998434200374523,1.0,43.0,14130.03800814975,3.5333928502500003,2018-07-30,0.0,,,,,,,,,,2,5
2018-07-30,C05_P2,D1EX34,defensive_sell,6.0,-2.820958641086021,1.0,5433.0,9423.64165538627,2.35649953873125,2018-07-31,0.0,,,,,,,,,,2,5
