date,equity,cash_free,cash_pending,state_cash_effective,n_tickers,max_concentration,out_of_target_band,ret_cdi,variant,top_n_param,buffer_k_param,rebalance_cadence_param,target_pct_param,hard_max_pct_param,max_weight_cap_param,is_rebalance_day,n_rebalance_days_cum,n_non_rebalance_days_cum,n_rebalance_sells_cum,n_concentration_trims_cum,regime_defensive_used,def_sell_25_cum,def_sell_50_cum,def_sell_100_cum,quarantine_size,quarantine_entries_cum,cost_total_cum,phase_offset,cadence
2018-07-02,100024.58299999998,100024.58299999998,0.0,0,0,0.0,1,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,0,1,0,0,0,0,0,0,0,0,3391.2693681654446,8,15
2018-07-03,100049.17204323887,100049.17204323887,0.0,0,0,0.0,1,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,0,2,0,0,0,0,0,0,0,0,3391.2693681654446,8,15
2018-07-04,100073.76713120224,100073.76713120224,0.0,0,0,0.0,1,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,0,3,0,0,0,0,0,0,0,0,3391.2693681654446,8,15
2018-07-05,100098.36826537609,100098.36826537609,0.0,0,0,0.0,1,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,0,4,0,0,0,0,0,0,0,0,3391.2693681654446,8,15
2018-07-06,100122.97544724676,100122.97544724676,0.0,0,0,0.0,1,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,0,5,0,0,0,0,0,0,0,0,3391.2693681654446,8,15
2018-07-10,100147.58867830095,100147.58867830095,0.0,0,0,0.0,1,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,0,6,0,0,0,0,0,0,0,0,3391.2693681654446,8,15
2018-07-11,100172.20796002573,100172.20796002573,0.0,0,0,0.0,1,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,0,7,0,0,0,0,0,0,0,0,3391.2693681654446,8,15
2018-07-12,100196.83329390852,100196.83329390852,0.0,0,0,0.0,1,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,0,8,0,0,0,0,0,0,0,0,3391.2693681654446,8,15
2018-07-13,100171.79038800579,0.08410012079713662,0.0,0,9,0.15000991738337993,0,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,1,1,8,0,0,0,0,0,0,0,0,3391.2693681654446,8,15
2018-07-16,102935.9913716508,0.08412079512983217,0.0,0,9,0.1742587773331544,0,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,1,9,0,0,0,0,0,0,0,0,3391.2693681654446,8,15
2018-07-17,102525.44292041288,0.08414147454489893,0.0,0,9,0.15516148525540976,0,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,1,10,0,0,0,0,0,0,0,0,3391.2693681654446,8,15
2018-07-18,100548.58476935304,0.08416215904358629,0.0,0,9,0.1565106467793525,0,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,1,11,0,0,0,0,0,0,0,0,3391.2693681654446,8,15
2018-07-19,100603.62411125364,0.08418284862714397,0.0,0,9,0.16129683167830156,0,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,1,12,0,0,0,0,0,0,0,0,3391.2693681654446,8,15
2018-07-20,97681.06084801331,0.08420354329682196,0.0,0,9,0.163296447960561,0,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,1,13,0,0,1,0,0,0,0,0,3391.2693681654446,8,15
2018-07-23,100055.72494504972,0.0842242430538706,0.0,0,9,0.1622317367954842,0,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,1,14,0,0,1,0,0,0,0,0,3391.2693681654446,8,15
2018-07-24,97273.06354675788,0.08424494789954053,0.0,0,9,0.15903187978205294,0,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,1,15,0,0,1,0,0,0,0,0,3391.2693681654446,8,15
2018-07-25,97729.89177051117,0.08426565783508266,13948.36099776,0,8,0.15826736419246146,1,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,1,16,0,0,1,0,0,1,1,1,3391.2693681654446,8,15
2018-07-26,98352.37302028427,13951.87420971694,0.0,0,8,0.165636707372736,1,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,1,17,0,0,1,0,0,1,1,1,3391.2693681654446,8,15
2018-07-27,96702.12170391042,13955.303998953914,13801.4324730765,0,7,0.17351104653499555,1,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,1,18,0,0,1,0,0,2,1,2,3391.2693681654446,8,15
2018-07-30,98608.0976625199,27763.55991055733,13392.22109722757,0,7,0.17442736363919892,1,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,1,19,0,0,1,0,0,3,2,3,3391.2693681654446,8,15
2018-07-31,97562.14302627768,41165.898333430036,25.335484644975,0,6,0.16816678253424552,1,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,1,20,0,0,1,0,0,4,2,4,3391.2693681654446,8,15
2018-08-01,97676.1315713125,41201.3598590845,0.0,0,6,0.1690835067003266,1,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,1,21,0,0,1,0,0,4,2,4,3391.2693681654446,8,15
2018-08-02,97901.95631826366,41211.488389378654,0.0,0,6,0.17222786481723742,1,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,1,22,0,0,1,0,0,4,0,4,3391.2693681654446,8,15
2018-08-03,96194.4651278198,0.0412748748376229,26080.01813495753,0,9,0.15007285699538653,0,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,1,2,22,2,2,0,0,0,4,0,4,3391.2693681654446,8,15
2018-08-06,96949.98947268138,11736.531392252205,14346.4125,0,9,0.15652802184188097,0,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,2,23,2,2,0,0,0,4,0,4,3391.2693681654446,8,15
2018-08-07,97086.31167842718,26089.355862349235,0.0,0,9,0.15694812240339553,0,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,2,24,2,2,1,0,0,4,0,4,3391.2693681654446,8,15
2018-08-08,95905.641168525,26095.769408700875,0.0,0,9,0.16076092560246547,0,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,2,25,2,2,1,0,0,4,0,4,3391.2693681654446,8,15
2018-08-09,96663.38259261558,26102.184531694613,12657.296545695834,0,9,0.16388543039099274,0,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,2,26,2,2,1,0,0,5,1,5,3391.2693681654446,8,15
2018-08-10,103059.60952474318,38769.0093206237,0.0,0,9,0.21324044853591018,0,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,2,27,2,2,1,0,0,5,1,5,3391.2693681654446,8,15
2018-08-13,103919.61119170744,38778.53990618498,0.0,0,9,0.21055961920198257,0,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,2,28,2,2,1,0,0,5,1,5,3391.2693681654446,8,15
2018-08-14,105391.45839717145,38788.07283465011,0.0,0,9,0.21870220689363393,0,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,2,29,2,2,1,0,0,5,1,5,3391.2693681654446,8,15
2018-08-15,103693.22063020532,38797.60810659505,0.0,0,9,0.2134947153405642,0,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,2,30,2,2,1,0,0,5,0,5,3391.2693681654446,8,15
2018-08-16,103319.56417071723,38807.14572259589,0.0,0,9,0.2134153503246135,0,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,2,31,2,2,1,0,0,5,0,5,3391.2693681654446,8,15
2018-08-17,104704.53366970026,38816.68568322887,0.0,0,9,0.21099618355590968,0,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,2,32,2,2,1,0,0,5,0,5,3391.2693681654446,8,15
2018-08-20,104722.90447982008,38826.22798907037,0.0,0,9,0.21075845089087547,0,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,2,33,2,2,1,0,0,5,0,5,3391.2693681654446,8,15
2018-08-21,106757.69659050315,38835.77264069692,0.0,0,9,0.21518467136009356,0,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,2,34,2,2,0,0,0,5,0,5,3391.2693681654446,8,15
2018-08-22,109080.41251067162,38845.319638685185,0.0,0,9,0.2162659617585521,0,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,2,35,2,2,0,0,0,5,0,5,3391.2693681654446,8,15
2018-08-23,111593.22313958273,38854.86898361196,0.0,0,9,0.2227686278367043,0,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,2,36,2,2,0,0,0,5,0,5,3391.2693681654446,8,15
2018-08-24,113626.28167466976,0.01907081277952677,27148.72220558916,0,8,0.1500217463491995,1,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,1,3,36,5,4,0,0,0,5,0,5,3391.2693681654446,8,15
2018-08-27,115184.27795046562,27155.415251469916,0.0,0,8,0.15525480826203078,1,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,3,37,5,4,1,0,0,5,0,5,3391.2693681654446,8,15
2018-08-28,116362.89721063372,27162.090867201183,0.0,0,8,0.154296235917021,1,0.00024583,C15_P8,10,15,15,0.15,0.2,0.2,0,3,38,5,4,1,0,0,5,0,5,3391.2693681654446,8,15
