date,equity,cash_free,cash_pending,state_cash_effective,n_tickers,max_concentration,out_of_target_band,ret_cdi,variant,top_n_param,buffer_k_param,rebalance_cadence_param,target_pct_param,hard_max_pct_param,max_weight_cap_param,is_rebalance_day,n_rebalance_days_cum,n_non_rebalance_days_cum,n_rebalance_sells_cum,n_concentration_trims_cum,regime_defensive_used,def_sell_25_cum,def_sell_50_cum,def_sell_100_cum,quarantine_size,quarantine_entries_cum,cost_total_cum,phase_offset,cadence
2018-07-02,100024.58299999998,100024.58299999998,0.0,0,0,0.0,1,0.00024583,C15_P6,10,15,15,0.15,0.2,0.2,0,0,1,0,0,0,0,0,0,0,0,3573.8597003787722,6,15
2018-07-03,100049.17204323887,100049.17204323887,0.0,0,0,0.0,1,0.00024583,C15_P6,10,15,15,0.15,0.2,0.2,0,0,2,0,0,0,0,0,0,0,0,3573.8597003787722,6,15
2018-07-04,100073.76713120224,100073.76713120224,0.0,0,0,0.0,1,0.00024583,C15_P6,10,15,15,0.15,0.2,0.2,0,0,3,0,0,0,0,0,0,0,0,3573.8597003787722,6,15
2018-07-05,100098.36826537609,100098.36826537609,0.0,0,0,0.0,1,0.00024583,C15_P6,10,15,15,0.15,0.2,0.2,0,0,4,0,0,0,0,0,0,0,0,3573.8597003787722,6,15
2018-07-06,100122.97544724676,100122.97544724676,0.0,0,0,0.0,1,0.00024583,C15_P6,10,15,15,0.15,0.2,0.2,0,0,5,0,0,0,0,0,0,0,0,3573.8597003787722,6,15
2018-07-10,100147.58867830095,100147.58867830095,0.0,0,0,0.0,1,0.00024583,C15_P6,10,15,15,0.15,0.2,0.2,0,0,6,0,0,0,0,0,0,0,0,3573.8597003787722,6,15
2018-07-11,100122.55813431102,0.1927178309085771,0.0,0,10,0.1500158566049742,0,0.00024583,C15_P6,10,15,15,0.15,0.2,0.2,1,1,6,0,0,0,0,0,0,0,0,3573.8597003787722,6,15
2018-07-12,103737.97664247619,0.19276520673294933,0.0,0,10,0.15893890100463826,0,0.00024583,C15_P6,10,15,15,0.15,0.2,0.2,0,1,7,0,0,0,0,0,0,0,0,3573.8597003787722,6,15
2018-07-13,98915.45006858032,0.19281259420372046,0.0,0,10,0.1573138425177398,0,0.00024583,C15_P6,10,15,15,0.15,0.2,0.2,0,1,8,0,0,0,0,0,0,0,0,3573.8597003787722,6,15
2018-07-16,101577.03527047957,0.19285999332375353,0.0,0,10,0.15505473218489654,0,0.00024583,C15_P6,10,15,15,0.15,0.2,0.2,0,1,9,0,0,1,0,0,0,0,0,3573.8597003787722,6,15
2018-07-17,100712.34961360338,0.19290740409591228,0.0,0,10,0.15837388708507855,0,0.00024583,C15_P6,10,15,15,0.15,0.2,0.2,0,1,10,0,0,1,0,0,0,0,0,3573.8597003787722,6,15
2018-07-18,98784.77967051015,0.19295482652306117,5979.3048,0,10,0.1627110898927107,0,0.00024583,C15_P6,10,15,15,0.15,0.2,0.2,0,1,11,0,0,1,0,1,0,1,1,3573.8597003787722,6,15
2018-07-19,98806.14909859761,0.19300226060806533,5979.3048,0,10,0.16774239154178888,0,0.00024583,C15_P6,10,15,15,0.15,0.2,0.2,0,1,12,0,0,1,0,1,0,1,1,3573.8597003787722,6,15
