date,equity,cash_free,cash_pending,state_cash_effective,n_tickers,max_concentration,out_of_range_9_11,ret_cdi,variant,buffer_k,target_pct,hard_max_pct,offensive_sell_enabled,regime_defensive_used,def_sell_25_cum,def_sell_50_cum,def_sell_100_cum,off_sell_25_cum,quarantine_size,quarantine_entries_cum,cost_total_cum
2018-08-27,113989.26372791403,0.14212070694095852,1210.4102090281874,0,9,0.15465408487670565,0,0.00024583,V2,15,0.15,0.2,1,1,0,2,6,3,0,8,10819.046623898823
2018-08-28,115739.46077220797,0.7859350706203321,22582.816139076604,0,10,0.15001781667821024,0,0.00024583,V2,15,0.15,0.2,1,1,0,2,7,4,1,9,10819.046623898823
2018-08-29,116837.17079759116,0.27546394777639627,34506.01069810217,0,10,0.15084233365562938,0,0.00024583,V2,15,0.15,0.2,1,1,0,2,7,4,1,9,10819.046623898823
2018-08-30,117634.9014940167,34371.60153862282,70.65772123763999,0,10,0.15292388814143726,0,0.00024583,V2,15,0.15,0.2,1,1,0,2,7,4,1,9,10819.046623898823
2018-08-31,117257.19595322768,0.0612482937175616,211.5234210698903,0,10,0.15045978437466093,0,0.00024583,V2,15,0.15,0.2,1,1,0,2,7,4,0,9,10819.046623898823
2018-09-03,117043.54347020018,0.04047861470060276,16623.84322153211,0,9,0.1500208516112689,0,0.00024583,V2,15,0.15,0.2,1,1,0,2,7,4,0,9,10819.046623898823
2018-09-04,120589.73409692557,0.19298638678774888,1884.1565108714397,0,9,0.15010477514156392,0,0.00024583,V2,15,0.15,0.2,1,1,0,2,7,4,0,9,10819.046623898823
2018-09-05,120194.4150540222,0.03171424634962445,4581.747177826511,0,8,0.14990047575756366,1,0.00024583,V2,15,0.15,0.2,1,1,0,2,7,5,0,9,10819.046623898823
2018-09-06,118230.18957145036,0.02282051485677919,0.0,0,9,0.1499992376167383,0,0.00024583,V2,15,0.15,0.2,1,1,0,2,7,5,0,9,10819.046623898823
2018-09-10,118555.68010188501,0.022826124823946428,4176.4556250000005,0,9,0.15882667456078817,0,0.00024583,V2,15,0.15,0.2,1,1,1,2,7,5,1,10,10819.046623898823
2018-09-11,120896.49814514135,0.022831736170211895,6048.664092662795,0,9,0.15006952125047254,0,0.00024583,V2,15,0.15,0.2,1,1,1,2,7,5,0,10,10819.046623898823
2018-09-12,121754.62560714684,0.01985950658920496,963.2496101293126,0,9,0.1500813235750067,0,0.00024583,V2,15,0.15,0.2,1,1,1,2,7,5,0,10,10819.046623898823
2018-09-13,122021.10928300458,0.5930654080894052,17741.775391363917,0,10,0.15129114447553424,0,0.00024583,V2,15,0.15,0.2,1,1,1,2,7,5,0,10,10819.046623898823
2018-09-14,124148.18638671798,0.6893149346538973,17686.904446475422,0,10,0.1590774199590955,0,0.00024583,V2,15,0.15,0.2,1,1,1,2,7,5,0,10,10819.046623898823
2018-09-17,121926.69597921598,0.11755313273443743,1614.2171451499125,0,9,0.15038155676034665,0,0.00024583,V2,15,0.15,0.2,1,1,1,2,7,5,0,10,10819.046623898823
2018-09-18,121347.82139425159,0.1314443576412429,17961.3314035756,0,8,0.15011935869219442,1,0.00024583,V2,15,0.15,0.2,1,1,1,2,7,5,0,10,10819.046623898823
2018-09-19,119532.09255761105,0.1710883328742709,35647.253624470075,0,9,0.15009893074937994,0,0.00024583,V2,15,0.15,0.2,1,1,1,2,7,5,0,10,10819.046623898823
2018-09-20,118633.03284046998,2.379101723410587,98.16775411222726,0,10,0.15004313358210877,0,0.00024583,V2,15,0.15,0.2,1,1,1,2,7,5,0,10,10819.046623898823
2018-09-21,118547.56846823123,0.26651295911994877,31.34750932296,0,10,0.1551677544945132,0,0.00024583,V2,15,0.15,0.2,1,1,1,2,7,5,0,10,10819.046623898823
2018-09-24,120253.1097892055,0.1364063964278835,853.776712572759,0,10,0.15397720410896276,0,0.00024583,V2,15,0.15,0.2,1,0,1,2,7,5,0,10,10819.046623898823
2018-09-25,122436.92266240717,0.21035662811463926,18957.117487270385,0,9,0.15005080727491066,0,0.00024583,V2,15,0.15,0.2,1,0,1,2,7,5,0,10,10819.046623898823
2018-09-26,122520.1786219775,0.22251193498465305,18483.1680525,0,9,0.15308021267147975,0,0.00024583,V2,15,0.15,0.2,1,0,1,2,7,5,0,10,10819.046623898823
2018-09-27,121605.98501498063,2.2072585590751186,921.6595275,0,10,0.15109485203574893,0,0.00024583,V2,15,0.15,0.2,1,0,1,2,7,5,0,10,10819.046623898823
2018-09-28,120562.72199110492,125.63448204564561,354.95124,0,10,0.1513946594427422,0,0.00024583,V2,15,0.15,0.2,1,1,1,2,7,5,0,10,10819.046623898823
2018-10-01,120459.39254122348,2.636663832500574,267.874010942952,0,10,0.15349845841553833,0,0.0002462,V2,15,0.15,0.2,1,1,1,2,7,5,0,10,10819.046623898823
2018-10-02,117295.79967659166,0.27879109192481094,993.17664375,0,9,0.1532492727750021,0,0.0002462,V2,15,0.15,0.2,1,1,1,2,7,5,0,10,10819.046623898823
2018-10-03,114919.11703098014,0.0009186823551897673,17940.97053496069,0,9,0.15009173795992653,0,0.0002462,V2,15,0.15,0.2,1,1,1,2,8,5,1,11,10819.046623898823
2018-10-04,114621.07463824307,0.2818421224107637,3609.196010122257,0,9,0.1575579484528857,0,0.0002462,V2,15,0.15,0.2,1,1,2,2,8,5,1,12,10819.046623898823
2018-10-05,112810.68355663927,0.09711403967913246,20248.769802628667,0,9,0.15145985700389294,0,0.0002462,V2,15,0.15,0.2,1,1,2,2,8,6,1,12,10819.046623898823
2018-10-08,110269.27494217975,0.0023884258365686716,15417.288662551358,0,9,0.15997043609155434,0,0.0002462,V2,15,0.15,0.2,1,1,2,2,8,6,1,12,10819.046623898823
2018-10-09,114956.80417600521,0.04567772635631711,11141.053043694077,0,9,0.15964442149854607,0,0.0002462,V2,15,0.15,0.2,1,1,3,2,9,6,1,13,10819.046623898823
