date,variant,ticker,event,score,z_prev,sell_pct,sold_shares,proceeds_net,trade_cost,settle_dt,is_rebalance_day,weight_before,weight_cap,value_sold_gross,split_factor,ratio_applied,shares_before,shares_after,buy_price_before,buy_price_after
2018-07-17,C10,N1TA34,rebalance_sell,,,1.0,47.0,14978.212001627253,3.74548937275,2018-07-18,1,,,,,,,,,
2018-07-17,C10,NFLX34,rebalance_sell,,,1.0,4821.0,14145.973317662168,3.5373776738340004,2018-07-18,1,,,,,,,,,
2018-07-17,C10,A1LG34,concentration_trim,,,,2.0,716.259171929625,0.179109570375,2018-07-18,1,0.1571284841883332,0.2,731.3134676334757,,,,,,
2018-07-17,C10,A1MD34,concentration_trim,,,,138.0,1125.0737644741876,0.2813387758125,2018-07-18,1,0.1610439139238188,0.2,1132.996675569033,,,,,,
2018-07-25,C10,N1TA34,defensive_sell,6.0,-2.924714306656562,1.0,1.0,302.15548224,0.07555776,2018-07-26,0,,,,,,,,,
2018-07-27,C10,A1LG34,defensive_sell,6.0,-3.0998434200374523,1.0,42.0,13801.4324730765,3.4512209235,2018-07-30,0,,,,,,,,,
2018-07-31,C10,A1MD34,concentration_trim,,,,169.0,1453.6135773570936,0.3634942679062499,2018-08-01,1,0.1648326907011041,0.2,1461.6703453623704,,,,,,
2018-07-31,C10,NFLX34,rebalance_sell,,,1.0,1.0,2.5335484644975,0.0006335455025,2018-08-01,1,,,,,,,,,
2018-07-31,C10,L1UL34,rebalance_sell,,,1.0,121.0,13621.201561821565,3.4061519284375,2018-08-01,1,,,,,,,,,
2018-07-31,C10,D1EX34,rebalance_sell,,,1.0,4.0,7.142286721815,0.001786018185,2018-08-01,1,,,,,,,,,
2018-07-31,C10,AMZO34,rebalance_sell,,,1.0,2.0,33.36220464318001,0.00834263682,2018-08-01,1,,,,,,,,,
2018-07-31,C10,D1VN34,rebalance_sell,,,1.0,59.0,9968.98202227725,2.49286872275,2018-08-01,1,,,,,,,,,
2018-08-09,C10,A2XO34,defensive_sell,6.0,-3.8303798830831393,1.0,1043.0,13070.851779367084,3.268530077361111,2018-08-10,0,,,,,,,,,
2018-08-14,C10,D1VN34,rebalance_sell,,,1.0,1.0,164.56054157699998,0.041150423,2018-08-15,1,,,,,,,,,
2018-08-14,C10,T2ER34,rebalance_sell,,,1.0,1638.0,14787.865805076002,3.6978909240000006,2018-08-15,1,,,,,,,,,
