date,equity,cash_free,cash_pending,state_cash_effective,n_tickers,max_concentration,out_of_target_band,ret_cdi,variant,top_n_param,buffer_k_param,rebalance_cadence_param,target_pct_param,hard_max_pct_param,max_weight_cap_param,is_rebalance_day,n_rebalance_days_cum,n_non_rebalance_days_cum,n_rebalance_sells_cum,n_concentration_trims_cum,regime_defensive_used,def_sell_25_cum,def_sell_50_cum,def_sell_100_cum,quarantine_size,quarantine_entries_cum,cost_total_cum
2018-07-02,99975.0070167183,1.5500597082655938,0.0,0,9,0.1500295522309067,0,0.00024583,C07,10,15,7,0.15,0.2,0.2,1,1,0,0,0,0,0,0,0,0,0,3716.4725674989095
2018-07-03,98332.97745611944,1.5504407594436767,0.0,0,9,0.15117565606750463,0,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,1,1,0,0,0,0,0,0,0,0,3716.4725674989095
2018-07-04,98681.63500396832,1.5508219042955704,0.0,0,9,0.15117566390544795,0,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,1,2,0,0,0,0,0,0,0,0,3716.4725674989095
2018-07-05,100220.80615025484,1.5512031428443032,0.0,0,9,0.153504349954392,0,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,1,3,0,0,0,0,0,0,0,0,3716.4725674989095
2018-07-06,102890.16634399511,1.5515844751129084,0.0,0,9,0.15810784709601572,0,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,1,4,0,0,0,0,0,0,0,0,3716.4725674989095
2018-07-10,101393.06359502513,1.5519659011244253,0.0,0,9,0.15894912456112778,0,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,1,5,0,0,0,0,0,0,0,0,3716.4725674989095
2018-07-11,100384.2805363409,1.5523474209018986,0.0,0,9,0.1576865835684256,0,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,1,6,0,0,1,0,0,0,0,0,3716.4725674989095
2018-07-12,102342.68053871456,0.08919399165998713,26183.078693874897,0,8,0.1503866172645131,1,0.00024583,C07,10,15,7,0.15,0.2,0.2,1,2,6,2,3,1,0,0,0,0,0,3716.4725674989095
2018-07-13,101665.29421682341,26189.604496028427,0.0,0,8,0.152363275927418,1,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,2,7,2,3,1,0,0,0,0,0,3716.4725674989095
2018-07-16,101842.55724145068,26196.04268650168,0.0,0,8,0.15105019048695753,1,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,2,8,2,3,1,0,0,0,0,0,3716.4725674989095
2018-07-17,102376.8521805543,26202.482459675302,0.0,0,8,0.1539570894913079,1,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,2,9,2,3,1,0,0,0,0,0,3716.4725674989095
2018-07-18,101859.10330444237,26208.92381593836,0.0,0,8,0.15469093996346625,1,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,2,10,2,3,1,0,0,0,0,0,3716.4725674989095
2018-07-19,101778.25875536303,26215.36675568003,0.0,0,8,0.15547920879680172,1,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,2,11,2,3,1,0,0,0,0,0,3716.4725674989095
2018-07-20,99883.30744089959,26221.811279289574,0.0,0,8,0.15623641601209126,1,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,2,12,2,3,1,0,0,0,0,0,3716.4725674989095
2018-07-23,99898.9842893489,0.19098201219397132,28871.50845335615,0,7,0.15043754680699317,1,0.00024583,C07,10,15,7,0.15,0.2,0.2,1,3,12,6,5,1,0,0,0,0,0,3716.4725674989095
2018-07-24,96925.76085802488,28878.796965240537,0.0,0,7,0.1511950086413655,1,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,3,13,6,5,1,0,0,0,0,0,3716.4725674989095
2018-07-25,97328.70365436963,28885.8962398985,0.0,0,7,0.15288262312463213,1,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,3,14,6,5,1,0,0,0,0,0,3716.4725674989095
2018-07-26,98552.13549241825,28892.99725977115,0.0,0,7,0.16452083590311806,1,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,3,15,6,5,1,0,0,0,0,0,3716.4725674989095
2018-07-27,96639.75724535201,28900.100025287516,13801.4324730765,0,6,0.17280361232284855,1,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,3,16,6,5,0,0,0,1,1,1,3716.4725674989095
2018-07-30,95851.48693616307,42712.02981609808,0.0,0,6,0.17859687595562368,1,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,3,17,6,5,0,0,0,1,1,1,3716.4725674989095
2018-07-31,95678.55363352632,42722.52971438777,0.0,0,6,0.1706681417948204,1,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,3,18,6,5,1,0,0,1,1,1,3716.4725674989095
2018-08-01,96239.60651094711,0.06864222655380231,11994.405055624318,0,9,0.1501001796631082,0,0.00024583,C07,10,15,7,0.15,0.2,0.2,1,4,18,9,6,1,0,0,1,1,1,3716.4725674989095
2018-08-02,97634.138433297,11997.422299320013,0.0,0,9,0.15141660648168953,0,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,4,19,9,6,1,0,0,1,0,1,3716.4725674989095
2018-08-03,96711.20601139854,12000.371625643853,0.0,0,9,0.15470837859923445,0,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,4,20,9,6,1,0,0,1,0,1,3716.4725674989095
2018-08-06,97476.68610006962,12003.321677000584,2.26651011078,0,9,0.1546622974187182,0,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,4,21,9,6,1,1,0,1,1,2,3716.4725674989095
2018-08-07,97778.57082902825,12008.5395208554,0.0,0,9,0.15481598206696187,0,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,4,22,9,6,1,1,0,1,1,2,3716.4725674989095
2018-08-08,97250.13613766161,12011.49158012581,0.0,0,9,0.15749971902680251,0,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,4,23,9,6,1,1,0,1,1,2,3716.4725674989095
2018-08-09,98307.4818079028,12014.444365100951,12682.360499251667,0,9,0.1600366700053674,0,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,4,24,9,6,1,1,0,2,1,3,3716.4725674989095
2018-08-10,105007.03584829498,0.04797874963130649,21887.397134701474,0,9,0.14997243196876417,0,0.00024583,C07,10,15,7,0.15,0.2,0.2,1,5,24,13,6,0,1,0,2,1,3,3716.4725674989095
2018-08-13,106575.53310136693,21892.82570408334,0.0,0,9,0.15500071496980505,0,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,5,25,13,6,0,1,0,2,1,3,3716.4725674989095
2018-08-14,107172.76582224484,21898.207617426175,0.0,0,9,0.1556964927234952,0,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,5,26,13,6,0,1,0,2,1,3,3716.4725674989095
2018-08-15,106841.68585158633,21903.590853804762,0.0,0,9,0.1549576092237802,0,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,5,27,13,6,1,1,0,2,1,3,3716.4725674989095
2018-08-16,106116.49702302912,21908.97541354435,0.0,0,9,0.15279760979873408,0,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,5,28,13,6,1,1,0,2,0,3,3716.4725674989095
2018-08-17,108512.13498354173,21914.36129697026,0.0,0,9,0.15411201138274916,0,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,5,29,13,6,1,1,0,2,0,3,3716.4725674989095
2018-08-20,108588.79380504171,21919.74850440789,0.0,0,9,0.15580106585744669,0,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,5,30,13,6,1,1,0,2,0,3,3716.4725674989095
2018-08-21,109818.94888895527,0.22132800521881438,29640.992228775533,0,9,0.15009000563387934,0,0.00024583,C07,10,15,7,0.15,0.2,0.2,1,6,30,16,9,0,1,0,2,0,3,3716.4725674989095
2018-08-22,111656.11026708844,29648.500256309413,0.0,0,9,0.15451756096222716,0,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,6,31,16,9,0,1,0,2,0,3,3716.4725674989095
2018-08-23,112980.91161814341,29655.78874712742,0.0,0,9,0.16280976232555974,0,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,6,32,16,9,0,1,0,2,0,3,3716.4725674989095
2018-08-24,115511.94352444627,29663.079029675122,0.0,0,9,0.17185014389701536,0,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,6,33,16,9,0,1,0,2,0,3,3716.4725674989095
2018-08-27,114838.53621319094,29670.371104392983,0.0,0,9,0.18134032714062018,0,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,6,34,16,9,1,1,0,2,0,3,3716.4725674989095
2018-08-28,116057.03782651189,29677.664971721573,16601.908485,0,8,0.18015327236125442,1,0.00024583,C07,10,15,7,0.15,0.2,0.2,0,6,35,16,9,1,1,0,3,1,4,3716.4725674989095
