date,variant,ticker,event,score,z_prev,sell_pct,sold_shares,proceeds_net,trade_cost,settle_dt,is_rebalance_day,weight_before,weight_cap,value_sold_gross
2021-04-22,C07,MNPR3,defensive_sell,5.0,-1.5751314378433567,0.5,2,2.5993500000000003,0.0006500000000000001,2021-04-26,0,,,
2021-04-26,C07,CRPG5,rebalance_sell,,,1.0,1,59.985,0.015,2021-04-28,1,,,
2021-04-26,C07,CRPG6,rebalance_sell,,,1.0,1,59.8750275,0.0149725,2021-04-28,1,,,
2021-04-26,C07,PTNT3,rebalance_sell,,,1.0,1,16.75581,0.00419,2021-04-28,1,,,
2021-04-26,C07,BRKM5,concentration_trim,,,,62,3347.163,0.837,2021-04-28,1,0.16878384235245464,0.2,3365.389629844314
2021-05-03,C07,PMAM3,defensive_sell,6.0,-4.5053425705296055,1.0,1376,22739.59368,5.686320000000001,2021-05-05,0,,,
2021-05-03,C07,BRKM5,defensive_sell,6.0,-2.7628476600327443,1.0,497,24863.66253,6.2174700000000005,2021-05-05,0,,,
2021-05-04,C07,PMAM3,defensive_sell,6.0,-2.0371285256154787,1.0,1,18.15546,0.00454,2021-05-06,0,,,
2021-05-05,C07,N1WS34,rebalance_sell,,,1.0,127,17866.167669168,4.467658832000001,2021-05-06,1,,,
2021-05-05,C07,ROMI3,rebalance_sell,,,1.0,1,28.449985725,0.007114275000000001,2021-05-07,1,,,
2021-05-05,C07,SLCE3,rebalance_sell,,,1.0,1057,24901.3439073,6.2268927000000005,2021-05-07,1,,,
2021-05-05,C07,PCAR3,concentration_trim,,,,130,1719.89891775,0.43008225,2021-05-07,1,0.15995946774553937,0.2,1731.9168951945758
2021-05-07,C07,PCAR3,defensive_sell,6.0,-2.585927121581778,1.0,1971,24132.211138575,6.034561425,2021-05-11,0,,,
2021-05-13,C07,N1UE34,defensive_sell,5.0,-2.4921091160919366,0.5,286,12685.103531100001,3.1720689,2021-05-14,0,,,
2021-05-14,C07,SLCE3,defensive_sell,6.0,-3.8932351215821606,1.0,1,22.354409999999998,0.00559,2021-05-18,1,,,
2021-05-14,C07,MNPR3,rebalance_sell,,,1.0,8,10.309422,0.002578,2021-05-18,1,,,
2021-05-14,C07,PCAR3,rebalance_sell,,,1.0,1,12.150261675,0.003038325,2021-05-18,1,,,
2021-05-14,C07,POSI3,concentration_trim,,,,44,493.55658,0.12342,2021-05-18,1,0.15286371546264654,0.2,496.0555501939234
2021-05-17,C07,RSUL3,defensive_sell,5.0,-1.911450350744109,0.5,2,0.19995000000000002,5e-05,2021-05-19,0,,,
2021-05-18,C07,RSUL3,defensive_sell,5.0,-1.829332172750263,0.5,1,0.09997500000000001,2.5e-05,2021-05-20,0,,,
2021-05-25,C07,FESA4,rebalance_sell,,,1.0,2631,22903.705141874998,5.727358125,2021-05-27,1,,,
2021-05-25,C07,RSUL3,rebalance_sell,,,1.0,1,0.09997500000000001,2.5e-05,2021-05-27,1,,,
2021-05-25,C07,PLAS3,concentration_trim,,,,172,2612.02683,0.6531699999999999,2021-05-27,1,0.16524001252767814,0.2,2618.407160854509
2021-05-25,C07,POSI3,concentration_trim,,,,96,1114.28136,0.27864,2021-05-27,1,0.15650224428551446,0.2,1117.1551363545077
2021-06-04,C07,N1UE34,rebalance_sell,,,1.0,286,13132.332589876502,3.2839041235000006,2021-06-07,1,,,
2021-06-04,C07,ORLY34,rebalance_sell,,,1.0,2,1.14724898442,0.00028688396709677423,2021-06-07,1,,,
2021-06-04,C07,BRKM3,concentration_trim,,,,26,1498.7852099999998,0.37478999999999996,2021-06-08,1,0.15812850539996426,0.2,1532.3773131936396
2021-06-04,C07,BRKM5,concentration_trim,,,,19,1119.0101774999998,0.2798225,2021-06-08,1,0.1562445492313183,0.2,1177.21353169364
2021-06-04,C07,POSI3,concentration_trim,,,,404,6292.7464199999995,1.57358,2021-06-08,1,0.18347078568907596,0.2,6309.855505068637
2021-06-15,C07,AZEV4,defensive_sell,6.0,-5.34870042594204,1.0,4646,12262.37364,3.06636,2021-06-17,1,,,
2021-06-15,C07,AZEV4,rebalance_sell,,,1.0,1,2.6393400000000002,0.00066,2021-06-17,1,,,
2021-06-15,C07,BRKM5,rebalance_sell,,,1.0,480,27540.3132,6.8868,2021-06-17,1,,,
2021-06-15,C07,BRKM3,concentration_trim,,,,17,983.8839675,0.24603250000000002,2021-06-17,1,0.1554640165092396,0.2,999.0038473580244
2021-06-15,C07,PATI3,concentration_trim,,,,46,4222.5812907,1.0559093000000002,2021-06-17,1,0.17325799975315867,0.2,4252.329752233025
2021-06-15,C07,PLAS3,concentration_trim,,,,239,4107.3828975,1.0271025,2021-06-17,1,0.17252811603622548,0.2,4118.859138628028
2021-06-24,C07,BOBR3,rebalance_sell,,,1.0,1,0.99975,0.00025,2021-06-28,1,,,
2021-06-24,C07,BRKM3,rebalance_sell,,,1.0,474,26655.834375,6.665625,2021-06-28,1,,,
2021-06-24,C07,BRKM5,rebalance_sell,,,1.0,1,56.885774999999995,0.014225,2021-06-28,1,,,
2021-06-24,C07,ENMT3,rebalance_sell,,,1.0,68,4146.28317,1.03683,2021-06-28,1,,,
2021-06-24,C07,MNPR3,rebalance_sell,,,1.0,19,32.61484425,0.008155750000000002,2021-06-28,1,,,
2021-06-24,C07,POSI3,rebalance_sell,,,1.0,1815,23806.8468,5.953200000000001,2021-06-28,1,,,
2021-06-24,C07,PATI3,concentration_trim,,,,11,1049.737000125,0.262499875,2021-06-28,1,0.1561719509543596,0.2,1127.9426692375891
2021-06-24,C07,PLAS3,concentration_trim,,,,29,507.373125,0.12687500000000002,2021-06-28,1,0.15282943225855725,0.2,517.0865442188369
2021-07-05,C07,NVDC34,rebalance_sell,,,1.0,1,2.165489248560937,0.0005415076890624999,2021-07-06,1,,,
2021-07-05,C07,POSI3,rebalance_sell,,,1.0,1,12.136965,0.0030350000000000004,2021-07-07,1,,,
2021-07-05,C07,WIZC3,concentration_trim,,,,93,1529.4675375,0.3824625,2021-07-07,1,0.15866315958106816,0.2,1538.5920399262686
2021-07-06,C07,MNPR3,defensive_sell,6.0,-2.3643064151265967,1.0,1,1.4316419999999999,0.000358,2021-07-08,0,,,
2021-07-15,C07,PLAS3,rebalance_sell,,,1.0,1608,25592.960160000002,6.39984,2021-07-19,1,,,
2021-07-15,C07,TECN3,rebalance_sell,,,1.0,2,5.618595,0.001405,2021-07-19,1,,,
2021-07-15,C07,MGEL4,concentration_trim,,,,194,4664.5335749999995,1.166425,2021-07-19,1,0.17514569464657515,0.2,4682.081202909059
2021-07-15,C07,MNDL3,concentration_trim,,,,347,1441.875540975,0.360559025,2021-07-19,1,0.15775000985660445,0.2,1443.0282666590574
2021-07-15,C07,WIZC3,concentration_trim,,,,25,437.8905,0.1095,2021-07-19,1,0.15243243031599488,0.2,452.91025051280667
2021-07-26,C07,PATI3,rebalance_sell,,,1.0,286,24199.958897399996,6.051502599999999,2021-07-28,1,,,
2021-07-26,C07,PTBL3,rebalance_sell,,,1.0,831,13292.676,3.3240000000000003,2021-07-28,1,,,
2021-07-26,C07,TECN3,rebalance_sell,,,1.0,1,2.7693075,0.0006925,2021-07-28,1,,,
2021-07-26,C07,MGEL4,concentration_trim,,,,89,2332.1068275000002,0.5831725,2021-07-28,1,0.1625719164444663,0.2,2355.2071418299856
2021-07-26,C07,VAMO3,concentration_trim,,,,141,2080.6960959000003,0.5203041,2021-07-28,1,0.16112582997066438,0.2,2084.2926177049812
2021-07-30,C07,ORLY34,defensive_sell,6.0,-2.9820454970912644,1.0,3,1.99474437888,0.0004988107974193549,2021-08-02,0,,,
2021-08-04,C07,WIZC3,defensive_sell,4.0,-0.9449001407345007,0.25,398,6764.3085,1.6915,2021-08-06,1,,,
2021-08-04,C07,ENMT3,rebalance_sell,,,1.0,1,64.98375,0.01625,2021-08-06,1,,,
2021-08-04,C07,MGEL4,rebalance_sell,,,1.0,1072,25592.960160000002,6.39984,2021-08-06,1,,,
2021-08-04,C07,MNDL3,rebalance_sell,,,1.0,6917,28062.860230575,7.017469425,2021-08-06,1,,,
2021-08-04,C07,PATI3,rebalance_sell,,,1.0,2,171.957,0.043000000000000003,2021-08-06,1,,,
2021-08-04,C07,PLAS3,rebalance_sell,,,1.0,1,16.265932499999998,0.0040675,2021-08-06,1,,,
2021-08-04,C07,RSUL4,rebalance_sell,,,1.0,478,37274.679,9.321,2021-08-06,1,,,
2021-08-04,C07,SIMH3,rebalance_sell,,,1.0,157,5229.14738625,1.30761375,2021-08-06,1,,,
2021-08-04,C07,VAMO3,rebalance_sell,,,1.0,1904,27839.0385,6.9615,2021-08-06,1,,,
2021-08-04,C07,WIZC3,rebalance_sell,,,1.0,1197,20343.91275,5.08725,2021-08-06,1,,,
2021-08-13,C07,MGEL4,rebalance_sell,,,1.0,1,21.9945,0.0055,2021-08-17,1,,,
2021-08-13,C07,MNDL3,rebalance_sell,,,1.0,3,11.674580625,0.002919375,2021-08-17,1,,,
2023-07-12,C07,ALPK3,defensive_sell,5.0,-1.1701258854908632,0.5,3524,17791.75095,4.449050000000001,2023-07-14,1,,,
2023-07-12,C07,ALPK3,rebalance_sell,,,1.0,3525,17796.7996875,4.4503125,2023-07-14,1,,,
