date,equity,cash_free,cash_pending,state_cash_effective,n_tickers,max_concentration,out_of_range_9_11,ret_cdi,variant,buffer_k,regime_defensive_used,def_sell_25_cum,def_sell_50_cum,def_sell_100_cum,quarantine_size,quarantine_entries_cum,cost_total_cum,top_n_param,buffer_k_param,rebalance_cadence_param,target_pct_param,hard_max_pct_param,max_weight_cap_param,is_rebalance_day,n_rebalance_days_cum,n_non_rebalance_days_cum,out_of_target_band,n_rebalance_sells_cum,n_concentration_trims_cum
2021-11-29,343633.0792510645,343633.0792510645,0.0,1,0,0.0,0,0.00029256,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,843,0,0,1025,821
2021-11-30,343733.61254473025,343733.61254473025,0.0,1,0,0.0,0,0.00029256,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,844,0,0,1025,821
2021-12-01,343834.1752504164,343834.1752504164,0.0,1,0,0.0,0,0.00029256,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,845,0,0,1025,821
2021-12-02,343934.7673767277,343934.7673767277,0.0,1,0,0.0,0,0.00029256,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,846,0,0,1025,821
2021-12-03,344035.3889322715,344035.3889322715,0.0,1,0,0.0,0,0.00029256,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,847,0,0,1025,821
2021-12-06,344136.0399256576,344136.0399256576,0.0,1,0,0.0,0,0.00029256,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,848,0,0,1025,821
2021-12-07,344236.7203654983,344236.7203654983,0.0,1,0,0.0,0,0.00029256,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,849,0,0,1025,821
2021-12-08,344337.43026040844,344337.43026040844,0.0,1,0,0.0,0,0.00029256,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,850,0,0,1025,821
2021-12-09,344457.0840740496,344457.0840740496,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,851,0,0,1025,821
2021-12-10,344576.7794661945,344576.7794661945,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,852,0,0,1025,821
2021-12-13,344696.5164512912,344696.5164512912,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,853,0,0,1025,821
2021-12-14,344816.29504379287,344816.29504379287,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,854,0,0,1025,821
2021-12-15,344936.11525815766,344936.11525815766,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,855,0,0,1025,821
2021-12-16,345055.97710884875,345055.97710884875,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,856,0,0,1025,821
2021-12-17,345175.8806103343,345175.8806103343,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,857,0,0,1025,821
2021-12-20,345295.8257770876,345295.8257770876,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,858,0,0,1025,821
2021-12-21,345415.81262358685,345415.81262358685,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,859,0,0,1025,821
2021-12-22,345535.8411643154,345535.8411643154,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,860,0,0,1025,821
2021-12-23,345655.9114137616,345655.9114137616,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,861,0,0,1025,821
2021-12-27,345776.0233864188,345776.0233864188,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,862,0,0,1025,821
2021-12-28,345896.17709678534,345896.17709678534,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,863,0,0,1025,821
2021-12-29,346016.3725593647,346016.3725593647,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,864,0,0,1025,821
2021-12-30,346136.6097886654,346136.6097886654,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,865,0,0,1025,821
2022-01-03,346256.8887992008,346256.8887992008,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,866,0,0,1025,821
2022-01-04,346377.2096054897,346377.2096054897,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,867,0,0,1025,821
2022-01-05,346497.5722220555,346497.5722220555,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,868,0,0,1025,821
2022-01-06,346617.97666342696,346617.97666342696,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,869,0,0,1025,821
2022-01-07,346738.4229441377,346738.4229441377,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,870,0,0,1025,821
2022-01-10,346858.9110787266,346858.9110787266,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,871,0,0,1025,821
2022-01-11,346979.44108173734,346979.44108173734,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,872,0,0,1025,821
2022-01-12,347100.0129677188,347100.0129677188,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,873,0,0,1025,821
2022-01-13,347220.626751225,347220.626751225,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,874,0,0,1025,821
2022-01-14,347341.2824468148,347341.2824468148,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,875,0,0,1025,821
2022-01-17,347461.9800690522,347461.9800690522,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,876,0,0,1025,821
2022-01-18,347582.7196325064,347582.7196325064,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,877,0,0,1025,821
2022-01-19,347703.5011517515,347703.5011517515,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,878,0,0,1025,821
2022-01-20,347824.3246413667,347824.3246413667,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,879,0,0,1025,821
2022-01-21,347945.19011593633,347945.19011593633,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,880,0,0,1025,821
2022-01-24,348066.0975900497,348066.0975900497,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,881,0,0,1025,821
2022-01-25,348187.0470783013,348187.0470783013,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,882,0,0,1025,821
2022-01-26,348308.03859529056,348308.03859529056,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,883,0,0,1025,821
2022-01-27,348429.07215562207,348429.07215562207,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,884,0,0,1025,821
2022-01-28,348550.1477739054,348550.1477739054,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,885,0,0,1025,821
2022-01-31,348671.26546475536,348671.26546475536,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,886,0,0,1025,821
2022-02-01,348792.4252427917,348792.4252427917,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,887,0,0,1025,821
2022-02-02,348913.62712263933,348913.62712263933,0.0,1,0,0.0,0,0.00034749,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,888,0,0,1025,821
2022-02-03,349053.77874838194,349053.77874838194,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,889,0,0,1025,821
2022-02-04,349193.9866702296,349193.9866702296,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,890,0,0,1025,821
2022-02-07,349334.2509107953,349334.2509107953,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,891,0,0,1025,821
2022-02-08,349474.5714927011,349474.5714927011,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,892,0,0,1025,821
2022-02-09,349614.9484385783,349614.9484385783,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,893,0,0,1025,821
2022-02-10,349755.3817710671,349755.3817710671,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,894,0,0,1025,821
2022-02-11,349895.87151281687,349895.87151281687,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,895,0,0,1025,821
2022-02-14,350036.4176864861,350036.4176864861,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,896,0,0,1025,821
2022-02-15,350177.02031474246,350177.02031474246,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,897,0,0,1025,821
2022-02-16,350317.67942026246,350317.67942026246,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,898,0,0,1025,821
2022-02-17,350458.395025732,350458.395025732,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,899,0,0,1025,821
2022-02-18,350599.1671538459,350599.1671538459,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,900,0,0,1025,821
2022-02-21,350739.9958273082,350739.9958273082,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,901,0,0,1025,821
2022-02-22,350880.8810688321,350880.8810688321,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,902,0,0,1025,821
2022-02-23,351021.82290113985,351021.82290113985,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,903,0,0,1025,821
2022-02-24,351162.8213469628,351162.8213469628,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,904,0,0,1025,821
2022-02-25,351303.8764290414,351303.8764290414,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,905,0,0,1025,821
2022-03-02,351444.9881701254,351444.9881701254,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,906,0,0,1025,821
2022-03-03,351586.1565929736,351586.1565929736,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,907,0,0,1025,821
2022-03-04,351727.3817203538,351727.3817203538,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,908,0,0,1025,821
2022-03-07,351868.6635750432,351868.6635750432,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,909,0,0,1025,821
2022-03-08,352010.002179828,352010.002179828,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,910,0,0,1025,821
2022-03-09,352151.3975575036,352151.3975575036,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,911,0,0,1025,821
2022-03-10,352292.84973087447,352292.84973087447,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,912,0,0,1025,821
2022-03-11,352434.35872275435,352434.35872275435,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,913,0,0,1025,821
2022-03-14,352575.9245559661,352575.9245559661,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,914,0,0,1025,821
2022-03-15,352717.5472533417,352717.5472533417,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,915,0,0,1025,821
2022-03-16,352859.2268377224,352859.2268377224,0.0,1,0,0.0,0,0.00040168,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,916,0,0,1025,821
2022-03-17,353013.563934949,353013.563934949,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,917,0,0,1025,821
2022-03-18,353167.96853767853,353167.96853767853,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,918,0,0,1025,821
2022-03-21,353322.4406754373,353322.4406754373,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,919,0,0,1025,821
2022-03-22,353476.9803777643,353476.9803777643,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,920,0,0,1025,821
2022-03-23,353631.58767421177,353631.58767421177,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,921,0,0,1025,821
2022-03-24,353786.2625943446,353786.2625943446,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,922,0,0,1025,821
2022-03-25,353941.0051677408,353941.0051677408,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,923,0,0,1025,821
2022-03-28,354095.8154239912,354095.8154239912,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,924,0,0,1025,821
2022-03-29,354250.6933926995,354250.6933926995,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,925,0,0,1025,821
2022-03-30,354405.6391034826,354405.6391034826,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,926,0,0,1025,821
2022-03-31,354560.6525859701,354560.6525859701,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,927,0,0,1025,821
2022-04-01,354715.7338698047,354715.7338698047,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,928,0,0,1025,821
2022-04-04,354870.88298464206,354870.88298464206,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,929,0,0,1025,821
2022-04-05,355026.0999601507,355026.0999601507,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,930,0,0,1025,821
2022-04-06,355181.3848260123,355181.3848260123,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,931,0,0,1025,821
2022-04-07,355336.7376119214,355336.7376119214,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,932,0,0,1025,821
2022-04-08,355492.1583475855,355492.1583475855,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,933,0,0,1025,821
2022-04-11,355647.64706272515,355647.64706272515,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,934,0,0,1025,821
2022-04-12,355803.203787074,355803.203787074,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,935,0,0,1025,821
2022-04-13,355958.82855037844,355958.82855037844,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,936,0,0,1025,821
2022-04-14,356114.52138239815,356114.52138239815,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,937,0,0,1025,821
2022-04-18,356270.28231290565,356270.28231290565,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,938,0,0,1025,821
2022-04-19,356426.1113716865,356426.1113716865,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,939,0,0,1025,821
2022-04-20,356582.0085885394,356582.0085885394,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,940,0,0,1025,821
2022-04-22,356737.97399327595,356737.97399327595,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,941,0,0,1025,821
2022-04-25,356894.0076157209,356894.0076157209,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,942,0,0,1025,821
2022-04-26,357050.109485712,357050.109485712,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,943,0,0,1025,821
2022-04-27,357206.2796331,357206.2796331,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,944,0,0,1025,821
2022-04-28,357362.5180877488,357362.5180877488,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,945,0,0,1025,821
2022-04-29,357518.8248795352,357518.8248795352,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,946,0,0,1025,821
2022-05-02,357675.20003834926,357675.20003834926,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,947,0,0,1025,821
2022-05-03,357831.6435940941,357831.6435940941,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,948,0,0,1025,821
2022-05-04,357988.15557668573,357988.15557668573,0.0,1,0,0.0,0,0.00043739,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,949,0,0,1025,821
2022-05-05,358157.4087967608,358157.4087967608,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,950,0,0,1025,821
2022-05-06,358326.74203806574,358326.74203806574,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,951,0,0,1025,821
2022-05-09,358496.15533843386,358496.15533843386,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,952,0,0,1025,821
2022-05-10,358665.6487357163,358665.6487357163,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,953,0,0,1025,821
2022-05-11,358835.222267782,358835.222267782,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,954,0,0,1025,821
2022-05-12,359004.87597251794,359004.87597251794,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,955,0,0,1025,821
2022-05-13,359174.60988782893,359174.60988782893,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,956,0,0,1025,821
2022-05-16,359344.42405163776,359344.42405163776,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,957,0,0,1025,821
2022-05-17,359514.3185018851,359514.3185018851,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,958,0,0,1025,821
2022-05-18,359684.2932765296,359684.2932765296,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,959,0,0,1025,821
2022-05-19,359854.34841354773,359854.34841354773,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,960,0,0,1025,821
2022-05-20,360024.48395093414,360024.48395093414,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,961,0,0,1025,821
2022-05-23,360194.69992670126,360194.69992670126,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,962,0,0,1025,821
2022-05-24,360364.9963788796,360364.9963788796,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,963,0,0,1025,821
2022-05-25,360535.3733455175,360535.3733455175,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,964,0,0,1025,821
2022-05-26,360705.8308646815,360705.8308646815,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,965,0,0,1025,821
2022-05-27,360876.3689744559,360876.3689744559,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,966,0,0,1025,821
2022-05-30,361046.98771294334,361046.98771294334,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,967,0,0,1025,821
2022-05-31,361217.6871182641,361217.6871182641,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,968,0,0,1025,821
2022-06-01,361388.4672285567,361388.4672285567,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,969,0,0,1025,821
2022-06-02,361559.32808197767,361559.32808197767,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,970,0,0,1025,821
2022-06-03,361730.2697167015,361730.2697167015,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,971,0,0,1025,821
2022-06-06,361901.2921709209,361901.2921709209,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,972,0,0,1025,821
2022-06-07,362072.3954828463,362072.3954828463,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,973,0,0,1025,821
2022-06-08,362243.5796907066,362243.5796907066,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,974,0,0,1025,821
2022-06-09,362414.8448327486,362414.8448327486,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,975,0,0,1025,821
2022-06-10,362586.190947237,362586.190947237,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,976,0,0,1025,821
2022-06-13,362757.6180724549,362757.6180724549,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,977,0,0,1025,821
2022-06-14,362929.1262467034,362929.1262467034,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,978,0,0,1025,821
2022-06-15,363100.7155083015,363100.7155083015,0.0,1,0,0.0,0,0.00047279,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,979,0,0,1025,821
2022-06-17,363278.7692061653,363278.7692061653,0.0,1,0,0.0,0,0.00049037,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,980,0,0,1025,821
2022-06-20,363456.910216221,363456.910216221,0.0,1,0,0.0,0,0.00049037,C01,15,1,34,19,84,1,129,10868.652008197152,10,15,1,0.15,0.2,0.2,1,981,0,0,1025,821
