date,equity,cash_free,cash_pending,state_cash_effective,n_tickers,max_concentration,out_of_range_9_11,ret_cdi,variant,buffer_k,regime_defensive_used,def_sell_25_cum,def_sell_50_cum,def_sell_100_cum,quarantine_size,quarantine_entries_cum,cost_total_cum,top_n_param,buffer_k_param,rebalance_cadence_param,target_pct_param,hard_max_pct_param,max_weight_cap_param,is_rebalance_day,n_rebalance_days_cum,n_non_rebalance_days_cum,out_of_target_band,n_rebalance_sells_cum,n_concentration_trims_cum
2020-04-28,171418.58674194998,4.158275415973267,3.2891775,0,10,0.1497757193574908,0,0.00014227,C01,15,1,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,450,0,0,585,492
2020-04-29,168056.1574798011,1.9744816915247083,0.99975,0,10,0.1544369715112608,0,0.00014227,C01,15,1,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,451,0,0,585,492
2020-04-30,170287.88723617335,0.495239465955311,1663.827759045,0,11,0.1512529306578223,0,0.00014227,C01,15,1,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,452,0,0,585,494
2020-05-04,177233.77038668,1311.5954064222583,2.5397603711325,0,10,0.14987411450489,0,0.00014227,C01,15,1,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,453,0,0,586,494
2020-05-05,177302.10828808727,2.847979154547847,0.0,0,10,0.1575020542643087,0,0.00014227,C01,15,0,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,454,0,0,586,494
2020-05-06,179006.65767356343,0.2102509304783195,679.5170082674999,0,11,0.1524519743821702,0,0.00014227,C01,15,0,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,455,0,0,586,495
2020-05-07,186412.70335776356,6.946458925621263,25195.2263692054,0,10,0.1502001852712465,0,0.0001134499999999,C01,15,0,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,456,0,0,588,496
2020-05-08,185405.14298224577,0.0426310759488922,997.2532215173752,0,10,0.150695521949062,0,0.0001134499999999,C01,15,0,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,457,0,0,590,496
2020-05-11,190026.24715166615,0.052943047497439,234.77545146,0,10,0.1499950078783108,0,0.0001134499999999,C01,15,0,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,458,0,0,592,496
2020-05-12,185309.97447978865,0.0331757988022955,3.813944447332032,0,9,0.1521618485413768,0,0.0001134499999999,C01,15,1,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,459,0,0,594,496
2020-05-13,191558.90095394396,0.0763916755993058,28380.376578594256,0,10,0.1523314509338085,0,0.0001134499999999,C01,15,1,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,460,0,0,596,496
2020-05-14,192330.72746480576,0.8457193587589651,27129.957323250343,0,10,0.1511841772153688,0,0.0001134499999999,C01,15,1,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,461,0,0,600,497
2020-05-15,192540.8380025685,7.223416451441931,1.5996,0,10,0.1522927941372304,0,0.0001134499999999,C01,15,1,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,462,0,0,601,497
2020-05-18,193482.88658807863,2.6289108286678267,5507.622750000001,0,10,0.1500481541905462,0,0.0001134499999999,C01,15,1,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,463,0,0,601,498
2020-05-19,187937.28529530775,3275.198931211832,0.0,0,10,0.1498989825362948,0,0.0001134499999999,C01,15,1,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,464,0,0,601,498
2020-05-20,189180.5781110541,279.3322624701587,0.0,0,10,0.1519921650642205,0,0.0001134499999999,C01,15,1,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,465,0,0,601,498
2020-05-21,181153.3749713277,16.34320860272174,0.0,0,10,0.1491882953738927,0,0.0001134499999999,C01,15,1,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,466,0,0,601,498
2020-05-22,182507.732003786,0.6499839910405949,9.581400274944,0,10,0.1498717986382767,0,0.0001134499999999,C01,15,1,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,467,0,0,602,498
2020-05-25,179119.97103936045,0.8232401644826136,3.299175,0,10,0.1498715910427485,0,0.0001134499999999,C01,15,1,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,468,0,0,603,498
2020-05-26,166503.7396960025,0.0230427783892741,12.207368350761,0,10,0.1541947076143443,0,0.0001134499999999,C01,15,1,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,469,0,0,604,498
2020-05-27,160746.83284742496,0.0663351932242503,21539.31177879168,0,9,0.1516441697058947,0,0.0001134499999999,C01,15,1,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,470,0,0,606,501
2020-05-28,166703.2245569536,1.0207897721135626,73780.58015330564,0,10,0.1502502190348616,0,0.0001134499999999,C01,15,1,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,471,0,0,610,502
2020-05-29,173457.75842466793,0.3353048785456425,1028.6668144536338,0,10,0.1501930656379048,0,0.0001134499999999,C01,15,1,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,472,0,0,612,503
2020-06-01,171602.4316216697,0.5456664431179731,580.7370157854139,0,10,0.1515816660439167,0,0.0001134499999999,C01,15,0,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,473,0,0,614,504
2020-06-02,167885.64102549685,0.058719970078836,597.6589841875925,0,10,0.1513456338405646,0,0.0001134499999999,C01,15,0,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,474,0,0,616,505
2020-06-03,161478.2407334879,11.248341923002686,31.4918386716,0,10,0.1506316813940595,0,0.0001134499999999,C01,15,1,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,475,0,0,617,506
2020-06-04,161185.83507168235,0.0118062120700452,19917.492311450907,0,10,0.1535870467770355,0,0.0001134499999999,C01,15,1,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,476,0,0,619,507
2020-06-05,156660.94406177814,19615.53045521187,21975.516815107967,0,10,0.1500900541744323,0,0.0001134499999999,C01,15,1,25,12,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,477,0,0,621,508
2020-06-08,157723.94981951173,0.5887761550218149,22443.554053075,0,9,0.1501919357299438,0,0.0001134499999999,C01,15,1,25,13,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,478,0,0,624,508
2020-06-09,181274.87321341745,0.7419398604065816,89830.62559924799,0,7,0.1499405014044615,1,0.0001134499999999,C01,15,1,25,13,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,479,0,1,630,508
2020-06-10,183173.9186942691,0.8952906675859467,42769.9800212025,0,8,0.1531085910697255,1,0.0001134499999999,C01,15,1,25,13,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,480,0,1,631,508
2020-06-12,178249.50965592693,29.300513286615693,3882.823986175365,0,10,0.1501182471735409,0,0.0001134499999999,C01,15,1,25,13,68,0,101,10868.652008197152,10,15,1,0.15,0.2,0.2,1,481,0,0,631,510
2020-06-15,180198.68990289088,0.1117533889636031,23656.60284804285,0,8,0.1596050154609842,1,0.0001134499999999,C01,15,1,26,13,68,1,102,10868.652008197152,10,15,1,0.15,0.2,0.2,1,482,0,1,634,512
2020-06-16,185377.08799074852,0.2635388823657719,33619.92305071669,0,9,0.1503792056486032,0,0.0001134499999999,C01,15,1,26,13,68,1,102,10868.652008197152,10,15,1,0.15,0.2,0.2,1,483,0,0,635,514
2020-06-17,187464.82206644685,0.9962293450293636,48526.7887827216,0,6,0.1502280761326934,1,0.0001134499999999,C01,15,0,26,13,68,1,102,10868.652008197152,10,15,1,0.15,0.2,0.2,1,484,0,1,638,515
2020-06-18,190662.31155845977,0.8697751199010427,21998.340455646005,0,8,0.1546490237133929,1,8.442e-05,C01,15,0,26,13,68,1,102,10868.652008197152,10,15,1,0.15,0.2,0.2,1,485,0,1,638,516
2020-06-19,191261.9050614689,0.6545991348646915,48830.19388120352,0,7,0.1500149743266087,1,8.442e-05,C01,15,0,26,13,68,1,102,10868.652008197152,10,15,1,0.15,0.2,0.2,1,486,0,1,641,517
2020-06-22,190483.461966084,0.0313637687891128,18970.627318436967,0,9,0.1508192458824336,0,8.442e-05,C01,15,1,26,13,68,1,102,10868.652008197152,10,15,1,0.15,0.2,0.2,1,487,0,0,643,518
2020-06-23,193108.4599949282,0.1651845049052685,26885.247775807875,0,10,0.1581219434964266,0,8.442e-05,C01,15,1,26,13,68,0,102,10868.652008197152,10,15,1,0.15,0.2,0.2,1,488,0,0,645,518
2020-06-24,190293.5168552317,0.3689103285640553,30385.60189316725,0,8,0.1521686333750886,1,8.442e-05,C01,15,1,26,13,68,0,102,10868.652008197152,10,15,1,0.15,0.2,0.2,1,489,0,1,649,520
2020-06-25,193684.754321064,0.4485558830880456,4632.519895696181,0,9,0.1532771563147103,0,8.442e-05,C01,15,1,26,13,68,0,102,10868.652008197152,10,15,1,0.15,0.2,0.2,1,490,0,0,651,522
2020-06-26,191622.6804851261,0.1329491606395405,31724.30959711643,0,9,0.1500298656047217,0,8.442e-05,C01,15,1,26,13,68,0,102,10868.652008197152,10,15,1,0.15,0.2,0.2,1,491,0,0,653,524
2020-06-29,191989.74413207755,0.2420494844496285,2623.4722623264,0,10,0.1602168914754058,0,8.442e-05,C01,15,1,26,13,68,0,102,10868.652008197152,10,15,1,0.15,0.2,0.2,1,492,0,0,654,525
2020-06-30,193894.53866485757,0.0088333656090014,57413.20739029633,0,9,0.155197430764222,0,8.442e-05,C01,15,1,26,13,68,0,102,10868.652008197152,10,15,1,0.15,0.2,0.2,1,493,0,0,659,527
2020-07-01,198344.43716578023,0.3408260370229967,59909.9200764834,0,8,0.1515605904030182,1,8.442e-05,C01,15,1,26,13,68,0,102,10868.652008197152,10,15,1,0.15,0.2,0.2,1,494,0,1,663,530
2020-07-02,197396.5994951985,0.1438615088679233,3743.7528162313806,0,9,0.1500192110692987,0,8.442e-05,C01,15,1,26,13,68,0,102,10868.652008197152,10,15,1,0.15,0.2,0.2,1,495,0,0,665,531
2020-07-03,201001.70848132344,0.0018835535991167,31580.1529875,0,9,0.1504810841088471,0,8.442e-05,C01,15,1,26,13,69,1,103,10868.652008197152,10,15,1,0.15,0.2,0.2,1,496,0,0,666,531
2020-07-06,199903.4629166748,0.0018837126087116,31582.50739875,0,8,0.1532899908430947,1,8.442e-05,C01,15,1,26,13,69,1,103,10868.652008197152,10,15,1,0.15,0.2,0.2,1,497,0,1,667,531
2020-07-07,196852.3772207669,0.1740183310126009,29232.591144719994,0,10,0.1539256602881676,0,8.442e-05,C01,15,1,26,13,69,1,103,10868.652008197152,10,15,1,0.15,0.2,0.2,1,498,0,0,669,532
2020-07-08,202927.6161043804,1.0629133880683468,3544.8638930866664,0,9,0.1525334151862234,0,8.442e-05,C01,15,1,26,13,69,0,103,10868.652008197152,10,15,1,0.15,0.2,0.2,1,499,0,0,671,536
2020-07-09,205898.9235638267,0.6596979139941377,3381.0906150627284,0,8,0.1500394205529854,1,8.442e-05,C01,15,0,26,13,69,0,103,10868.652008197152,10,15,1,0.15,0.2,0.2,1,500,0,1,672,539
2020-07-10,209176.93194142968,1.0508480797039452,33098.364019830005,0,7,0.1500038494148378,1,8.442e-05,C01,15,0,26,13,69,0,103,10868.652008197152,10,15,1,0.15,0.2,0.2,1,501,0,1,674,540
2020-07-13,202932.35554517544,0.9353915146113604,871.9719525,0,9,0.154815134903444,0,8.442e-05,C01,15,0,26,13,69,0,103,10868.652008197152,10,15,1,0.15,0.2,0.2,1,502,0,0,674,541
2020-07-14,206662.4183571064,0.7620128689575785,19825.13249240536,0,9,0.153178947342515,0,8.442e-05,C01,15,1,26,13,69,0,103,10868.652008197152,10,15,1,0.15,0.2,0.2,1,503,0,0,675,543
2020-07-15,208878.24258326637,0.9409346592099168,4527.270678661098,0,10,0.1501592488145182,0,8.442e-05,C01,15,1,26,13,69,0,103,10868.652008197152,10,15,1,0.15,0.2,0.2,1,504,0,0,676,546
2020-07-16,207115.41218339227,1.0837973067536466,4328.028597047975,0,9,0.1504475194362121,0,8.442e-05,C01,15,1,26,13,69,0,103,10868.652008197152,10,15,1,0.15,0.2,0.2,1,505,0,0,677,547
2020-07-17,208488.41156054704,0.8790834782616107,1928.3178,0,10,0.1513369484847218,0,8.442e-05,C01,15,1,26,13,69,0,103,10868.652008197152,10,15,1,0.15,0.2,0.2,1,506,0,0,677,548
2020-07-20,219545.46662966112,1.1447831862565858,1636.365267623232,0,9,0.1521082269756367,0,8.442e-05,C01,15,1,26,13,69,0,103,10868.652008197152,10,15,1,0.15,0.2,0.2,1,507,0,0,678,549
2020-07-21,212637.16169215663,9.50724834364392,846.5883,0,10,0.1530229934460238,0,8.442e-05,C01,15,1,26,13,69,0,103,10868.652008197152,10,15,1,0.15,0.2,0.2,1,508,0,0,678,549
2020-07-22,211415.8116760332,11.70799227391905,33601.26580991013,0,11,0.1510530349969101,0,8.442e-05,C01,15,1,26,13,70,1,104,10868.652008197152,10,15,1,0.15,0.2,0.2,1,509,0,0,678,551
2020-07-23,204246.89353245727,1030.7468648641411,50590.729543030975,0,10,0.1503119556387342,0,8.442e-05,C01,15,1,26,13,70,0,104,10868.652008197152,10,15,1,0.15,0.2,0.2,1,510,0,0,680,551
2020-07-24,200283.14493851,2.1428603369527788,50427.29218796914,0,9,0.1500380374455665,0,8.442e-05,C01,15,1,26,13,71,1,105,10868.652008197152,10,15,1,0.15,0.2,0.2,1,511,0,0,683,552
2020-07-27,199588.51344039463,0.8480155067547843,767.6104898638814,0,8,0.1518314079184219,1,8.442e-05,C01,15,1,26,13,71,1,105,10868.652008197152,10,15,1,0.15,0.2,0.2,1,512,0,1,686,553
2020-07-28,196612.05354883845,0.7270055403342909,945.4754100824896,0,8,0.1640174110281069,1,8.442e-05,C01,15,1,26,13,71,1,105,10868.652008197152,10,15,1,0.15,0.2,0.2,1,513,0,1,687,555
2020-07-29,202003.9368691804,0.7355652139975288,31292.445503966475,0,6,0.1513950691951387,1,8.442e-05,C01,15,0,27,13,71,2,106,10868.652008197152,10,15,1,0.15,0.2,0.2,1,514,0,1,689,558
2020-07-30,202060.30839513955,0.2615938145246277,31679.63811,0,8,0.1519546329700572,1,8.442e-05,C01,15,0,27,13,71,2,106,10868.652008197152,10,15,1,0.15,0.2,0.2,1,515,0,1,689,560
2020-07-31,200368.32247312568,0.4629147654910998,1915.33235836012,0,8,0.1500099897479124,1,8.442e-05,C01,15,0,27,13,71,2,106,10868.652008197152,10,15,1,0.15,0.2,0.2,1,516,0,1,690,561
2020-08-03,202658.3503413909,0.0616679909582018,1860.6847125,0,10,0.1530093625442228,0,8.442e-05,C01,15,0,27,13,71,2,106,10868.652008197152,10,15,1,0.15,0.2,0.2,1,517,0,0,690,562
2020-08-04,197196.57894983,1.469868219879115,3351.7275700911205,0,10,0.1510675294604327,0,8.442e-05,C01,15,1,27,13,71,2,106,10868.652008197152,10,15,1,0.15,0.2,0.2,1,518,0,0,692,565
2020-08-05,200247.76524461637,1.049606145493371,22554.76474202919,0,8,0.1500476170772537,1,8.442e-05,C01,15,1,27,13,72,1,107,10868.652008197152,10,15,1,0.15,0.2,0.2,1,519,0,1,695,566
2020-08-06,200296.0439949333,0.4626259256333728,20970.50586900776,0,7,0.1523865344078992,1,7.469e-05,C01,15,1,27,13,72,1,107,10868.652008197152,10,15,1,0.15,0.2,0.2,1,520,0,1,696,567
2020-08-07,198575.6024637705,1.180797520576931,1304.60876625,0,7,0.150535713497099,1,7.469e-05,C01,15,0,27,13,72,1,107,10868.652008197152,10,15,1,0.15,0.2,0.2,1,521,0,1,696,569
2020-08-10,198083.05758476572,0.2185222657860208,1840.0898625,0,8,0.1500903730107128,1,7.469e-05,C01,15,0,27,13,72,1,107,10868.652008197152,10,15,1,0.15,0.2,0.2,1,522,0,1,696,572
2020-08-11,195183.18697457583,0.7379428008610648,1327.5850207500002,0,8,0.1496296656115375,1,7.469e-05,C01,15,1,27,13,72,1,107,10868.652008197152,10,15,1,0.15,0.2,0.2,1,523,0,1,697,572
2020-08-12,189524.62038108267,0.5624493070625075,3.11073177558675,0,8,0.1541677009628055,1,7.469e-05,C01,15,1,27,13,72,0,107,10868.652008197152,10,15,1,0.15,0.2,0.2,1,524,0,1,698,572
2020-08-13,191342.44083468255,3.67345543254432,1.6825792500000003,0,7,0.1494998959729741,1,7.469e-05,C01,15,1,27,13,72,0,107,10868.652008197152,10,15,1,0.15,0.2,0.2,1,525,0,1,699,572
2020-08-14,189166.99512277872,0.0191944087876423,1.6825792500000003,0,9,0.1517908818151037,0,7.469e-05,C01,15,1,27,13,72,0,107,10868.652008197152,10,15,1,0.15,0.2,0.2,1,526,0,0,699,572
2020-08-17,181053.14947786176,1.7019007642622177,1655.6377770974889,0,7,0.1500646361488573,1,7.469e-05,C01,15,1,27,13,72,0,107,10868.652008197152,10,15,1,0.15,0.2,0.2,1,527,0,1,701,573
2020-08-18,194100.9139890134,0.5642106414035051,1653.050634,0,9,0.1490606066988312,0,7.469e-05,C01,15,1,27,13,72,0,107,10868.652008197152,10,15,1,0.15,0.2,0.2,1,528,0,0,701,573
2020-08-19,192983.9706249364,0.3382540537117541,3.688770882673501,0,8,0.1524094198329208,1,7.469e-05,C01,15,1,27,13,72,0,107,10868.652008197152,10,15,1,0.15,0.2,0.2,1,529,0,1,703,573
2020-08-20,195342.21909304665,0.2272237866473843,2.27943,0,8,0.1501211573010324,1,7.469e-05,C01,15,0,27,13,72,0,107,10868.652008197152,10,15,1,0.15,0.2,0.2,1,530,0,1,704,573
2020-08-21,195261.03829784627,0.2446755601001238,27615.898722286147,0,8,0.1516431555323067,1,7.469e-05,C01,15,0,27,13,72,0,107,10868.652008197152,10,15,1,0.15,0.2,0.2,1,531,0,1,706,573
2020-08-24,194862.09800817756,1.3589665635431951,58151.48949225,0,6,0.1525100330119243,1,7.469e-05,C01,15,1,27,13,72,0,107,10868.652008197152,10,15,1,0.15,0.2,0.2,1,532,0,1,709,573
2020-08-25,195412.7597788631,0.7425356303011453,86525.966599125,0,7,0.1500708041439371,1,7.469e-05,C01,15,1,27,13,72,0,107,10868.652008197152,10,15,1,0.15,0.2,0.2,1,533,0,1,711,574
2020-08-26,198010.33787397185,1.2598514995393009,57140.92962611231,0,8,0.1500570895389887,1,7.469e-05,C01,15,1,27,13,72,0,107,10868.652008197152,10,15,1,0.15,0.2,0.2,1,534,0,1,713,575
2020-08-27,200627.28032678887,0.3224025268212834,1159.55865972453,0,10,0.1631024452242982,0,7.469e-05,C01,15,1,27,13,72,0,107,10868.652008197152,10,15,1,0.15,0.2,0.2,1,535,0,0,714,575
2020-08-28,197035.3938530621,0.0093737463183035,17466.24316018407,0,10,0.1508348293107347,0,7.469e-05,C01,15,1,27,14,72,1,108,10868.652008197152,10,15,1,0.15,0.2,0.2,1,536,0,0,716,577
2020-08-31,200198.14120107668,0.0570835436396938,20342.05200863448,0,10,0.1500905424915117,0,7.469e-05,C01,15,1,27,14,72,0,108,10868.652008197152,10,15,1,0.15,0.2,0.2,1,537,0,0,717,578
2020-09-01,199656.044102788,1.31494025384558,28955.828938817434,0,10,0.1499536440321164,0,7.469e-05,C01,15,1,27,14,72,0,108,10868.652008197152,10,15,1,0.15,0.2,0.2,1,538,0,0,720,578
2020-09-02,201209.2562851863,0.6987068932648428,28979.6032875,0,9,0.1573973836229105,0,7.469e-05,C01,15,1,27,14,72,0,108,10868.652008197152,10,15,1,0.15,0.2,0.2,1,539,0,0,721,578
2020-09-03,190917.5215650588,0.2975764053832983,29818.285464525004,0,9,0.150203767914659,0,7.469e-05,C01,15,1,27,14,72,0,108,10868.652008197152,10,15,1,0.15,0.2,0.2,1,540,0,0,722,579
2020-09-04,190746.47160181616,0.3591237356198573,73376.06378758252,0,10,0.153566522651846,0,7.469e-05,C01,15,1,27,15,74,3,111,10868.652008197152,10,15,1,0.15,0.2,0.2,1,541,0,0,723,579
2020-09-08,182565.09262708132,13981.073961336657,14639.045122832182,0,10,0.156042223352035,0,7.469e-05,C01,15,1,28,15,74,2,111,10868.652008197152,10,15,1,0.15,0.2,0.2,1,542,0,0,724,579
2020-09-09,185261.45076335227,0.2613423484823394,30007.139039811547,0,9,0.1550695143626876,0,7.469e-05,C01,15,1,29,15,75,3,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,543,0,0,727,579
2020-09-10,182952.1554145811,0.5159193055560185,14.731359387084,0,10,0.1558565623421315,0,7.469e-05,C01,15,1,29,15,75,3,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,544,0,0,729,579
2020-09-11,184238.3188205502,0.2443152170541835,1388.286723644439,0,10,0.1535995893751256,0,7.469e-05,C01,15,1,29,15,75,1,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,545,0,0,731,581
2020-09-14,188732.0858207068,0.8124766628431175,1213.1872937105454,0,9,0.1526033507379383,0,7.469e-05,C01,15,1,29,15,75,1,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,546,0,0,733,582
2020-09-15,189380.8093103397,1.0182357897273993,1073.551545,0,10,0.1547098151428183,0,7.469e-05,C01,15,0,29,15,75,0,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,547,0,0,734,582
2020-09-16,190071.94724119623,0.6146772016415828,1324.448588266697,0,10,0.1521911651870018,0,7.469e-05,C01,15,0,29,15,75,0,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,548,0,0,735,583
2020-09-17,190281.83405357783,0.3863249000529449,35.151210000000006,0,10,0.1569167132979848,0,7.469e-05,C01,15,1,29,15,75,0,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,549,0,0,736,583
2020-09-18,187148.981052878,0.3863537546597299,25644.57032631282,0,9,0.1509431735351977,0,7.469e-05,C01,15,1,29,15,75,0,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,550,0,0,738,584
2020-09-21,187328.5506603995,0.4870768161263811,54676.69960695002,0,7,0.1526377704797165,1,7.469e-05,C01,15,1,29,15,75,0,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,551,0,1,741,585
2020-09-22,188484.3773012625,0.057569002038948,27972.88393027501,0,8,0.1543601852449397,1,7.469e-05,C01,15,1,29,15,75,0,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,552,0,1,741,585
2020-09-23,185211.167888625,1.0546561170520956,1364.0920537095,0,10,0.1546851721303359,0,7.469e-05,C01,15,1,29,15,75,0,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,553,0,0,741,587
2020-09-24,187154.57773643592,0.9853821692498462,46734.104852724864,0,9,0.1526737620505297,0,7.469e-05,C01,15,1,29,15,75,0,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,554,0,0,744,588
2020-09-25,189674.6934628928,0.0155935319741412,29624.4997946821,0,10,0.1541852926453859,0,7.469e-05,C01,15,1,29,15,75,0,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,555,0,0,745,590
2020-09-28,192759.65255089043,0.8206175948026694,792.8013177330937,0,10,0.1548367077706798,0,7.469e-05,C01,15,0,29,15,75,0,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,556,0,0,748,592
2020-09-29,193073.92334787588,16.47717353207502,29383.178206643806,0,10,0.1558609276602296,0,7.469e-05,C01,15,0,29,15,75,0,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,557,0,0,752,593
2020-09-30,194241.08374500548,0.9292370938913952,18435.023051582237,0,10,0.153385296094787,0,7.469e-05,C01,15,1,29,15,75,0,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,558,0,0,755,593
2020-10-01,194703.19287457663,0.0722859136883594,47620.47367514798,0,8,0.1546718933746477,1,7.469e-05,C01,15,1,29,15,75,0,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,559,0,1,757,595
2020-10-02,195840.2729957349,0.2927921449217509,29143.9821825,0,10,0.1545146277479863,0,7.469e-05,C01,15,1,29,15,75,0,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,560,0,0,757,595
2020-10-05,198479.13102603357,1.4517279436098414,466.3031518347649,0,9,0.1544034065474638,0,7.469e-05,C01,15,0,29,15,75,0,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,561,0,0,760,597
2020-10-06,194499.62191094435,1.4229782154273996,17.547633760183594,0,10,0.1545365509695559,0,7.469e-05,C01,15,0,29,15,75,0,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,562,0,0,762,597
2020-10-07,201591.6237374034,6.096067256869452,9.694389763175,0,9,0.1565418028930971,0,7.469e-05,C01,15,0,29,15,75,0,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,563,0,0,763,597
2020-10-08,203916.14249559867,2.837431431970405,28419.70996249999,0,9,0.1568806706937901,0,7.469e-05,C01,15,0,29,15,75,0,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,564,0,0,764,598
2020-10-09,202296.54221324247,0.259170427426616,28313.36239247422,0,9,0.1561476774116222,0,7.469e-05,C01,15,0,29,15,75,0,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,565,0,0,766,599
2020-10-13,204428.147364874,0.2930376696509777,308.4032111646881,0,9,0.1565022532288393,0,7.469e-05,C01,15,0,29,15,75,0,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,566,0,0,768,600
2020-10-14,205188.33925056,0.6443820562385784,538.629256313175,0,10,0.1574031463871885,0,7.469e-05,C01,15,1,29,15,75,0,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,567,0,0,769,601
2020-10-15,209157.93066815895,0.0568112971324009,2476.515277301765,0,8,0.1515283964550373,1,7.469e-05,C01,15,1,29,15,75,0,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,568,0,1,771,604
2020-10-16,209922.3314483388,0.0880919473217507,0.0,0,10,0.1520645708332171,0,7.469e-05,C01,15,1,29,15,75,0,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,569,0,0,771,604
2020-10-19,208177.5428195353,0.0880985269092961,6.013285648377856,0,9,0.1558035619426877,0,7.469e-05,C01,15,1,29,15,75,0,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,570,0,0,772,604
2020-10-20,209994.458419175,0.0863581854911627,31330.50208643235,0,10,0.1528187183679972,0,7.469e-05,C01,15,1,29,15,75,0,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,571,0,0,773,606
2020-10-21,204529.34028257965,0.4103257121104529,539.1077591575499,0,9,0.1545927215934654,0,7.469e-05,C01,15,1,29,15,75,0,112,10868.652008197152,10,15,1,0.15,0.2,0.2,1,572,0,0,775,607
2020-10-22,203592.57449501017,0.435788898397237,31575.37604349177,0,8,0.1513171984607672,1,7.469e-05,C01,15,1,29,15,76,1,113,10868.652008197152,10,15,1,0.15,0.2,0.2,1,573,0,1,777,608
2020-10-23,206793.25592605327,1.2860003812851244,432.77071518627,0,9,0.1539062492994494,0,7.469e-05,C01,15,1,29,15,76,0,113,10868.652008197152,10,15,1,0.15,0.2,0.2,1,574,0,0,778,609
2020-10-26,203875.1800712572,1.3367638707679232,19349.443536490387,0,9,0.1534054253640328,0,7.469e-05,C01,15,1,29,15,76,0,113,10868.652008197152,10,15,1,0.15,0.2,0.2,1,575,0,0,780,611
