date,variant,ticker,event,score,z_prev,sell_pct,sold_shares,proceeds_net,trade_cost,settle_dt,buffer_k,is_rebalance_day
2018-07-26,C01,ORLY34,rebalance_sell,,,1.0,59668,14512.956615406893,3.629146440461839,2018-07-27,15.0,1
2018-07-26,C01,T2TD34,concentration_trim,,,,91,31.43971763211825,0.00786189488175,2018-07-27,15.0,1
2018-07-27,C01,ORLY34,rebalance_sell,,,1.0,1,0.240058971927,6.002975041935484e-05,2018-07-30,15.0,1
2018-07-27,C01,M1TA34,rebalance_sell,,,1.0,1,23.20709663217857,0.0058032249642857,2018-07-30,15.0,1
2018-07-27,C01,A1MD34,concentration_trim,,,,347,3052.34294244525,0.7632765547500002,2018-07-30,15.0,1
2018-07-27,C01,M1TA34,defensive_sell,6.0,-6.795474973015935,1.0,349,8099.276724630321,2.025325512535714,2018-07-30,15.0,1
2018-07-27,C01,A1LG34,defensive_sell,6.0,-3.0998434200374523,1.0,42,13801.4324730765,3.4512209235,2018-07-30,15.0,1
2018-07-30,C01,W1EL34,defensive_sell,6.0,-2.950993001403584,1.0,120,13751.34230475,3.4386952500000003,2018-07-31,15.0,1
2018-07-30,C01,D1EX34,defensive_sell,6.0,-2.820958641086021,1.0,7695,13347.123603570282,3.3376153047187502,2018-07-31,15.0,1
2018-07-30,C01,D1EX34,rebalance_sell,,,1.0,3,5.20355696045625,0.00130121454375,2018-07-31,15.0,1
2018-07-30,C01,ORLY34,rebalance_sell,,,1.0,2,0.48663278235,0.0001216886177419,2018-07-31,15.0,1
2018-07-30,C01,A1MD34,concentration_trim,,,,57,513.9759201384376,0.1285261115625,2018-07-31,15.0,1
2018-07-31,C01,ORLY34,rebalance_sell,,,1.0,2,0.494069742,0.0001235483225806,2018-08-01,15.0,1
2018-07-31,C01,D1EX34,rebalance_sell,,,1.0,1,1.78557168045375,0.00044650454625,2018-08-01,15.0,1
2018-07-31,C01,VRSN34,defensive_sell,6.0,-2.5946301703909347,1.0,72,9813.3803274285,2.4539585715,2018-08-01,15.0,1
2018-07-31,C01,C1GP34,rebalance_sell,,,1.0,5,7.8054239810437505,0.00195184395625,2018-08-01,15.0,1
2018-08-01,C01,A2XO34,concentration_trim,,,,33,470.15703834825,0.1175686517499999,2018-08-02,15.0,1
2018-08-01,C01,T2ER34,concentration_trim,,,,7,63.100319475375,0.015779024625,2018-08-02,15.0,1
2018-08-01,C01,T2TD34,concentration_trim,,,,971,316.051227958869,0.079032565131,2018-08-02,15.0,1
2018-08-02,C01,A1MD34,concentration_trim,,,,5,44.19829453828125,0.01105233671875,2018-08-03,15.0,1
2018-08-02,C01,A2XO34,concentration_trim,,,,6,87.54037943249999,0.0218905674999999,2018-08-03,15.0,1
2018-08-02,C01,T2TD34,concentration_trim,,,,234,77.9307340146075,0.0194875553924999,2018-08-03,15.0,1
2018-08-03,C01,T2ER34,rebalance_sell,,,1.0,1589,14364.002649973958,3.5918986371527777,2018-08-06,15.0,1
2018-08-06,C01,T2ER34,rebalance_sell,,,1.0,1,9.0903475115,0.0022731551666666,2018-08-07,15.0,1
2018-08-06,C01,H1CA34,concentration_trim,,,,5,119.80842390412502,0.029959595875,2018-08-07,15.0,1
2018-08-07,C01,T2TD34,concentration_trim,,,,396,132.446515555134,0.033119908866,2018-08-08,15.0,1
2018-08-07,C01,A1MD34,concentration_trim,,,,75,680.48116216875,0.1701628312499999,2018-08-08,15.0,1
2018-08-08,C01,A2XO34,rebalance_sell,,,1.0,1044,13005.485571560996,3.252184439,2018-08-09,15.0,1
2018-08-08,C01,A1MD34,concentration_trim,,,,29,266.23390712943745,0.0665751205624999,2018-08-09,15.0,1
2018-08-08,C01,H1CA34,concentration_trim,,,,6,144.38578122832502,0.036105471675,2018-08-09,15.0,1
2018-08-08,C01,T2TD34,concentration_trim,,,,1330,455.82478229825256,0.1139846917475,2018-08-09,15.0,1
2018-08-09,C01,A2XO34,defensive_sell,6.0,-3.8303798830831393,1.0,4,50.127907111666666,0.0125351105555555,2018-08-10,15.0,1
2018-08-09,C01,I1QV34,rebalance_sell,,,1.0,110,12724.5083274375,3.1819225625,2018-08-10,15.0,1
2018-08-09,C01,H1CA34,concentration_trim,,,,1,24.3711356925,0.0060943074999999,2018-08-10,15.0,1
2018-08-09,C01,T2TD34,concentration_trim,,,,982,348.30869739091503,0.087098949085,2018-08-10,15.0,1
2018-08-10,C01,T2TD34,rebalance_sell,,,1.0,41069,20207.970768417897,5.053256006105999,2018-08-13,15.0,1
2018-08-10,C01,REGN34,rebalance_sell,,,1.0,453,10709.0387116398,2.6779291602,2018-08-13,15.0,1
2018-08-10,C01,I1QV34,rebalance_sell,,,1.0,1,116.4929394825,0.0291305175,2018-08-13,15.0,1
2018-08-13,C01,D1EX34,rebalance_sell,,,1.0,1,2.41392320829,0.00060363171,2018-08-14,15.0,1
2018-08-13,C01,REGN34,rebalance_sell,,,1.0,1,23.80596801975,0.00595298025,2018-08-14,15.0,1
2018-08-14,C01,P1YC34,rebalance_sell,,,1.0,1,17.836122521,0.0044601456666666,2018-08-15,15.0,1
2018-08-14,C01,A1MD34,concentration_trim,,,,48,466.093191564,0.116552436,2018-08-15,15.0,1
2018-08-14,C01,T2TD34,concentration_trim,,,,1177,607.4150374677,0.1518917323,2018-08-15,15.0,1
