date,phase,arm,ticker,event_type,qty,price,gross,cost,net_settlement,settle_date,reason,score,split
2018-04-04,0,A2_E2E,BRSR6,rebalance_buy,505,19.77,9983.85,2.4959625,-9986.3459625,2018-04-04,TARGET_TOPN_ENTRY,,TRAIN
2018-04-04,0,A2_E2E,CPFE3,rebalance_buy,407,24.52,9979.64,2.49491,-9982.134909999999,2018-04-04,TARGET_TOPN_ENTRY,,TRAIN
2018-04-04,0,A2_E2E,KLBN3,rebalance_buy,1257,7.9505,9993.7785,2.4984446250000003,-9996.276944625,2018-04-04,TARGET_TOPN_ENTRY,,TRAIN
2018-04-04,0,A2_E2E,REDE3,rebalance_buy,1769,5.65,9994.85,2.4987125000000003,-9997.348712500001,2018-04-04,TARGET_TOPN_ENTRY,,TRAIN
2018-04-04,0,A2_E2E,SHOW3,rebalance_buy,93,107.3,9978.9,2.494725,-9981.394725,2018-04-04,TARGET_TOPN_ENTRY,,TRAIN
2018-04-04,0,A2_E2E,SUZB3,rebalance_buy,278,35.89,9977.42,2.494355,-9979.914355,2018-04-04,TARGET_TOPN_ENTRY,,TRAIN
2018-04-04,0,A2_E2E,TRIS3,rebalance_buy,4413,2.2654,9997.2102,2.49930255,-9999.70950255,2018-04-04,TARGET_TOPN_ENTRY,,TRAIN
2018-04-04,0,A2_E2E,UNIP3,rebalance_buy,395,25.2636,9979.122,2.4947805,-9981.616780499999,2018-04-04,TARGET_TOPN_ENTRY,,TRAIN
2018-04-04,0,A2_E2E,UNIP5,rebalance_buy,399,25.0,9975.0,2.49375,-9977.49375,2018-04-04,TARGET_TOPN_ENTRY,,TRAIN
2018-04-04,0,A2_E2E,UNIP6,rebalance_buy,394,25.3545,9989.673,2.4974182500000004,-9992.17041825,2018-04-04,TARGET_TOPN_ENTRY,,TRAIN
2018-04-11,0,A2_E2E,REDE3,defensive_sell,1769,5.01,8862.69,2.2156725,8860.4743275,2018-04-13,A2_ANY_RULE1_4CHARTS,6.0,TRAIN
2018-04-13,0,A2_E2E,KLBN3,defensive_sell,1257,6.901,8674.556999999999,2.1686392499999996,8672.38836075,2018-04-17,A2_ANY_RULE1_4CHARTS,6.0,TRAIN
2018-04-13,0,A2_E2E,A2XO34,rebalance_buy,138,8.107516388888888,1118.8372616666666,0.27970931541666666,-1119.1169709820833,2018-04-13,TARGET_TOPN_ENTRY,,TRAIN
